Uniprot_id,KEGG,family
O00418,hsa:29904,hsa01001
O00418,hsa:29904,hsa01000
O00418,hsa:29904,hsa01001
O00421,hsa:9034,hsa00001
O00421,hsa:9034,hsa04030
O00421,hsa:9034,hsa04050
O00421,hsa:9034,hsa04030
O00421,hsa:9034,hsa04050
O00429,hsa:10059,hsa00001
O00429,hsa:10059,hsa04131
O00429,hsa:10059,hsa03029
O00429,hsa:10059,hsa04147
O00429,hsa:10059,hsa01000
O00429,hsa:10059,hsa04131
O00429,hsa:10059,hsa03029
O00429,hsa:10059,hsa04147
O00443,hsa:5286,hsa00001
O00443,hsa:5286,hsa01000
O00444,hsa:10733,hsa00001
O00444,hsa:10733,hsa01001
O00444,hsa:10733,hsa03036
O00444,hsa:10733,hsa01000
O00444,hsa:10733,hsa01001
O00444,hsa:10733,hsa03036
O00459,hsa:5296,hsa00001
O00459,hsa:5296,hsa04131
O00459,hsa:5296,hsa04131
O00481,hsa:11119,hsa00001
O00481,hsa:11119,hsa04147
O00481,hsa:11119,hsa04090
O00481,hsa:11119,hsa04147
O00481,hsa:11119,hsa04090
O00482,hsa:2494,hsa00001
O00482,hsa:2494,hsa03000
O00482,hsa:2494,hsa03310
O00482,hsa:2494,hsa03000
O00482,hsa:2494,hsa03310
O00483,hsa:4697,hsa00001
O00487,hsa:10213,hsa00001
O00487,hsa:10213,hsa01002
O00487,hsa:10213,hsa04121
O00487,hsa:10213,hsa03051
O00487,hsa:10213,hsa01002
O00487,hsa:10213,hsa04121
O00487,hsa:10213,hsa03051
O00506,hsa:10494,hsa00001
O00506,hsa:10494,hsa01001
O00506,hsa:10494,hsa04131
O00506,hsa:10494,hsa01000
O00506,hsa:10494,hsa01001
O00506,hsa:10494,hsa04131
O00512,hsa:607,hsa00001
O00555,hsa:773,hsa00001
O00555,hsa:773,hsa04040
O00555,hsa:773,hsa04040
O00560,hsa:6386,hsa00001
O00560,hsa:6386,hsa04147
O00560,hsa:6386,hsa04147
O00571,hsa:1654,hsa00001
O00571,hsa:1654,hsa03019
O00571,hsa:1654,hsa03041
O00571,hsa:1654,hsa03036
O00571,hsa:1654,hsa01000
O00571,hsa:1654,hsa03019
O00571,hsa:1654,hsa03041
O00571,hsa:1654,hsa03036
O00574,hsa:10663,hsa00001
O00574,hsa:10663,hsa04030
O00574,hsa:10663,hsa04050
O00574,hsa:10663,hsa04090
O00574,hsa:10663,hsa04030
O00574,hsa:10663,hsa04050
O00574,hsa:10663,hsa04090
O00591,hsa:2568,hsa00001
O00591,hsa:2568,hsa04040
O00591,hsa:2568,hsa04040
O00625,hsa:8544,hsa00001
O00625,hsa:8544,hsa01000
O00746,hsa:4833,hsa00001
O00746,hsa:4833,hsa04131
O00746,hsa:4833,hsa01000
O00746,hsa:4833,hsa04131
O00748,hsa:8824,hsa00001
O00748,hsa:8824,hsa01000
O00750,hsa:5287,hsa00001
O00750,hsa:5287,hsa01000
O00754,hsa:4125,hsa00001
O00754,hsa:4125,hsa01000
O00763,hsa:32,hsa00001
O00763,hsa:32,hsa01000
O00764,hsa:8566,hsa00001
O00764,hsa:8566,hsa01000
O00767,hsa:6319,hsa00001
O00767,hsa:6319,hsa01004
O00767,hsa:6319,hsa01000
O00767,hsa:6319,hsa01004
O14519,hsa:8099,hsa00001
O14519,hsa:8099,hsa03036
O14519,hsa:8099,hsa03036
O14561,hsa:4706,hsa00001
O14578,hsa:11113,hsa00001
O14578,hsa:11113,hsa01001
O14578,hsa:11113,hsa01000
O14578,hsa:11113,hsa01001
O14638,hsa:5169,hsa00001
O14638,hsa:5169,hsa04090
O14638,hsa:5169,hsa00537
O14638,hsa:5169,hsa01000
O14638,hsa:5169,hsa04090
O14638,hsa:5169,hsa00537
O14640,hsa:1855,hsa00001
O14649,hsa:3777,hsa00001
O14649,hsa:3777,hsa04040
O14649,hsa:3777,hsa04040
O14672,hsa:102,hsa00001
O14672,hsa:102,hsa01002
O14672,hsa:102,hsa04090
O14672,hsa:102,hsa01000
O14672,hsa:102,hsa01002
O14672,hsa:102,hsa04090
O14684,hsa:9536,hsa00001
O14684,hsa:9536,hsa01000
O14686,hsa:8085,hsa00001
O14686,hsa:8085,hsa03036
O14686,hsa:8085,hsa01000
O14686,hsa:8085,hsa03036
O14727,hsa:317,hsa00001
O14730,hsa:8780,hsa00001
O14730,hsa:8780,hsa01001
O14730,hsa:8780,hsa01000
O14730,hsa:8780,hsa01001
O14733,hsa:5609,hsa00001
O14733,hsa:5609,hsa01001
O14733,hsa:5609,hsa01000
O14733,hsa:5609,hsa01001
O14744,hsa:10419,hsa00001
O14744,hsa:10419,hsa03041
O14744,hsa:10419,hsa03036
O14744,hsa:10419,hsa01000
O14744,hsa:10419,hsa03041
O14744,hsa:10419,hsa03036
O14745,hsa:9368,hsa00001
O14745,hsa:9368,hsa02000
O14745,hsa:9368,hsa02000
O14745,hsa:9368,8
O14746,hsa:7015,hsa00001
O14746,hsa:7015,hsa03032
O14746,hsa:7015,hsa01000
O14746,hsa:7015,hsa03032
O14757,hsa:1111,hsa00001
O14757,hsa:1111,hsa01001
O14757,hsa:1111,hsa03400
O14757,hsa:1111,hsa01000
O14757,hsa:1111,hsa01001
O14757,hsa:1111,hsa03400
O14764,hsa:2563,hsa00001
O14764,hsa:2563,hsa04040
O14764,hsa:2563,hsa04040
O14786,hsa:8829,hsa00001
O14786,hsa:8829,hsa04090
O14786,hsa:8829,hsa04090
O14788,hsa:8600,hsa00001
O14788,hsa:8600,hsa04052
O14788,hsa:8600,hsa04090
O14788,hsa:8600,hsa04052
O14788,hsa:8600,hsa04090
O14791,hsa:8542,hsa00001
O14818,hsa:5688,hsa00001
O14818,hsa:5688,hsa01002
O14818,hsa:5688,hsa04131
O14818,hsa:5688,hsa03051
O14818,hsa:5688,hsa01000
O14818,hsa:5688,hsa01002
O14818,hsa:5688,hsa04131
O14818,hsa:5688,hsa03051
O14842,hsa:2864,hsa00001
O14842,hsa:2864,hsa04030
O14842,hsa:2864,hsa04030
O14843,hsa:2865,hsa00001
O14843,hsa:2865,hsa04030
O14843,hsa:2865,hsa04030
O14874,hsa:10295,hsa00001
O14874,hsa:10295,hsa01001
O14874,hsa:10295,hsa01000
O14874,hsa:10295,hsa01001
O14920,hsa:3551,hsa00001
O14920,hsa:3551,hsa01001
O14920,hsa:3551,hsa01000
O14920,hsa:3551,hsa01001
O14936,hsa:8573,hsa00001
O14936,hsa:8573,hsa01001
O14936,hsa:8573,hsa04131
O14936,hsa:8573,hsa03037
O14936,hsa:8573,hsa01000
O14936,hsa:8573,hsa01001
O14936,hsa:8573,hsa04131
O14936,hsa:8573,hsa03037
O14939,hsa:5338,hsa00001
O14939,hsa:5338,hsa04131
O14939,hsa:5338,hsa01000
O14939,hsa:5338,hsa04131
O14965,hsa:6790,hsa00001
O14965,hsa:6790,hsa01001
O14965,hsa:6790,hsa01009
O14965,hsa:6790,hsa03036
O14965,hsa:6790,hsa01000
O14965,hsa:6790,hsa01001
O14965,hsa:6790,hsa01009
O14965,hsa:6790,hsa03036
O14966,hsa:8934,hsa00001
O14966,hsa:8934,hsa04031
O14966,hsa:8934,hsa04031
O14976,hsa:2580,hsa00001
O14976,hsa:2580,hsa01001
O14976,hsa:2580,hsa04131
O14976,hsa:2580,hsa01000
O14976,hsa:2580,hsa01001
O14976,hsa:2580,hsa04131
O14980,hsa:7514,hsa00001
O14980,hsa:7514,hsa03019
O14980,hsa:7514,hsa03009
O14980,hsa:7514,hsa03016
O14980,hsa:7514,hsa03036
O14980,hsa:7514,hsa03019
O14980,hsa:7514,hsa03009
O14980,hsa:7514,hsa03016
O14980,hsa:7514,hsa03036
O14983,hsa:487,hsa00001
O14983,hsa:487,hsa01000
O14986,hsa:8395,hsa00001
O14986,hsa:8395,hsa04131
O14986,hsa:8395,hsa01000
O14986,hsa:8395,hsa04131
O15054,hsa:23135,hsa00001
O15054,hsa:23135,hsa03036
O15054,hsa:23135,hsa01000
O15054,hsa:23135,hsa03036
O15055,hsa:8864,hsa00001
O15055,hsa:8864,hsa03400
O15055,hsa:8864,hsa03400
O15066,hsa:9371,hsa00001
O15066,hsa:9371,hsa03037
O15066,hsa:9371,hsa04812
O15066,hsa:9371,hsa03037
O15066,hsa:9371,hsa04812
O15075,hsa:9201,hsa00001
O15075,hsa:9201,hsa01001
O15075,hsa:9201,hsa01000
O15075,hsa:9201,hsa01001
O15111,hsa:1147,hsa00001
O15111,hsa:1147,hsa01001
O15111,hsa:1147,hsa01000
O15111,hsa:1147,hsa01001
O15118,hsa:4864,hsa00001
O15118,hsa:4864,hsa02000
O15118,hsa:4864,hsa02000
O15120,hsa:10555,hsa00001
O15120,hsa:10555,hsa01004
O15120,hsa:10555,hsa01000
O15120,hsa:10555,hsa01004
O15121,hsa:8560,hsa00001
O15121,hsa:8560,hsa01004
O15121,hsa:8560,hsa01000
O15121,hsa:8560,hsa01004
O15146,hsa:4593,hsa00001
O15146,hsa:4593,hsa01001
O15146,hsa:4593,hsa01000
O15146,hsa:4593,hsa01001
O15151,hsa:4194,hsa00001
O15151,hsa:4194,hsa04121
O15151,hsa:4194,hsa04121
O15164,hsa:8805,hsa00001
O15164,hsa:8805,hsa01001
O15164,hsa:8805,hsa04121
O15164,hsa:8805,hsa01000
O15164,hsa:8805,hsa01001
O15164,hsa:8805,hsa04121
O15197,hsa:2051,hsa00001
O15197,hsa:2051,hsa01001
O15197,hsa:2051,hsa01000
O15197,hsa:2051,hsa01001
O15228,hsa:8443,hsa00001
O15228,hsa:8443,hsa01000
O15229,hsa:8564,hsa00001
O15229,hsa:8564,hsa01000
O15239,hsa:4694,hsa00001
O15244,hsa:6582,hsa00001
O15244,hsa:6582,hsa02000
O15244,hsa:6582,hsa02000
O15244,hsa:6582,2.A.1.19
O15245,hsa:6580,hsa00001
O15245,hsa:6580,hsa02000
O15245,hsa:6580,hsa02000
O15245,hsa:6580,2.A.1.19
O15254,hsa:8310,hsa00001
O15254,hsa:8310,hsa01000
O15264,hsa:5603,hsa00001
O15264,hsa:5603,hsa01001
O15264,hsa:5603,hsa01000
O15264,hsa:5603,hsa01001
O15269,hsa:10558,hsa00001
O15269,hsa:10558,hsa01007
O15269,hsa:10558,hsa01000
O15269,hsa:10558,hsa01007
O15270,hsa:9517,hsa00001
O15270,hsa:9517,hsa01007
O15270,hsa:9517,hsa01000
O15270,hsa:9517,hsa01007
O15294,hsa:8473,hsa00001
O15294,hsa:8473,hsa01003
O15294,hsa:8473,hsa03036
O15294,hsa:8473,hsa01000
O15294,hsa:8473,hsa01003
O15294,hsa:8473,hsa03036
O15296,hsa:247,hsa00001
O15296,hsa:247,hsa01000
O15297,hsa:8493,hsa00001
O15297,hsa:8493,hsa01009
O15297,hsa:8493,hsa01000
O15297,hsa:8493,hsa01009
O15303,hsa:2916,hsa00001
O15303,hsa:2916,hsa01009
O15303,hsa:2916,hsa04030
O15303,hsa:2916,hsa01009
O15303,hsa:2916,hsa04030
O15305,hsa:5373,hsa00001
O15305,hsa:5373,hsa01000
O15355,hsa:5496,hsa00001
O15355,hsa:5496,hsa01009
O15355,hsa:5496,hsa01000
O15355,hsa:5496,hsa01009
O15357,hsa:3636,hsa00001
O15357,hsa:3636,hsa04131
O15357,hsa:3636,hsa01000
O15357,hsa:3636,hsa04131
O15379,hsa:8841,hsa00001
O15379,hsa:8841,hsa03036
O15379,hsa:8841,hsa01000
O15379,hsa:8841,hsa03036
O15382,hsa:587,hsa00001
O15382,hsa:587,hsa01007
O15382,hsa:587,hsa01000
O15382,hsa:587,hsa01007
O15392,hsa:332,hsa00001
O15392,hsa:332,hsa01002
O15392,hsa:332,hsa03036
O15392,hsa:332,hsa01002
O15392,hsa:332,hsa03036
O15393,hsa:7113,hsa00001
O15393,hsa:7113,hsa01002
O15393,hsa:7113,hsa01000
O15393,hsa:7113,hsa01002
O15399,hsa:2906,hsa00001
O15399,hsa:2906,hsa04040
O15399,hsa:2906,hsa04040
O15427,hsa:9123,hsa00001
O15427,hsa:9123,hsa02000
O15427,hsa:9123,hsa02000
O15427,hsa:9123,2.A.1.13
O15439,hsa:10257,hsa00001
O15439,hsa:10257,hsa02000
O15439,hsa:10257,hsa02000
O15455,hsa:7098,hsa00001
O15455,hsa:7098,hsa04054
O15455,hsa:7098,hsa04090
O15455,hsa:7098,hsa04054
O15455,hsa:7098,hsa04090
O15492,hsa:6004,hsa00001
O15496,hsa:8399,hsa00001
O15496,hsa:8399,hsa03036
O15496,hsa:8399,hsa01000
O15496,hsa:8399,hsa03036
O15527,hsa:4968,hsa00001
O15527,hsa:4968,hsa03400
O15527,hsa:4968,hsa01000
O15527,hsa:4968,hsa03400
O15528,hsa:1594,hsa00001
O15528,hsa:1594,hsa00199
O15528,hsa:1594,hsa01000
O15528,hsa:1594,hsa00199
O15530,hsa:5170,hsa00001
O15530,hsa:5170,hsa01001
O15530,hsa:5170,hsa04131
O15530,hsa:5170,hsa01000
O15530,hsa:5170,hsa01001
O15530,hsa:5170,hsa04131
O15550,hsa:7403,hsa00001
O15550,hsa:7403,hsa03036
O15550,hsa:7403,hsa01000
O15550,hsa:7403,hsa03036
O15552,hsa:2867,hsa00001
O15552,hsa:2867,hsa04030
O15552,hsa:2867,hsa04030
O15554,hsa:3783,hsa00001
O15554,hsa:3783,hsa04040
O15554,hsa:3783,hsa04040
O43148,hsa:8731,hsa00001
O43148,hsa:8731,hsa03019
O43148,hsa:8731,hsa01000
O43148,hsa:8731,hsa03019
O43151,hsa:200424,hsa00001
O43151,hsa:200424,hsa03000
O43151,hsa:200424,hsa03036
O43151,hsa:200424,hsa01000
O43151,hsa:200424,hsa03000
O43151,hsa:200424,hsa03036
O43172,hsa:9128,hsa00001
O43172,hsa:9128,hsa03041
O43172,hsa:9128,hsa03041
O43174,hsa:1592,hsa00001
O43174,hsa:1592,hsa00199
O43174,hsa:1592,hsa00199
O43175,hsa:26227,hsa00001
O43175,hsa:26227,hsa04147
O43175,hsa:26227,hsa01000
O43175,hsa:26227,hsa04147
O43181,hsa:4724,hsa00001
O43184,hsa:8038,hsa00001
O43184,hsa:8038,hsa01002
O43184,hsa:8038,hsa01002
O43189,hsa:5252,hsa00001
O43189,hsa:5252,hsa03000
O43189,hsa:5252,hsa03036
O43189,hsa:5252,hsa03000
O43189,hsa:5252,hsa03036
O43193,hsa:2862,hsa00001
O43193,hsa:2862,hsa04030
O43193,hsa:2862,hsa04030
O43242,hsa:5709,hsa00001
O43242,hsa:5709,hsa03051
O43242,hsa:5709,hsa03051
O43283,hsa:9175,hsa00001
O43283,hsa:9175,hsa01001
O43283,hsa:9175,hsa01000
O43283,hsa:9175,hsa01001
O43293,hsa:1613,hsa00001
O43293,hsa:1613,hsa01001
O43293,hsa:1613,hsa01000
O43293,hsa:1613,hsa01001
O43306,hsa:112,hsa00001
O43306,hsa:112,hsa01000
O43315,hsa:366,hsa00001
O43315,hsa:366,hsa02000
O43315,hsa:366,hsa02000
O43315,hsa:366,1.A.8
O43318,hsa:6885,hsa00001
O43318,hsa:6885,hsa01001
O43318,hsa:6885,hsa01000
O43318,hsa:6885,hsa01001
O43353,hsa:8767,hsa00001
O43353,hsa:8767,hsa01001
O43353,hsa:8767,hsa01000
O43353,hsa:8767,hsa01001
O43447,hsa:10465,hsa00001
O43447,hsa:10465,hsa03041
O43447,hsa:10465,hsa03110
O43447,hsa:10465,hsa01000
O43447,hsa:10465,hsa03041
O43447,hsa:10465,hsa03110
O43451,hsa:8972,hsa00001
O43451,hsa:8972,hsa01000
O43463,hsa:6839,hsa00001
O43463,hsa:6839,hsa03036
O43463,hsa:6839,hsa01000
O43463,hsa:6839,hsa03036
O43464,hsa:27429,hsa00001
O43464,hsa:27429,hsa01002
O43464,hsa:27429,hsa03110
O43464,hsa:27429,hsa01000
O43464,hsa:27429,hsa01002
O43464,hsa:27429,hsa03110
O43497,hsa:8913,hsa00001
O43497,hsa:8913,hsa04040
O43497,hsa:8913,hsa04040
O43521,hsa:10018,hsa00001
O43524,hsa:2309,hsa00001
O43524,hsa:2309,hsa03000
O43524,hsa:2309,hsa03000
O43525,hsa:3786,hsa00001
O43525,hsa:3786,hsa04040
O43525,hsa:3786,hsa04040
O43526,hsa:3785,hsa00001
O43526,hsa:3785,hsa04040
O43526,hsa:3785,hsa04040
O43570,hsa:771,hsa00001
O43570,hsa:771,hsa01000
O43603,hsa:8811,hsa00001
O43603,hsa:8811,hsa04030
O43603,hsa:8811,hsa04030
O43613,hsa:3061,hsa00001
O43613,hsa:3061,hsa04030
O43613,hsa:3061,hsa04030
O43614,hsa:3062,hsa00001
O43614,hsa:3062,hsa04030
O43614,hsa:3062,hsa04030
O43674,hsa:4711,hsa00001
O43676,hsa:4709,hsa00001
O43677,hsa:4717,hsa00001
O43678,hsa:4695,hsa00001
O43683,hsa:699,hsa00001
O43683,hsa:699,hsa01001
O43683,hsa:699,hsa03036
O43683,hsa:699,hsa01000
O43683,hsa:699,hsa01001
O43683,hsa:699,hsa03036
O43739,hsa:9265,hsa00001
O43739,hsa:9265,hsa04131
O43739,hsa:9265,hsa04131
O43741,hsa:5565,hsa00001
O43772,hsa:788,hsa00001
O43772,hsa:788,hsa02000
O43772,hsa:788,hsa02000
O43791,hsa:8405,hsa00001
O43791,hsa:8405,hsa04121
O43791,hsa:8405,hsa04121
O43865,hsa:10768,hsa00001
O43865,hsa:10768,hsa01009
O43865,hsa:10768,hsa04147
O43865,hsa:10768,hsa01000
O43865,hsa:10768,hsa01009
O43865,hsa:10768,hsa04147
O43920,hsa:4725,hsa00001
O43924,hsa:5147,hsa00001
O43924,hsa:5147,hsa04131
O43924,hsa:5147,hsa04131
O60218,hsa:57016,hsa00001
O60218,hsa:57016,hsa01000
O60235,hsa:9407,hsa00001
O60235,hsa:9407,hsa01002
O60235,hsa:9407,hsa01002
O60240,hsa:5346,hsa00001
O60259,hsa:11202,hsa00001
O60259,hsa:11202,hsa01002
O60259,hsa:11202,hsa01000
O60259,hsa:11202,hsa01002
O60260,hsa:5071,hsa00001
O60260,hsa:5071,hsa04131
O60260,hsa:5071,hsa04121
O60260,hsa:5071,hsa03029
O60260,hsa:5071,hsa01000
O60260,hsa:5071,hsa04131
O60260,hsa:5071,hsa04121
O60260,hsa:5071,hsa03029
O60266,hsa:109,hsa00001
O60266,hsa:109,hsa01000
O60282,hsa:3800,hsa00001
O60282,hsa:3800,hsa04131
O60282,hsa:3800,hsa04812
O60282,hsa:3800,hsa04147
O60282,hsa:3800,hsa01000
O60282,hsa:3800,hsa04131
O60282,hsa:3800,hsa04812
O60282,hsa:3800,hsa04147
O60285,hsa:9891,hsa00001
O60285,hsa:9891,hsa01001
O60285,hsa:9891,hsa01000
O60285,hsa:9891,hsa01001
O60313,hsa:4976,hsa00001
O60313,hsa:4976,hsa03029
O60313,hsa:4976,hsa01000
O60313,hsa:4976,hsa03029
O60331,hsa:23396,hsa00001
O60331,hsa:23396,hsa04131
O60331,hsa:23396,hsa01000
O60331,hsa:23396,hsa04131
O60333,hsa:23095,hsa00001
O60333,hsa:23095,hsa04812
O60333,hsa:23095,hsa04812
O60341,hsa:23028,hsa00001
O60341,hsa:23028,hsa03036
O60341,hsa:23028,hsa01000
O60341,hsa:23028,hsa03036
O60359,hsa:10368,hsa00001
O60359,hsa:10368,hsa04040
O60359,hsa:10368,hsa04040
O60391,hsa:116444,hsa00001
O60391,hsa:116444,hsa04040
O60391,hsa:116444,hsa04040
O60427,hsa:3992,hsa00001
O60427,hsa:3992,hsa01004
O60427,hsa:3992,hsa01000
O60427,hsa:3992,hsa01004
O60488,hsa:2182,hsa00001
O60488,hsa:2182,hsa01004
O60488,hsa:2182,hsa04147
O60488,hsa:2182,hsa01000
O60488,hsa:2182,hsa01004
O60488,hsa:2182,hsa04147
O60502,hsa:10724,hsa00001
O60502,hsa:10724,hsa01000
O60503,hsa:115,hsa00001
O60503,hsa:115,hsa01000
O60551,hsa:9397,hsa00001
O60551,hsa:9397,hsa01000
O60563,hsa:904,hsa00001
O60563,hsa:904,hsa03021
O60563,hsa:904,hsa03021
O60583,hsa:905,hsa00001
O60583,hsa:905,hsa03021
O60583,hsa:905,hsa03021
O60602,hsa:7100,hsa00001
O60602,hsa:7100,hsa04054
O60602,hsa:7100,hsa04054
O60603,hsa:7097,hsa00001
O60603,hsa:7097,hsa04131
O60603,hsa:7097,hsa04147
O60603,hsa:7097,hsa04054
O60603,hsa:7097,hsa04090
O60603,hsa:7097,hsa00536
O60603,hsa:7097,hsa04131
O60603,hsa:7097,hsa04147
O60603,hsa:7097,hsa04054
O60603,hsa:7097,hsa04090
O60603,hsa:7097,hsa00536
O60656,hsa:54600,hsa00001
O60656,hsa:54600,hsa01003
O60656,hsa:54600,hsa01000
O60656,hsa:54600,hsa01003
O60658,hsa:5151,hsa00001
O60658,hsa:5151,hsa01000
O60671,hsa:5810,hsa00001
O60671,hsa:5810,hsa03400
O60671,hsa:5810,hsa01000
O60671,hsa:5810,hsa03400
O60674,hsa:3717,hsa00001
O60674,hsa:3717,hsa01001
O60674,hsa:3717,hsa01000
O60674,hsa:3717,hsa01001
O60678,hsa:10196,hsa00001
O60678,hsa:10196,hsa03036
O60678,hsa:10196,hsa01000
O60678,hsa:10196,hsa03036
O60704,hsa:8459,hsa00001
O60704,hsa:8459,hsa01000
O60706,hsa:10060,hsa00001
O60706,hsa:10060,hsa02000
O60706,hsa:10060,hsa04147
O60706,hsa:10060,hsa02000
O60706,hsa:10060,hsa04147
O60725,hsa:23463,hsa00001
O60725,hsa:23463,hsa01000
O60733,hsa:8398,hsa00001
O60733,hsa:8398,hsa03029
O60733,hsa:8398,hsa01000
O60733,hsa:8398,hsa03029
O60741,hsa:348980,hsa00001
O60741,hsa:348980,hsa04040
O60741,hsa:348980,hsa04040
O60755,hsa:8484,hsa00001
O60755,hsa:8484,hsa04030
O60755,hsa:8484,hsa04030
O60760,hsa:27306,hsa00001
O60760,hsa:27306,hsa01000
O60825,hsa:5208,hsa00001
O60825,hsa:5208,hsa01000
O60840,hsa:778,hsa00001
O60840,hsa:778,hsa04040
O60840,hsa:778,hsa04040
O60841,hsa:9669,hsa00001
O60841,hsa:9669,hsa03012
O60841,hsa:9669,hsa03012
O60880,hsa:4068,hsa00001
O60880,hsa:4068,hsa04990
O60880,hsa:4068,hsa04990
O60883,hsa:9283,hsa00001
O60883,hsa:9283,hsa04030
O60883,hsa:9283,hsa04030
O60885,hsa:23476,hsa00001
O60885,hsa:23476,hsa01001
O60885,hsa:23476,hsa03021
O60885,hsa:23476,hsa03036
O60885,hsa:23476,hsa01001
O60885,hsa:23476,hsa03021
O60885,hsa:23476,hsa03036
O60894,hsa:10267,hsa00001
O60894,hsa:10267,hsa04030
O60894,hsa:10267,hsa04030
O60906,hsa:6610,hsa00001
O60906,hsa:6610,hsa01000
O60911,hsa:1515,hsa00001
O60911,hsa:1515,hsa01002
O60911,hsa:1515,hsa01000
O60911,hsa:1515,hsa01002
O60928,hsa:3769,hsa00001
O60928,hsa:3769,hsa04040
O60928,hsa:3769,hsa04040
O60939,hsa:6327,hsa00001
O60939,hsa:6327,hsa04040
O60939,hsa:6327,hsa04040
O75015,hsa:2215,hsa00001
O75015,hsa:2215,hsa04131
O75015,hsa:2215,hsa04090
O75015,hsa:2215,hsa00537
O75015,hsa:2215,hsa04131
O75015,hsa:2215,hsa04090
O75015,hsa:2215,hsa00537
O75106,hsa:314,hsa00001
O75106,hsa:314,hsa01000
O75116,hsa:9475,hsa00001
O75116,hsa:9475,hsa01001
O75116,hsa:9475,hsa03036
