Uniprot_id,Category
O75908,Enzymes
O75914,Enzymes
O75936,Enzymes
O75962,Enzymes
O76039,Enzymes
O76074,Enzymes
O76083,Enzymes
O94759,Enzymes
O94782,Enzymes
O94788,Enzymes
O94804,Enzymes
O94806,Enzymes
O94921,Enzymes
O94925,Enzymes
O94953,Enzymes
O94966,Enzymes
O95050,Enzymes
O95237,Enzymes
O95251,Enzymes
O95263,Enzymes
O95271,Enzymes
O95278,Enzymes
O95363,Enzymes
O95372,Enzymes
O95453,Enzymes
O95470,Enzymes
O95497,Enzymes
O95573,Enzymes
O95602,Enzymes
O95622,Enzymes
O95630,Enzymes
O95747,Enzymes
O95749,Enzymes
O95819,Enzymes
O95822,Enzymes
O95835,Enzymes
O95864,Enzymes
O96013,Enzymes
O96017,Enzymes
O96028,Enzymes
P00325,Enzymes
P00326,Enzymes
P00338,Enzymes
P00352,Enzymes
P00374,Enzymes
P00387,Enzymes
P00390,Enzymes
P00395,Enzymes
P00441,Enzymes
P00480,Enzymes
P00488,Enzymes
P00491,Enzymes
P00492,Enzymes
P00505,Enzymes
P00519,Enzymes
P00533,Enzymes
P00558,Enzymes
P00734,Enzymes
P00736,Enzymes
P00740,Enzymes
P00742,Enzymes
P00746,Enzymes
P00747,Enzymes
P00748,Enzymes
P00749,Enzymes
P00750,Enzymes
P00751,Enzymes
P00797,Enzymes
P00813,Enzymes
P00915,Enzymes
P00918,Enzymes
P03886,Enzymes
P03891,Enzymes
P03897,Enzymes
P03901,Enzymes
P03905,Enzymes
P03915,Enzymes
P03923,Enzymes
P03951,Enzymes
P03952,Enzymes
P03956,Enzymes
P04035,Enzymes
P04040,Enzymes
P04049,Enzymes
P04053,Enzymes
P04054,Enzymes
P04062,Enzymes
P04066,Enzymes
P04070,Enzymes
P04180,Enzymes
P04181,Enzymes
P04183,Enzymes
P04406,Enzymes
P04626,Enzymes
P04629,Enzymes
P04746,Enzymes
P04798,Enzymes
P04818,Enzymes
P05023,Enzymes
P05089,Enzymes
P05091,Enzymes
P05093,Enzymes
P05108,Enzymes
P05129,Enzymes
P05164,Enzymes
P05177,Enzymes
P05186,Enzymes
P05187,Enzymes
P05771,Enzymes
P05981,Enzymes
P06213,Enzymes
P06239,Enzymes
P06241,Enzymes
P06276,Enzymes
P06280,Enzymes
P06493,Enzymes
P06732,Enzymes
P06733,Enzymes
P06737,Enzymes
P06746,Enzymes
P06858,Enzymes
P06865,Enzymes
P06870,Enzymes
P07099,Enzymes
P07202,Enzymes
P07205,Enzymes
P07237,Enzymes
P07288,Enzymes
P07327,Enzymes
P07332,Enzymes
P07333,Enzymes
P07339,Enzymes
P07384,Enzymes
P07451,Enzymes
P07477,Enzymes
P07478,Enzymes
P07686,Enzymes
P07711,Enzymes
P07738,Enzymes
P07741,Enzymes
P07814,Enzymes
P07858,Enzymes
P07947,Enzymes
P07948,Enzymes
P07949,Enzymes
P07998,Enzymes
P08069,Enzymes
P08183,Enzymes
P08236,Enzymes
P08237,Enzymes
P08246,Enzymes
P08253,Enzymes
P08254,Enzymes
P08263,Enzymes
P08294,Enzymes
P08311,Enzymes
P08319,Enzymes
P08473,Enzymes
P08575,Enzymes
P08581,Enzymes
P08631,Enzymes
P08684,Enzymes
P08686,Enzymes
P08709,Enzymes
P08842,Enzymes
P09104,Enzymes
P09172,Enzymes
P09210,Enzymes
P09211,Enzymes
P09237,Enzymes
P09238,Enzymes
P09417,Enzymes
P09467,Enzymes
P09488,Enzymes
P09601,Enzymes
P09619,Enzymes
P09668,Enzymes
P09769,Enzymes
P09848,Enzymes
P09874,Enzymes
P09884,Enzymes
P09917,Enzymes
P09923,Enzymes
P09936,Enzymes
P09958,Enzymes
P09960,Enzymes
P0C1S8,Enzymes
P0C869,Enzymes
P0DJD7,Enzymes
P0DJD9,Enzymes
P0DPD6,Enzymes
P10144,Enzymes
P10153,Enzymes
P10253,Enzymes
P10323,Enzymes
P10398,Enzymes
P10586,Enzymes
P10619,Enzymes
P10620,Enzymes
P10632,Enzymes
P10635,Enzymes
P10696,Enzymes
P10721,Enzymes
P10768,Enzymes
P10809,Enzymes
P11021,Enzymes
P11086,Enzymes
P11150,Enzymes
P11172,Enzymes
P11216,Enzymes
P11217,Enzymes
P11274,Enzymes
P11309,Enzymes
P11362,Enzymes
P11387,Enzymes
P11388,Enzymes
P11413,Enzymes
P11511,Enzymes
P11586,Enzymes
P11712,Enzymes
P11766,Enzymes
P11802,Enzymes
P11926,Enzymes
P12268,Enzymes
P12821,Enzymes
P12931,Enzymes
P12955,Enzymes
P13051,Enzymes
P13497,Enzymes
P13569,Enzymes
P13637,Enzymes
P13667,Enzymes
P13716,Enzymes
P13798,Enzymes
P13807,Enzymes
P13995,Enzymes
P14060,Enzymes
P14061,Enzymes
P14174,Enzymes
P14324,Enzymes
P14410,Enzymes
P14550,Enzymes
P14555,Enzymes
P14616,Enzymes
P14618,Enzymes
P14679,Enzymes
P14735,Enzymes
P14780,Enzymes
P14902,Enzymes
P14920,Enzymes
P15056,Enzymes
P15085,Enzymes
P15086,Enzymes
P15088,Enzymes
P15104,Enzymes
P15121,Enzymes
P15144,Enzymes
P15169,Enzymes
P15291,Enzymes
P15309,Enzymes
P15374,Enzymes
P15538,Enzymes
P15559,Enzymes
P15735,Enzymes
P15907,Enzymes
P16050,Enzymes
P16066,Enzymes
P16118,Enzymes
P16152,Enzymes
P16233,Enzymes
P16234,Enzymes
P16278,Enzymes
P16298,Enzymes
P16442,Enzymes
P16455,Enzymes
P16499,Enzymes
P16519,Enzymes
P16591,Enzymes
P16615,Enzymes
P16662,Enzymes
P17174,Enzymes
P17252,Enzymes
P17405,Enzymes
P17516,Enzymes
P17538,Enzymes
P17612,Enzymes
P17655,Enzymes
P17706,Enzymes
P17752,Enzymes
P17948,Enzymes
P18031,Enzymes
P18054,Enzymes
P18074,Enzymes
P18405,Enzymes
P18433,Enzymes
P18440,Enzymes
P18669,Enzymes
P18858,Enzymes
P19021,Enzymes
P19099,Enzymes
P19174,Enzymes
P19224,Enzymes
P19367,Enzymes
P19404,Enzymes
P19440,Enzymes
P19525,Enzymes
P19623,Enzymes
P19784,Enzymes
P19801,Enzymes
P19971,Enzymes
P20618,Enzymes
P20648,Enzymes
P20711,Enzymes
P20794,Enzymes
P20815,Enzymes
P20839,Enzymes
P21127,Enzymes
P21397,Enzymes
P21439,Enzymes
P21549,Enzymes
P21589,Enzymes
P21673,Enzymes
P21675,Enzymes
P21709,Enzymes
P21802,Enzymes
P21860,Enzymes
P21912,Enzymes
P21964,Enzymes
P21980,Enzymes
P22061,Enzymes
P22102,Enzymes
P22234,Enzymes
P22303,Enzymes
P22309,Enzymes
P22310,Enzymes
P22314,Enzymes
P22392,Enzymes
P22413,Enzymes
P22455,Enzymes
P22557,Enzymes
P22607,Enzymes
P22612,Enzymes
P22694,Enzymes
P22735,Enzymes
P22748,Enzymes
P22830,Enzymes
P22894,Enzymes
P23109,Enzymes
P23141,Enzymes
P23219,Enzymes
P23284,Enzymes
P23443,Enzymes
P23458,Enzymes
P23467,Enzymes
P23469,Enzymes
P23470,Enzymes
P23471,Enzymes
P23526,Enzymes
P23677,Enzymes
P23743,Enzymes
P23786,Enzymes
P23919,Enzymes
P23921,Enzymes
P23946,Enzymes
P24158,Enzymes
P24462,Enzymes
P24723,Enzymes
P24752,Enzymes
P24903,Enzymes
P24928,Enzymes
P24941,Enzymes
P25098,Enzymes
P25774,Enzymes
P25786,Enzymes
P25787,Enzymes
P25788,Enzymes
P25789,Enzymes
P26045,Enzymes
P26196,Enzymes
P26358,Enzymes
P26572,Enzymes
P26639,Enzymes
P26640,Enzymes
P27037,Enzymes
P27144,Enzymes
P27169,Enzymes
P27338,Enzymes
P27361,Enzymes
P27448,Enzymes
P27487,Enzymes
P27695,Enzymes
P27707,Enzymes
P27708,Enzymes
P27815,Enzymes
P28062,Enzymes
P28065,Enzymes
P28066,Enzymes
P28070,Enzymes
P28072,Enzymes
P28074,Enzymes
P28161,Enzymes
P28300,Enzymes
P28329,Enzymes
P28331,Enzymes
P28340,Enzymes
P28482,Enzymes
P28562,Enzymes
P28827,Enzymes
P28838,Enzymes
P28845,Enzymes
P28907,Enzymes
P29074,Enzymes
P29120,Enzymes
P29144,Enzymes
P29317,Enzymes
P29320,Enzymes
P29322,Enzymes
P29323,Enzymes
P29350,Enzymes
P29372,Enzymes
P29375,Enzymes
P29376,Enzymes
P29401,Enzymes
P29466,Enzymes
P29474,Enzymes
P29475,Enzymes
P29597,Enzymes
P30043,Enzymes
P30085,Enzymes
P30101,Enzymes
P30291,Enzymes
P30304,Enzymes
P30305,Enzymes
P30307,Enzymes
P30419,Enzymes
P30519,Enzymes
P30520,Enzymes
P30530,Enzymes
P30613,Enzymes
P30837,Enzymes
P30838,Enzymes
P31040,Enzymes
P31152,Enzymes
P31153,Enzymes
P31213,Enzymes
P31327,Enzymes
P31350,Enzymes
P31749,Enzymes
P31751,Enzymes
P31939,Enzymes
P32019,Enzymes
P32189,Enzymes
P32298,Enzymes
P32320,Enzymes
P32322,Enzymes
P32754,Enzymes
P32929,Enzymes
P33121,Enzymes
P33176,Enzymes
P33260,Enzymes
P33261,Enzymes
P33316,Enzymes
P33402,Enzymes
P33981,Enzymes
P33991,Enzymes
P34896,Enzymes
P34897,Enzymes
P34913,Enzymes
P34947,Enzymes
P34949,Enzymes
P35030,Enzymes
P35218,Enzymes
P35228,Enzymes
P35236,Enzymes
P35270,Enzymes
P35354,Enzymes
P35475,Enzymes
P35557,Enzymes
P35573,Enzymes
P35575,Enzymes
P35590,Enzymes
P35610,Enzymes
P35626,Enzymes
P35790,Enzymes
P35813,Enzymes
P35913,Enzymes
P35916,Enzymes
P35968,Enzymes
P36507,Enzymes
P36639,Enzymes
P36776,Enzymes
P36873,Enzymes
P36888,Enzymes
P36894,Enzymes
P36896,Enzymes
P36897,Enzymes
P36969,Enzymes
P37023,Enzymes
P37058,Enzymes
P37059,Enzymes
P37173,Enzymes
P37268,Enzymes
P38398,Enzymes
P38571,Enzymes
P38919,Enzymes
P39877,Enzymes
P39900,Enzymes
P40145,Enzymes
P40261,Enzymes
P40306,Enzymes
P40394,Enzymes
P40818,Enzymes
P40926,Enzymes
P41229,Enzymes
P41240,Enzymes
P41250,Enzymes
P41252,Enzymes
P41279,Enzymes
P41743,Enzymes
P42285,Enzymes
P42330,Enzymes
P42336,Enzymes
P42338,Enzymes
P42345,Enzymes
P42356,Enzymes
P42574,Enzymes
P42575,Enzymes
P42679,Enzymes
P42680,Enzymes
P42681,Enzymes
P42684,Enzymes
P42685,Enzymes
P42785,Enzymes
P42892,Enzymes
P43166,Enzymes
P43235,Enzymes
P43250,Enzymes
P43251,Enzymes
P43403,Enzymes
P43405,Enzymes
P43490,Enzymes
P45974,Enzymes
P45983,Enzymes
P45984,Enzymes
P45985,Enzymes
P46063,Enzymes
P46734,Enzymes
P47712,Enzymes
P47895,Enzymes
P47897,Enzymes
P47989,Enzymes
P48052,Enzymes
P48426,Enzymes
P48449,Enzymes
P48506,Enzymes
P48729,Enzymes
P48730,Enzymes
P48735,Enzymes
P48736,Enzymes
P48775,Enzymes
P49137,Enzymes
P49327,Enzymes
P49354,Enzymes
P49356,Enzymes
P49366,Enzymes
P49448,Enzymes
P49585,Enzymes
P49588,Enzymes
P49589,Enzymes
P49591,Enzymes
P49619,Enzymes
P49662,Enzymes
P49674,Enzymes
P49720,Enzymes
P49721,Enzymes
P49748,Enzymes
P49759,Enzymes
P49760,Enzymes
P49761,Enzymes
P49789,Enzymes
P49821,Enzymes
P49840,Enzymes
P49841,Enzymes
P49862,Enzymes
P49902,Enzymes
P49915,Enzymes
P49961,Enzymes
P50053,Enzymes
P50135,Enzymes
P50225,Enzymes
P50281,Enzymes
P50336,Enzymes
P50416,Enzymes
P50570,Enzymes
P50579,Enzymes
P50583,Enzymes
P50613,Enzymes
P50750,Enzymes
P50993,Enzymes
P51164,Enzymes
P51451,Enzymes
P51452,Enzymes
P51570,Enzymes
P51580,Enzymes
P51589,Enzymes
P51617,Enzymes
P51649,Enzymes
P51812,Enzymes
P51813,Enzymes
P51817,Enzymes
P51828,Enzymes
P51878,Enzymes
P51955,Enzymes
P51957,Enzymes
P51965,Enzymes
P51993,Enzymes
P52209,Enzymes
P52333,Enzymes
P52564,Enzymes
P52788,Enzymes
P52789,Enzymes
P52895,Enzymes
P53041,Enzymes
P53350,Enzymes
P53355,Enzymes
P53396,Enzymes
P53582,Enzymes
P53602,Enzymes
P53609,Enzymes
P53634,Enzymes
P53667,Enzymes
P53671,Enzymes
P53778,Enzymes
P53816,Enzymes
P54098,Enzymes
P54132,Enzymes
P54136,Enzymes
P54577,Enzymes
P54578,Enzymes
P54646,Enzymes
P54687,Enzymes
P54707,Enzymes
P54750,Enzymes
P54753,Enzymes
P54756,Enzymes
P54760,Enzymes
P54762,Enzymes
P54764,Enzymes
P54803,Enzymes
P54819,Enzymes
P54829,Enzymes
P55210,Enzymes
P55211,Enzymes
P55212,Enzymes
P55263,Enzymes
P56192,Enzymes
P56524,Enzymes
P56545,Enzymes
P56817,Enzymes
P57059,Enzymes
P60174,Enzymes
P60891,Enzymes
P60900,Enzymes
P61081,Enzymes
P61088,Enzymes
P62136,Enzymes
P62937,Enzymes
P62942,Enzymes
P63146,Enzymes
P67775,Enzymes
P68106,Enzymes
P68400,Enzymes
P68402,Enzymes
P78329,Enzymes
P78356,Enzymes
P78362,Enzymes
P78368,Enzymes
P78417,Enzymes
P78527,Enzymes
P78536,Enzymes
P78540,Enzymes
P78549,Enzymes
P80404,Enzymes
P98170,Enzymes
P98187,Enzymes
Q00526,Enzymes
Q00532,Enzymes
Q00534,Enzymes
Q00535,Enzymes
Q00536,Enzymes
Q00537,Enzymes
Q00796,Enzymes
Q00987,Enzymes
Q01064,Enzymes
Q01432,Enzymes
Q01433,Enzymes
Q01813,Enzymes
Q01970,Enzymes
Q02108,Enzymes
Q02127,Enzymes
Q02153,Enzymes
Q02156,Enzymes
Q02318,Enzymes
Q02750,Enzymes
Q02763,Enzymes
Q02779,Enzymes
Q02790,Enzymes
Q02880,Enzymes
Q02928,Enzymes
Q03164,Enzymes
Q03393,Enzymes
Q04609,Enzymes
Q04759,Enzymes
Q04760,Enzymes
Q04771,Enzymes
Q04828,Enzymes
Q04912,Enzymes
Q05193,Enzymes
Q05209,Enzymes
Q05397,Enzymes
Q05469,Enzymes
Q05513,Enzymes
Q05655,Enzymes
Q05932,Enzymes
Q06124,Enzymes
Q06187,Enzymes
Q06210,Enzymes
Q06278,Enzymes
Q06418,Enzymes
Q06520,Enzymes
Q07075,Enzymes
Q07343,Enzymes
Q07912,Enzymes
Q07973,Enzymes
Q08188,Enzymes
Q08209,Enzymes
Q08345,Enzymes
Q08462,Enzymes
Q08477,Enzymes
Q08493,Enzymes
Q08499,Enzymes
Q08752,Enzymes
Q08828,Enzymes
Q08881,Enzymes
Q09013,Enzymes
Q09327,Enzymes
Q09472,Enzymes
Q10469,Enzymes
Q10471,Enzymes
Q11128,Enzymes
Q11201,Enzymes
Q12794,Enzymes
Q12797,Enzymes
Q12840,Enzymes
Q12851,Enzymes
Q12852,Enzymes
Q12866,Enzymes
Q12882,Enzymes
Q12913,Enzymes
Q13085,Enzymes
Q13093,Enzymes
Q13107,Enzymes
Q13115,Enzymes
Q13126,Enzymes
Q13131,Enzymes
Q13153,Enzymes
Q13164,Enzymes
Q13177,Enzymes
Q13191,Enzymes
Q13231,Enzymes
Q13233,Enzymes
Q13237,Enzymes
Q13315,Enzymes
Q13332,Enzymes
Q13363,Enzymes
Q13370,Enzymes
Q13393,Enzymes
Q13418,Enzymes
Q13451,Enzymes
Q13464,Enzymes
Q13510,Enzymes
Q13523,Enzymes
Q13526,Enzymes
Q13535,Enzymes
Q13546,Enzymes
Q13547,Enzymes
Q13554,Enzymes
Q13555,Enzymes
Q13557,Enzymes
Q13574,Enzymes
Q13627,Enzymes
Q13705,Enzymes
Q13733,Enzymes
Q13822,Enzymes
Q13873,Enzymes
Q13882,Enzymes
Q13946,Enzymes
Q13976,Enzymes
Q14004,Enzymes
Q14012,Enzymes
Q14123,Enzymes
Q14164,Enzymes
Q14289,Enzymes
Q14376,Enzymes
Q14432,Enzymes
Q14534,Enzymes
Q14642,Enzymes
Q14674,Enzymes
Q14680,Enzymes
Q14697,Enzymes
Q14703,Enzymes
Q14749,Enzymes
Q14790,Enzymes
Q15031,Enzymes
Q15046,Enzymes
Q15047,Enzymes
Q15067,Enzymes
Q15084,Enzymes
Q15118,Enzymes
Q15119,Enzymes
Q15120,Enzymes
Q15125,Enzymes
Q15131,Enzymes
Q15139,Enzymes
Q15208,Enzymes
Q15303,Enzymes
Q15349,Enzymes
Q15375,Enzymes
Q15392,Enzymes
Q15418,Enzymes
Q15569,Enzymes
Q15661,Enzymes
Q15746,Enzymes
Q15759,Enzymes
Q15788,Enzymes
Q15831,Enzymes
Q15835,Enzymes
Q15910,Enzymes
Q16288,Enzymes
Q16512,Enzymes
Q16513,Enzymes
Q16518,Enzymes
Q16539,Enzymes
Q16566,Enzymes
Q16584,Enzymes
Q16613,Enzymes
Q16620,Enzymes
Q16644,Enzymes
Q16647,Enzymes
Q16654,Enzymes
Q16659,Enzymes
Q16678,Enzymes
Q16690,Enzymes
Q16696,Enzymes
Q16706,Enzymes
Q16719,Enzymes
Q16739,Enzymes
Q16740,Enzymes
Q16762,Enzymes
Q16773,Enzymes
Q16775,Enzymes
Q16790,Enzymes
Q16828,Enzymes
Q16831,Enzymes
Q16832,Enzymes
Q16850,Enzymes
Q16853,Enzymes
Q16854,Enzymes
Q16873,Enzymes
Q16875,Enzymes
Q16877,Enzymes
Q16880,Enzymes
Q16881,Enzymes
Q2M2I8,Enzymes
Q2TB90,Enzymes
Q32MK0,Enzymes
Q3SYC2,Enzymes
Q3T906,Enzymes
Q4FZB7,Enzymes
Q53H47,Enzymes
Q59H18,Enzymes
Q5MY95,Enzymes
Q5S007,Enzymes
Q5TCH4,Enzymes
Q5VT25,Enzymes
Q6B0I6,Enzymes
Q6E213,Enzymes
Q6GPI1,Enzymes
Q6GQQ9,Enzymes
Q6IA69,Enzymes
Q6IQ55,Enzymes
Q6L8Q7,Enzymes
Q6N021,Enzymes
Q6P5Z2,Enzymes
Q6P6C2,Enzymes
Q6P988,Enzymes
Q6PHR2,Enzymes
Q6R6M4,Enzymes
Q6SZW1,Enzymes
Q6UWP7,Enzymes
Q6V1X1,Enzymes
Q6VVX0,Enzymes
Q6XQN6,Enzymes
Q6ZMT4,Enzymes
Q6ZQW0,Enzymes
Q6ZVD8,Enzymes
Q70CQ3,Enzymes
Q76I76,Enzymes
Q76MJ5,Enzymes
Q7KZI7,Enzymes
Q7L2E3,Enzymes
Q7L7X3,Enzymes
Q7LBC6,Enzymes
Q7LG56,Enzymes
Q7Z449,Enzymes
Q7Z478,Enzymes
Q7Z5Q5,Enzymes
Q86SK9,Enzymes
Q86TI2,Enzymes
Q86U44,Enzymes
Q86UE8,Enzymes
Q86VQ6,Enzymes
Q86VZ5,Enzymes
Q86W56,Enzymes
Q86X55,Enzymes
Q86XE5,Enzymes
Q86XP3,Enzymes
Q86Y07,Enzymes
Q86Y97,Enzymes
Q86Z02,Enzymes
Q8IU85,Enzymes
Q8IV08,Enzymes
Q8IVH8,Enzymes
Q8IW41,Enzymes
Q8IWQ3,Enzymes
Q8IXJ6,Enzymes
Q8IYB8,Enzymes
Q8IYT8,Enzymes
Q8IZX4,Enzymes
Q8N0U8,Enzymes
Q8N2K0,Enzymes
Q8N4C8,Enzymes
Q8N5S9,Enzymes
Q8N5Z0,Enzymes
Q8N6T7,Enzymes
Q8N884,Enzymes
Q8NB16,Enzymes
Q8NBS9,Enzymes
Q8NCC3,Enzymes
Q8NCG7,Enzymes
Q8NEB9,Enzymes
Q8NEV1,Enzymes
Q8NEV4,Enzymes
Q8NEZ4,Enzymes
Q8NFM4,Enzymes
Q8NFU5,Enzymes
Q8NFU7,Enzymes
Q8NG68,Enzymes
Q8NHM5,Enzymes
Q8NHU3,Enzymes
Q8TBC4,Enzymes
Q8TBE9,Enzymes
Q8TBX8,Enzymes
Q8TCD5,Enzymes
Q8TCG2,Enzymes
Q8TCT1,Enzymes
Q8TD08,Enzymes
Q8TD19,Enzymes
Q8TDX5,Enzymes
Q8TDX6,Enzymes
Q8TDX7,Enzymes
Q8TE04,Enzymes
Q8TEK3,Enzymes
Q8TF76,Enzymes
Q8WTQ7,Enzymes
Q8WTS1,Enzymes
Q8WTS6,Enzymes
Q8WUI4,Enzymes
Q8WVY7,Enzymes
Q8WWR8,Enzymes
Q8WXR4,Enzymes
Q8WYB5,Enzymes
Q92499,Enzymes
Q92523,Enzymes
Q92551,Enzymes
Q92560,Enzymes
Q92630,Enzymes
Q92769,Enzymes
Q92793,Enzymes
Q92794,Enzymes
Q92800,Enzymes
Q92820,Enzymes
Q92830,Enzymes
Q92831,Enzymes
Q92841,Enzymes
Q92851,Enzymes
Q92918,Enzymes
Q92947,Enzymes
Q92979,Enzymes
Q92993,Enzymes
Q93009,Enzymes
Q93084,Enzymes
Q93088,Enzymes
Q93096,Enzymes
Q969M7,Enzymes
Q969S8,Enzymes
Q969T7,Enzymes
Q96BR1,Enzymes
Q96BZ4,Enzymes
Q96DB2,Enzymes
Q96EB6,Enzymes
Q96FI4,Enzymes
Q96FJ0,Enzymes
Q96FW1,Enzymes
Q96GD4,Enzymes
Q96GW9,Enzymes
Q96HI0,Enzymes
Q96IV0,Enzymes
Q96IY4,Enzymes
Q96K76,Enzymes
Q96KB5,Enzymes
Q96KQ7,Enzymes
Q96KS0,Enzymes
Q96L34,Enzymes
Q96L73,Enzymes
Q96LA8,Enzymes
Q96LD8,Enzymes
Q96PC2,Enzymes
Q96PD7,Enzymes
Q96PF2,Enzymes
Q96PN6,Enzymes
Q96PY6,Enzymes
Q96Q15,Enzymes
Q96Q83,Enzymes
Q96RG2,Enzymes
Q96RR4,Enzymes
Q96S44,Enzymes
Q96SB4,Enzymes
Q96SQ9,Enzymes
Q96T60,Enzymes
Q96T88,Enzymes
Q99436,Enzymes
Q99497,Enzymes
Q99504,Enzymes
Q99519,Enzymes
Q99538,Enzymes
Q99558,Enzymes
Q99640,Enzymes
Q99683,Enzymes
Q99685,Enzymes
Q99707,Enzymes
Q99714,Enzymes
Q99755,Enzymes
Q99759,Enzymes
Q99873,Enzymes
Q99952,Enzymes
Q99986,Enzymes
Q9BQB6,Enzymes
Q9BQF6,Enzymes
Q9BQI3,Enzymes
Q9BRS2,Enzymes
Q9BTU6,Enzymes
Q9BTY2,Enzymes
Q9BUB5,Enzymes
Q9BV23,Enzymes
Q9BV86,Enzymes
Q9BVS4,Enzymes
Q9BW19,Enzymes
Q9BW60,Enzymes
Q9BW91,Enzymes
Q9BX63,Enzymes
Q9BX84,Enzymes
Q9BXA7,Enzymes
Q9BY32,Enzymes
Q9BY41,Enzymes
Q9BY66,Enzymes
Q9BYF1,Enzymes
Q9BYP7,Enzymes
Q9BYW2,Enzymes
Q9BZ23,Enzymes
Q9BZ95,Enzymes
Q9BZJ3,Enzymes
Q9BZL6,Enzymes
Q9BZM1,Enzymes
Q9BZM2,Enzymes
Q9BZP6,Enzymes
Q9BZX2,Enzymes
Q9C0B1,Enzymes
Q9GZR1,Enzymes
Q9GZR5,Enzymes
Q9GZT4,Enzymes
Q9GZT9,Enzymes
Q9GZU7,Enzymes
Q9GZZ1,Enzymes
Q9H0K1,Enzymes
Q9H1R3,Enzymes
Q9H237,Enzymes
Q9H2G2,Enzymes
Q9H2K2,Enzymes
Q9H2K8,Enzymes
Q9H2X6,Enzymes
Q9H3H5,Enzymes
Q9H3R0,Enzymes
Q9H3Y6,Enzymes
Q9H422,Enzymes
Q9H4A3,Enzymes
Q9H4B4,Enzymes
Q9H5I1,Enzymes
Q9H5J4,Enzymes
Q9H6Z9,Enzymes
Q9H773,Enzymes
Q9H7Z6,Enzymes
Q9H7Z7,Enzymes
Q9H903,Enzymes
Q9H999,Enzymes
Q9H9B1,Enzymes
Q9HAW7,Enzymes
Q9HAW8,Enzymes
Q9HAW9,Enzymes
Q9HAZ1,Enzymes
Q9HB03,Enzymes
Q9HBH9,Enzymes
Q9HBY8,Enzymes
Q9HC62,Enzymes
Q9HC98,Enzymes
Q9HCE7,Enzymes
Q9HCG7,Enzymes
Q9HCL2,Enzymes
Q9HCP0,Enzymes
Q9HCR9,Enzymes
Q9NNW7,Enzymes
Q9NP56,Enzymes
Q9NP77,Enzymes
Q9NP87,Enzymes
Q9NPD8,Enzymes
Q9NQ66,Enzymes
Q9NQR1,Enzymes
Q9NQU5,Enzymes
Q9NR19,Enzymes
Q9NR22,Enzymes
Q9NR48,Enzymes
Q9NR71,Enzymes
Q9NRA0,Enzymes
Q9NRC8,Enzymes
Q9NRG4,Enzymes
Q9NRM7,Enzymes
Q9NRW4,Enzymes
Q9NRX4,Enzymes
