"O00141","O00311","O00329","O00418","O00444","O14757","O14920","O14965","O15075","O15111","O15264","O15530","O43293","O43741","O43781","O60285","O60674","O75116","O75582","O75676","O94806","O95819","O96013","O96017","P00519","P00533","P04049","P04626","P04629","P05129","P05771","P06213","P06239","P06241","P06493","P07332","P07333","P07947","P07948","P07949","P08069","P08581","P08631","P08922","P09619","P09769","P10721","P11309","P11362","P11802","P12931","P15056","P15735","P16234","P16591","P17252","P17612","P17948","P19784","P21802","P22455","P22607","P22612","P22694","P23443","P23458","P24723","P24941","P27361","P27448","P28482","P29317","P29323","P29376","P29597","P30291","P30530","P31749","P31751","P34947","P35916","P35968","P36507","P36888","P41240","P41279","P41743","P42336","P42338","P42345","P42679","P42684","P42685","P43403","P43405","P45983","P45984","P48729","P48730","P48736","P49137","P49336","P49674","P49759","P49760","P49840","P49841","P50613","P50750","P51451","P51617","P51812","P51813","P51817","P51955","P51957","P52333","P52564","P53350","P53667","P53778","P53779","P54619","P54646","P54760","P67870","P68400","P78368","P78527","P80192","Q00534","Q00535","Q02156","Q02750","Q02763","Q02779","Q04759","Q04771","Q04912","Q05397","Q05513","Q05655","Q06187","Q06418","Q07912","Q08881","Q12851","Q12866","Q13131","Q13153","Q13177","Q13188","Q13237","Q13464","Q13554","Q13555","Q13557","Q13627","Q13882","Q13976","Q14012","Q14164","Q14289","Q14680","Q15078","Q15118","Q15139","Q15303","Q15418","Q15759","Q16288","Q16512","Q16513","Q16539","Q16566","Q16584","Q16620","Q16644","Q5S007","Q5VT25","Q7KZI7","Q7L7X3","Q86V86","Q8IU85","Q8IW41","Q8N4C8","Q8NE63","Q8TDC3","Q96GD4","Q96KB5","Q96L34","Q96PF2","Q96RG2","Q96RR4","Q96SB4","Q99683","Q9BUB5","Q9BWU1","Q9BXA7","Q9BZL6","Q9H0K1","Q9H2G2","Q9H2X6","Q9H3Y6","Q9H4B4","Q9HAZ1","Q9HBH9","Q9HBY8","Q9HC98","Q9HCP0","Q9NR20","Q9NWZ3","Q9NYL2","Q9P1W9","Q9P289","Q9UBE8","Q9UBF8","Q9UBS0","Q9UEE5","Q9UGI9","Q9UGJ0","Q9UHD2","Q9UM73","Q9UQM7","Q9Y243","Q9Y463","Q9Y478","Q9Y4K4","Q9Y6M4"
0.325898,0.031201,0.015033,0.010826,0.116161,0.116504,0.073727,0.194865,0.136334,0.075058,0.094309,0.223359,0.128468,0.017155,0.066971,0.132302,0.041634,0.142085,0.199293,0.211348,0.109668,0.046937,0.099125,0.152251,0.050907,0.037705,0.042184,0.038302,0.033587,0.20512,0.233076,0.021311,0.041797,0.052937,0.121295,0.052062,0.026545,0.048038,0.059399,0.027528,0.019275,0.025789,0.051059,0.017944,0.031845,0.050732,0.033635,0.079985,0.037671,0.080286,0.053718,0.042642,0.147828,0.031853,0.055573,0.230349,1,0.031968,0.070563,0.040149,0.038671,0.03928,0.853975,0.930484,0.254051,0.040936,0.23912,0.124832,0.082326,0.1617,0.083011,0.040411,0.034576,0.023897,0.039908,0.035192,0.033918,0.307093,0.309821,0.173348,0.031486,0.03119,0.11183,0.02849,0.076744,0.06768,0.222587,0.011083,0.015203,0.007496,0.06478,0.053769,0.047605,0.044863,0.052318,0.075193,0.084891,0.056383,0.04389,0.010375,0.133149,0.049675,0.046309,0.060623,0.05477,0.075715,0.082892,0.103171,0.054742,0.058943,0.023098,0.218541,0.062508,0.505657,0.118091,0.098371,0.050139,0.077005,0.13801,0.056381,0.089256,0.073941,0.014744,0.167283,0.035106,0.021008,0.062658,0.046447,0.009074,0.044521,0.084707,0.089617,0.221356,0.119423,0.033583,0.049992,0.207695,0.025861,0.032847,0.037582,0.212663,0.219252,0.060931,0.038781,0.033828,0.049212,0.072633,0.034412,0.169741,0.123639,0.12512,0.121865,0.262229,0.150391,0.124152,0.140522,0.14763,0.060146,0.053383,0.273091,0.19866,0.045261,0.042826,0.143351,0.015718,0.016075,0.111366,0.031116,0.217439,0.094048,0.023928,0.196675,0.202736,0.107157,0.136,0.052465,0.035674,0.131005,0.018733,0.116513,0.155458,0.063992,0.102709,0.214475,0.10068,0.048786,0.055701,0.14147,0.208267,0.022602,0.155137,0.137062,0.061633,0.104161,0.029295,0.062323,0.056183,0.04809,0.141375,0.117868,0.120642,0.073492,0.046715,0.046008,0.127724,0.048019,0.090166,0.324033,0.12623,0.050507,0.069758,0.049977,0.060384,0.102718,0.13099,0.065327,0.018285,0.272969,0.119419,0.013845,0.014206,0.05357,0.019227,0.148257,0.304774,0.065476,0.01709,0.06633,0.047587
0.024839,0.01077,0.00757,0.007679,0.021311,0.0233,0.017719,0.033057,0.017819,0.020065,0.026853,0.029985,0.029419,0.010713,0.017755,0.019964,0.038355,0.011329,0.020165,0.021171,0.016015,0.017731,0.026887,0.0189,0.054697,0.052251,0.031723,0.049389,0.064497,0.025208,0.027783,0.050082,0.075003,0.069845,0.042296,0.062901,0.135849,0.068995,0.076483,0.089297,0.049145,0.05696,0.078774,0.039273,0.114168,0.065451,0.13921,0.01851,0.106823,0.041289,0.070075,0.029114,0.021204,0.126118,0.071172,0.027337,0.031968,1,0.023546,0.108852,0.10533,0.109635,0.033376,0.031438,0.025449,0.03768,0.021678,0.041486,0.038586,0.019781,0.039954,0.051539,0.05014,0.063555,0.031909,0.012957,0.066836,0.029597,0.032483,0.02474,0.312721,0.361968,0.032038,0.1317,0.090946,0.027796,0.024921,0.006175,0.006542,0.004063,0.083517,0.056368,0.080143,0.063395,0.061616,0.026285,0.028682,0.019615,0.01975,0.005963,0.021009,0.018622,0.019718,0.016984,0.013622,0.028491,0.030376,0.037898,0.031671,0.074277,0.014994,0.030214,0.066688,0.030834,0.035886,0.029116,0.043338,0.032714,0.030265,0.034432,0.025683,0.025673,0.009915,0.02423,0.05234,0.011152,0.024102,0.015246,0.003356,0.031835,0.044724,0.048817,0.019798,0.030973,0.060448,0.030919,0.028393,0.018573,0.052753,0.057821,0.023997,0.028437,0.065298,0.06473,0.053149,0.069495,0.015775,0.063015,0.025571,0.033252,0.032862,0.033346,0.021592,0.012461,0.016314,0.018287,0.01811,0.009186,0.08892,0.023407,0.027028,0.015583,0.059991,0.023623,0.013173,0.012275,0.016561,0.048147,0.031233,0.028031,0.049578,0.029708,0.027155,0.030309,0.016757,0.037455,0.061513,0.021665,0.011518,0.007821,0.019518,0.019446,0.01905,0.020396,0.016376,0.018104,0.0184,0.019961,0.030361,0.032836,0.01866,0.024601,0.013768,0.030118,0.011808,0.015458,0.011897,0.018028,0.019878,0.016691,0.022686,0.018142,0.010274,0.082929,0.027505,0.015376,0.02077,0.02512,0.045121,0.0174,0.017595,0.034758,0.036567,0.021768,0.041813,0.032243,0.007744,0.027934,0.031096,0.009019,0.008412,0.011641,0.044946,0.017814,0.027659,0.010742,0.012869,0.017502,0.015418
0.068549,0.063461,0.011547,0.014136,0.044871,0.071409,0.043934,0.085744,0.049914,0.03999,0.163004,0.07049,0.076329,0.018316,0.081659,0.064736,0.026266,0.030732,0.066677,0.051279,0.040813,0.030605,0.051682,0.058857,0.028082,0.021798,0.038864,0.016558,0.016023,0.047719,0.043837,0.01828,0.031903,0.035888,0.157428,0.032336,0.022259,0.028895,0.037829,0.024116,0.014879,0.021641,0.027633,0.009772,0.02319,0.0292,0.027716,0.079207,0.035785,0.111892,0.029594,0.034068,0.074157,0.026195,0.02501,0.044911,0.070563,0.023546,1,0.031937,0.033897,0.035229,0.07114,0.067386,0.07705,0.028082,0.049261,0.166644,0.138634,0.068845,0.144231,0.012886,0.013347,0.015989,0.033092,0.026301,0.024429,0.05735,0.062942,0.063228,0.024009,0.023655,0.04885,0.033175,0.02945,0.044494,0.060977,0.011658,0.011749,0.008681,0.027794,0.024141,0.038935,0.022152,0.021093,0.102355,0.10476,0.085932,0.056162,0.011859,0.072373,0.077259,0.059545,0.04914,0.050552,0.122377,0.132065,0.145784,0.118018,0.027351,0.021131,0.059292,0.02244,0.061334,0.063216,0.042667,0.029497,0.061722,0.049146,0.028872,0.157241,0.096679,0.020343,0.065042,0.013801,0.017558,0.787337,0.046777,0.006187,0.020967,0.124366,0.16862,0.042051,0.051808,0.020916,0.019211,0.059508,0.01955,0.020122,0.031209,0.062136,0.05125,0.032513,0.024068,0.016082,0.02251,0.042866,0.020511,0.058518,0.061821,0.068576,0.049492,0.050281,0.031361,0.056981,0.060623,0.070183,0.054124,0.043781,0.056695,0.068607,0.030961,0.032167,0.058403,0.017984,0.01699,0.042786,0.021129,0.060521,0.154425,0.01555,0.031611,0.029882,0.164978,0.06588,0.023045,0.019866,0.06809,0.016232,0.027621,0.064366,0.04219,0.079419,0.067082,0.031732,0.032318,0.068471,0.062535,0.080619,0.031532,0.070472,0.046599,0.036406,0.068781,0.032743,0.033526,0.03952,0.06942,0.046433,0.04494,0.054948,0.038961,0.047137,0.036768,0.056479,0.051914,0.058497,0.066026,0.097585,0.051308,0.082798,0.027035,0.029553,0.088861,0.068517,0.103546,0.011433,0.070641,0.06879,0.017016,0.018875,0.024436,0.011198,0.065355,0.061383,0.060844,0.019463,0.046373,0.048843
0.035919,0.012253,0.007142,0.011188,0.028063,0.03223,0.025587,0.0432,0.023556,0.026631,0.043047,0.034916,0.031902,0.013572,0.019784,0.03097,0.062059,0.015609,0.024376,0.024906,0.017422,0.025485,0.035153,0.022804,0.094371,0.074261,0.046154,0.073581,0.112675,0.033165,0.036205,0.091923,0.11849,0.102341,0.055513,0.097812,0.109256,0.106868,0.115521,0.159055,0.098524,0.074286,0.114427,0.069604,0.094566,0.103152,0.116736,0.020194,0.705815,0.054963,0.110689,0.039998,0.025553,0.098731,0.106989,0.03363,0.040149,0.108852,0.031937,1,0.526314,0.628652,0.044752,0.041944,0.033681,0.06204,0.025217,0.048723,0.045491,0.032361,0.045418,0.085307,0.080368,0.096534,0.052194,0.016415,0.102837,0.036897,0.039351,0.029452,0.099182,0.114556,0.037263,0.112209,0.128576,0.030929,0.02649,0.009026,0.007278,0.005412,0.124569,0.094512,0.122896,0.090324,0.093415,0.037464,0.037302,0.021609,0.021772,0.008748,0.034175,0.030248,0.021737,0.01857,0.016965,0.034292,0.03331,0.046236,0.048013,0.110227,0.017516,0.042912,0.10169,0.033188,0.047373,0.039885,0.056874,0.037811,0.042394,0.0375,0.042577,0.036515,0.011823,0.033514,0.078901,0.014571,0.030203,0.020604,0.004149,0.04212,0.061813,0.051475,0.025082,0.036557,0.11761,0.037894,0.041111,0.026726,0.078061,0.089375,0.02529,0.038547,0.094253,0.09309,0.068548,0.093564,0.025729,0.093875,0.035468,0.037574,0.037558,0.04764,0.033355,0.016694,0.024242,0.027634,0.026768,0.0133,0.124351,0.033234,0.032188,0.014745,0.08121,0.038185,0.014792,0.011108,0.018577,0.072481,0.044944,0.045957,0.098509,0.035897,0.034828,0.048872,0.027383,0.042954,0.114393,0.029121,0.01393,0.011667,0.03186,0.027164,0.022672,0.03094,0.018306,0.024562,0.022517,0.025998,0.041314,0.033134,0.031602,0.040624,0.016172,0.036794,0.012897,0.025514,0.015381,0.029283,0.034844,0.020256,0.027653,0.026623,0.01206,0.13326,0.04629,0.016233,0.01897,0.02899,0.057534,0.022684,0.01737,0.043416,0.052845,0.023534,0.060821,0.044563,0.00841,0.03509,0.040381,0.010223,0.010658,0.014256,0.076466,0.025879,0.039535,0.014656,0.013123,0.025794,0.019843
0.037165,0.015289,0.007676,0.010138,0.026586,0.033075,0.025033,0.044928,0.020457,0.025353,0.044825,0.036067,0.031792,0.015422,0.02039,0.032275,0.060119,0.014228,0.021208,0.025079,0.017489,0.024183,0.037403,0.024924,0.092334,0.077599,0.046397,0.07537,0.123787,0.033719,0.038343,0.096496,0.121941,0.112098,0.050561,0.104406,0.110009,0.113526,0.127214,0.157904,0.09945,0.07139,0.128584,0.068141,0.093711,0.117043,0.112687,0.020531,0.521935,0.052027,0.120349,0.045537,0.022982,0.096487,0.106876,0.037254,0.038671,0.10533,0.033897,0.526314,1,0.555886,0.042991,0.039061,0.034536,0.066024,0.027415,0.051487,0.046251,0.030427,0.046881,0.082877,0.075727,0.099729,0.058083,0.017484,0.096991,0.035988,0.040008,0.028845,0.100839,0.11007,0.040591,0.099664,0.136407,0.030511,0.027748,0.00673,0.007194,0.005368,0.128139,0.091394,0.134171,0.099061,0.094446,0.037113,0.037925,0.019041,0.021475,0.007479,0.030069,0.028293,0.02144,0.019779,0.017546,0.033335,0.033538,0.042669,0.046722,0.12399,0.023327,0.044372,0.100559,0.035148,0.049457,0.042192,0.061825,0.039921,0.049142,0.043314,0.043288,0.036189,0.011645,0.033215,0.079579,0.018405,0.031383,0.01702,0.004218,0.043228,0.054242,0.054678,0.024275,0.040577,0.117985,0.044804,0.044036,0.025991,0.072588,0.095224,0.028175,0.042265,0.092963,0.095095,0.074011,0.091385,0.025225,0.095443,0.038616,0.037044,0.038185,0.043562,0.0344,0.014759,0.022312,0.024974,0.024523,0.013039,0.130496,0.034829,0.032377,0.014991,0.08426,0.036462,0.014654,0.013553,0.018887,0.074603,0.044204,0.045309,0.102682,0.040478,0.038432,0.050398,0.030656,0.046415,0.114681,0.028927,0.017669,0.009099,0.031184,0.025477,0.02714,0.029037,0.016441,0.02387,0.020469,0.030276,0.044176,0.044168,0.027715,0.037741,0.017365,0.033529,0.014686,0.0232,0.014386,0.027688,0.034724,0.019463,0.027229,0.026483,0.014402,0.145443,0.043361,0.018605,0.019287,0.031716,0.05662,0.019814,0.018837,0.050132,0.054675,0.032526,0.05685,0.045017,0.008075,0.04086,0.037717,0.009477,0.013402,0.014994,0.081713,0.022946,0.038977,0.014369,0.012129,0.027145,0.018598
0.037387,0.013835,0.007448,0.008878,0.027591,0.030542,0.026433,0.046812,0.022641,0.027493,0.042591,0.035685,0.032667,0.014976,0.020885,0.029047,0.06055,0.015462,0.022814,0.026225,0.017665,0.023926,0.036472,0.023989,0.091683,0.077198,0.044957,0.076468,0.116606,0.034873,0.037474,0.097659,0.118379,0.104054,0.052378,0.100589,0.114628,0.104355,0.113591,0.160073,0.099538,0.07837,0.11544,0.068783,0.096693,0.108635,0.117295,0.020806,0.595874,0.054961,0.109059,0.043956,0.023916,0.099902,0.109665,0.037407,0.03928,0.109635,0.035229,0.628652,0.555886,1,0.044661,0.038597,0.032983,0.061141,0.027341,0.047847,0.047158,0.032318,0.046051,0.083933,0.076961,0.106901,0.053499,0.017172,0.106267,0.038324,0.040813,0.03041,0.099118,0.112689,0.037782,0.108909,0.132572,0.030118,0.02713,0.007322,0.006764,0.005621,0.130466,0.092902,0.125796,0.088646,0.09287,0.039285,0.039126,0.022641,0.023064,0.00766,0.031986,0.028522,0.023027,0.020622,0.017498,0.035684,0.034758,0.044717,0.047986,0.110872,0.01726,0.041779,0.100542,0.035753,0.046421,0.043714,0.058664,0.0376,0.044354,0.039575,0.043171,0.038269,0.013861,0.033696,0.076597,0.013878,0.03399,0.02285,0.004101,0.0417,0.058571,0.048687,0.026165,0.037066,0.121428,0.043603,0.04342,0.026215,0.081284,0.087931,0.027552,0.040873,0.096346,0.095061,0.072169,0.093535,0.026554,0.095183,0.036246,0.038675,0.037491,0.047089,0.03455,0.016191,0.02458,0.02802,0.027141,0.013004,0.127021,0.033179,0.035414,0.015457,0.081287,0.040026,0.01423,0.010298,0.018836,0.075492,0.043589,0.045892,0.100341,0.037942,0.036605,0.050261,0.029948,0.045377,0.118991,0.030206,0.015872,0.010047,0.032787,0.02434,0.02373,0.03275,0.015777,0.023623,0.020413,0.027319,0.043334,0.036955,0.033021,0.04119,0.01695,0.03786,0.012815,0.025869,0.014659,0.02791,0.036379,0.019636,0.028259,0.028548,0.013004,0.137826,0.04588,0.018255,0.017684,0.031311,0.052727,0.025592,0.018492,0.044964,0.055234,0.029828,0.069295,0.044894,0.009711,0.036188,0.041942,0.01311,0.012513,0.015701,0.080666,0.02624,0.040997,0.01433,0.014112,0.025236,0.022006
0.327539,0.032501,0.011907,0.014193,0.115897,0.11888,0.077474,0.201554,0.143567,0.074356,0.093827,0.218762,0.127083,0.016551,0.066591,0.133562,0.039859,0.14354,0.186083,0.193442,0.102277,0.046383,0.102945,0.147519,0.05245,0.038589,0.039022,0.036068,0.038967,0.192781,0.218531,0.022672,0.045823,0.056873,0.120769,0.054588,0.030446,0.052395,0.062559,0.033293,0.020916,0.028519,0.051527,0.017536,0.032475,0.054698,0.033976,0.093532,0.04368,0.080912,0.05768,0.04193,0.140865,0.03218,0.060266,0.221994,0.853975,0.033376,0.07114,0.044752,0.042991,0.044661,1,0.809743,0.255072,0.041255,0.223146,0.119008,0.092797,0.153194,0.094237,0.042373,0.037399,0.026301,0.039347,0.038412,0.034608,0.294821,0.295688,0.166388,0.033146,0.033416,0.115467,0.030427,0.074878,0.07477,0.212846,0.010473,0.011176,0.0075,0.064815,0.054685,0.053023,0.050549,0.05874,0.076217,0.079505,0.055308,0.048904,0.010991,0.142809,0.054346,0.050818,0.058392,0.058842,0.083147,0.08542,0.102681,0.058985,0.063476,0.034855,0.205555,0.059434,0.4693,0.113761,0.104089,0.052584,0.087096,0.140572,0.058762,0.092494,0.072567,0.016454,0.165643,0.036736,0.020341,0.064221,0.042022,0.007486,0.049427,0.085883,0.086126,0.207773,0.120002,0.036002,0.054923,0.198789,0.028551,0.034211,0.04669,0.20782,0.210472,0.06057,0.038461,0.039747,0.052468,0.074789,0.037649,0.165545,0.126328,0.130553,0.121471,0.249104,0.149079,0.134016,0.147885,0.156293,0.060179,0.055303,0.265387,0.197716,0.049507,0.048925,0.138674,0.017474,0.017058,0.105049,0.033337,0.207054,0.096773,0.026022,0.193774,0.195997,0.106142,0.147414,0.059056,0.040242,0.150609,0.018743,0.110931,0.147875,0.069524,0.112872,0.213546,0.104483,0.04909,0.057358,0.14445,0.217677,0.024876,0.148923,0.13391,0.067247,0.102543,0.028519,0.067047,0.051962,0.052613,0.134034,0.106993,0.12706,0.067649,0.051737,0.05059,0.132186,0.048498,0.084107,0.322273,0.124033,0.045628,0.072019,0.058576,0.063635,0.102208,0.134576,0.066678,0.017578,0.269893,0.129063,0.015699,0.013783,0.055864,0.022236,0.156655,0.29344,0.065913,0.015878,0.065671,0.043328
0.327628,0.032937,0.011597,0.010834,0.115929,0.120763,0.067484,0.204141,0.137575,0.072888,0.089053,0.226973,0.123721,0.017782,0.072021,0.132409,0.040169,0.147437,0.201975,0.211151,0.105692,0.043496,0.098787,0.147558,0.053071,0.035719,0.042617,0.034669,0.031826,0.207173,0.241376,0.023488,0.045836,0.055151,0.122578,0.057101,0.026891,0.04981,0.058554,0.026945,0.019834,0.024995,0.051541,0.017541,0.031258,0.052962,0.036251,0.082051,0.039463,0.079769,0.055947,0.040102,0.146942,0.03095,0.054542,0.235547,0.930484,0.031438,0.067386,0.041944,0.039061,0.038597,0.809743,1,0.258237,0.034141,0.234328,0.121987,0.081871,0.153235,0.082546,0.044002,0.03398,0.023917,0.037025,0.034019,0.033273,0.30596,0.312841,0.174734,0.030963,0.030663,0.107832,0.031076,0.072513,0.067264,0.2277,0.011092,0.01211,0.007299,0.064832,0.055587,0.047644,0.048135,0.05276,0.077221,0.078539,0.054769,0.042927,0.010078,0.139314,0.048786,0.044354,0.052522,0.046727,0.073004,0.077992,0.103801,0.048465,0.060341,0.02539,0.214224,0.062559,0.509254,0.12014,0.093493,0.044134,0.074834,0.138951,0.051725,0.087734,0.07353,0.016458,0.163525,0.036101,0.021703,0.066787,0.048957,0.009081,0.043947,0.084211,0.08969,0.221165,0.114368,0.03301,0.055592,0.208991,0.024989,0.030718,0.038239,0.220688,0.216721,0.06216,0.038131,0.037583,0.049252,0.069517,0.034118,0.166018,0.119804,0.123433,0.11506,0.251752,0.154137,0.118374,0.141065,0.140972,0.062384,0.054845,0.276062,0.202503,0.041843,0.042541,0.143071,0.015731,0.016088,0.107427,0.028936,0.209361,0.091986,0.0236,0.196834,0.205836,0.096519,0.138946,0.054926,0.035003,0.130083,0.018544,0.115871,0.14755,0.063073,0.102792,0.216738,0.102637,0.045497,0.050456,0.13868,0.213359,0.020924,0.148222,0.135022,0.058055,0.103408,0.029319,0.062374,0.049141,0.047229,0.13937,0.113861,0.123081,0.069727,0.048517,0.047869,0.123034,0.046698,0.095879,0.318972,0.131997,0.054474,0.066258,0.049065,0.059361,0.103931,0.130595,0.064941,0.017941,0.27273,0.113969,0.013856,0.014217,0.049461,0.019243,0.145604,0.306401,0.067941,0.018325,0.063951,0.051436
0.299083,0.030394,0.01024,0.010069,0.096815,0.086537,0.059052,0.162589,0.087118,0.056188,0.07578,0.173459,0.122839,0.01903,0.060181,0.102637,0.039172,0.097907,0.256109,0.252968,0.067507,0.039787,0.088886,0.105136,0.039877,0.031995,0.04489,0.03476,0.021612,0.197556,0.216061,0.024475,0.049792,0.049299,0.109784,0.043137,0.027784,0.044926,0.053663,0.026704,0.019528,0.031287,0.046771,0.016543,0.02653,0.042898,0.030136,0.068238,0.035108,0.085121,0.050334,0.042968,0.094939,0.030333,0.041321,0.217564,0.254051,0.025449,0.07705,0.033681,0.034536,0.032983,0.255072,0.258237,1,0.036855,0.218317,0.114549,0.079217,0.110498,0.08177,0.043072,0.036664,0.026509,0.035954,0.022554,0.028548,0.279237,0.290549,0.156606,0.027974,0.026848,0.08473,0.03323,0.057664,0.072992,0.216513,0.009311,0.00913,0.00712,0.047434,0.039603,0.046987,0.049885,0.044722,0.064675,0.069389,0.032532,0.027314,0.009478,0.090695,0.039085,0.02727,0.033651,0.028622,0.056228,0.060451,0.090577,0.047757,0.050017,0.020118,0.292723,0.041255,0.262821,0.110486,0.07925,0.035551,0.065679,0.118904,0.039364,0.073391,0.061593,0.015759,0.099635,0.037119,0.019941,0.066621,0.036349,0.005595,0.039631,0.089086,0.083372,0.204835,0.08962,0.026225,0.038993,0.194632,0.023689,0.029269,0.042238,0.201841,0.195648,0.049161,0.030586,0.033485,0.048138,0.067727,0.023922,0.0967,0.096775,0.102271,0.087582,0.165271,0.096748,0.094757,0.102254,0.116242,0.043501,0.054833,0.185696,0.146057,0.050477,0.034744,0.100341,0.014275,0.02389,0.071013,0.031735,0.293868,0.071632,0.019558,0.175769,0.1793,0.078391,0.106146,0.045141,0.028016,0.089444,0.01864,0.094233,0.110663,0.040946,0.075694,0.143743,0.057797,0.039877,0.053172,0.089543,0.169786,0.023555,0.109555,0.110714,0.050834,0.078643,0.022651,0.053647,0.040906,0.037838,0.107334,0.076516,0.07348,0.053583,0.03194,0.041702,0.107009,0.032955,0.075236,0.290158,0.112894,0.040883,0.054477,0.052911,0.042348,0.086266,0.105838,0.054472,0.013774,0.640011,0.112438,0.013203,0.015482,0.042246,0.019186,0.116275,0.278048,0.05122,0.018459,0.060462,0.036952
0.034805,0.011728,0.006359,0.00717,0.027576,0.04034,0.029887,0.043886,0.025628,0.022023,0.03772,0.027762,0.042566,0.012777,0.024653,0.031737,0.344526,0.012693,0.020926,0.02239,0.022847,0.018603,0.032363,0.024009,0.058534,0.05702,0.043679,0.05363,0.060197,0.026279,0.029224,0.041007,0.078328,0.069292,0.060395,0.061837,0.044413,0.06935,0.08088,0.044822,0.042609,0.048863,0.083335,0.032061,0.039657,0.067202,0.04437,0.01646,0.064144,0.042144,0.073099,0.037321,0.027593,0.043446,0.060797,0.029172,0.040936,0.03768,0.028082,0.06204,0.066024,0.061141,0.041255,0.034141,0.036855,1,0.030703,0.062365,0.048324,0.034634,0.048767,0.060142,0.052991,0.040841,0.385583,0.012509,0.045889,0.034109,0.036433,0.026627,0.032454,0.040292,0.041754,0.040229,0.080568,0.029145,0.025918,0.008279,0.00664,0.004892,0.07184,0.054799,0.098583,0.081844,0.079119,0.024812,0.027627,0.018504,0.020528,0.005861,0.022142,0.026751,0.020495,0.017131,0.014043,0.028123,0.026149,0.041939,0.039284,0.063211,0.021611,0.032036,0.061149,0.0396,0.038026,0.034954,0.278799,0.034603,0.035253,0.037172,0.034404,0.024295,0.01058,0.036056,0.052494,0.011529,0.029353,0.019252,0.003844,0.029955,0.050514,0.051768,0.02397,0.038983,0.046403,0.025821,0.032977,0.015904,0.050235,0.060326,0.026967,0.035226,0.063855,0.049658,0.06523,0.056891,0.027669,0.0503,0.040694,0.032367,0.032125,0.044164,0.022435,0.013755,0.021493,0.024451,0.027501,0.015403,0.070257,0.028208,0.037782,0.033048,0.06121,0.044984,0.012459,0.009089,0.021906,0.060898,0.035798,0.031084,0.051572,0.024005,0.023611,0.035283,0.028247,0.030118,0.06257,0.021709,0.011621,0.013326,0.034245,0.024653,0.020328,0.037801,0.014905,0.019167,0.020081,0.029661,0.040197,0.032869,0.036371,0.038641,0.017294,0.033287,0.01499,0.025424,0.014768,0.025651,0.037193,0.022499,0.026592,0.023876,0.009835,0.082244,0.031103,0.015413,0.020359,0.033706,0.060885,0.020721,0.019507,0.042315,0.03451,0.023229,0.056736,0.032722,0.008264,0.036629,0.033459,0.007344,0.007796,0.028363,0.032203,0.025092,0.038597,0.016533,0.012058,0.022869,0.017758
0.24937,0.023937,0.008659,0.009792,0.076567,0.071122,0.04754,0.137428,0.07636,0.044782,0.053638,0.144973,0.07664,0.012162,0.040695,0.109238,0.03355,0.090773,0.154036,0.16312,0.06047,0.036562,0.083023,0.075059,0.033297,0.019588,0.038652,0.018368,0.015452,0.258754,0.288066,0.022184,0.037196,0.04122,0.080117,0.038425,0.025015,0.034056,0.047809,0.018657,0.015589,0.023671,0.041814,0.012573,0.022359,0.035966,0.02522,0.060956,0.028203,0.055267,0.034057,0.034661,0.086977,0.023678,0.040668,0.282363,0.23912,0.021678,0.049261,0.025217,0.027415,0.027341,0.223146,0.234328,0.218317,0.030703,1,0.092672,0.045065,0.111722,0.046023,0.023148,0.025837,0.017909,0.031183,0.030051,0.02476,0.269278,0.268341,0.136709,0.01941,0.020155,0.069143,0.025417,0.050013,0.035652,0.282115,0.006984,0.007479,0.005601,0.037951,0.031626,0.040435,0.040687,0.034258,0.049822,0.051085,0.038796,0.027226,0.007355,0.07151,0.025671,0.026829,0.020526,0.025143,0.047458,0.047504,0.074302,0.044405,0.039553,0.019596,0.162889,0.042662,0.202747,0.063653,0.05845,0.038543,0.052613,0.089906,0.040803,0.054614,0.043404,0.013668,0.118898,0.024659,0.015854,0.048392,0.024871,0.004627,0.033508,0.057249,0.071474,0.574695,0.0697,0.024871,0.034978,0.330427,0.022759,0.023477,0.034192,0.26991,0.376934,0.047097,0.023152,0.025742,0.044039,0.060241,0.01938,0.119727,0.080837,0.084266,0.075309,0.116972,0.095165,0.074688,0.079879,0.088016,0.038763,0.046218,0.139082,0.129658,0.034806,0.026509,0.097976,0.013619,0.01036,0.060877,0.021083,0.164248,0.05493,0.016963,0.196005,0.194099,0.053936,0.107127,0.035481,0.020331,0.07357,0.017322,0.082425,0.109692,0.037805,0.074405,0.13207,0.039837,0.034782,0.043235,0.078948,0.151909,0.020029,0.108931,0.103645,0.04488,0.072953,0.013752,0.039491,0.043177,0.024852,0.096846,0.062731,0.080788,0.048141,0.029785,0.041013,0.089415,0.021517,0.07857,0.250974,0.073436,0.028506,0.038744,0.044203,0.037742,0.079621,0.09393,0.038231,0.012963,0.225497,0.088946,0.011451,0.010376,0.03771,0.016994,0.088078,0.268205,0.042716,0.011683,0.052194,0.026314
