From src:'2'	To src:'22'
DB03910	1331
DB15003	118878093
DB11274	114948
DB13289	71940
DB14069	6450807
DB13672	113918
DB07815	92109
DB04564	7027
DB11901	24872560
DB08602	25229546
DB00651	3182
DB03791	72199895
DB03791	447905
DB09449	24204
DB09449	23672064
DB09449	21226420
DB01112	5479529
DB13532	138402398
DB13532	2904
DB02620	447450
DB11996	73013349
DB17061	6419834
DB00181	2284
DB04122	439427
DB03706	17753973
DB08087	9944398
DB03830	135509142
DB13956	13791
DB03283	444863
DB07935	25218427
DB09262	6433090
DB04063	446181
DB04063	6951130
DB00849	8271
DB08445	24180585
DB09397	76957057
DB01011	4174
DB04021	5288799
DB01551	5284543
DB08070	16122634
DB03591	447523
DB13246	93154
DB12306	44469321
DB13648	21158560
DB04764	657077
DB04430	5288260
DB05913	9868037
DB17023	11228183
DB13000	135425273
DB12411	46215462
DB01692	439352
DB11219	6434217
DB15257	73297272
DB05625	16186350
DB03294	1387
DB00426	3324
DB00937	7029
DB01980	5288643
DB01254	3062316
DB06929	25113616
DB03652	441476
DB00792	5587
DB08556	9543496
DB08797	5147
DB08016	11987823
DB15947	121098
DB07269	23653503
DB08932	16004692
DB01977	447732
DB01944	5287792
DB15201	5281249
DB12127	444022
DB12997	25023695
DB07588	11326613
DB14187	7888
DB02506	17753820
DB13391	92874
DB18022	54703360
DB12732	9935681
DB06809	65015
DB00964	2216
DB06199	159594
DB03332	135509077
DB06998	24860533
DB09050	53234134
DB09050	71457955
DB02910	445344
DB16039	24806574
DB08490	3342298
DB12672	5318980
DB11481	71310
DB09510	636363
DB12289	9912771
DB13768	43814
DB07854	11608401
DB04644	5326886
DB04677	5288103
DB06231	6433076
DB06231	36688246
DB03285	638278
DB07933	10286159
DB04065	5287890
DB02081	17753851
DB08443	11160307
DB06619	124088
DB16292	9386
DB04737	439767
DB14116	56841623
DB04680	5326972
DB02976	445795
DB02368	656979
DB17025	3101
DB11126	10982878
DB11126	9290
DB00331	4091
DB00331	155906370
DB04150	5288651
DB11863	46861623
DB01400	4456
DB13568	9303
DB13568	5284574
DB05835	71587684
DB02652	446056
DB13411	3947
DB09238	4008
DB02294	5288483
DB04537	439356
DB15341	9962795
DB17138	135565531
DB17939	5281727
DB07813	46937094
DB08310	25134267
DB07098	135867733
DB11821	16656685
DB07788	46882177
DB02830	447546
DB02283	446854
DB16193	124220601
DB07603	24860536
DB12532	4621
DB02706	5288784
DB12648	25077438
DB02591	675
DB06734	6440917
DB13306	6301
DB06460	178103
DB12000	135564749
DB09165	6452753
DB08169	54723327
DB08376	23629653
DB01215	3261
DB07324	24832022
DB14657	443928
DB04225	17754075
DB17874	59185923
DB08968	3407
DB13769	80084
DB12617	104762
DB04802	14221359
DB07133	25021183
DB09327	104747
DB03402	448151
DB06618	9907323
DB06216	9903970
DB05434	6918562
DB11437	66826
DB01868	49867589
DB01868	131704183
DB02982	445128
DB02690	135398517
DB02176	16685160
DB02176	21226022
DB02369	4469807
DB14916	71245288
DB14987	57855696
DB12197	11708365
DB07589	11840934
DB17084	140538697
DB17084	16223405
DB02643	101619250
DB02643	84704
DB02037	2733981
DB08727	5272139
DB07746	23647763
DB06287	6918289
DB02765	445211
DB06198	33039
DB00722	5362119
DB00722	139146300
DB00722	11865407
DB04781	25945
DB17040	4712
DB06999	24180719
DB04612	5388929
DB00496	444031
DB03224	135678096
DB16038	90116675
DB05695	6918446
DB12686	46191454
DB14970	86281210
DB01622	9429
DB12288	24815904
DB00401	4499
DB07789	24875313
DB09092	9913
DB04293	12897341
DB12156	6303
DB00387	4919
DB07546	16224058
DB12649	9826744
DB09191	33014
DB07232	11960529
DB02565	3994
DB04581	77918
DB00522	6957673
DB16125	44537963
DB00370	4205
DB08382	11516136
DB08168	92249
DB00457	4893
DB08969	9528
DB03721	444885
DB03645	445375
DB08235	588963
DB13569	24458
DB13569	10329304
DB16250	72703790
DB09239	60602
DB04284	115244
DB03064	54676715
DB13927	44608289
DB04006	5289179
DB17139	76967524
DB05560	145994600
DB05560	56843747
DB13436	208903
DB07455	22489160
DB04240	5288133
DB02871	9543528
DB00316	1983
DB07099	22690393
DB03763	445537
DB12321	3037233
DB06441	9854012
DB08880	54684141
DB03037	3266379
DB03643	1506
DB00872	151171
DB11157	2202
DB15918	82229
DB11891	54575456
DB12365	6918236
DB08233	447649
DB07028	16058629
DB05154	456199
DB13851	3000469
DB09472	24436
DB09472	139036601
DB09472	139064522
DB09472	139036570
DB09472	516914
DB07383	445824
DB02224	439533
DB07453	11790
DB14068	6918097
DB13288	64377
DB03110	7245
DB11530	66252
DB13807	135445058
DB13686	71807
DB03765	101544
DB08877	25126798
DB01832	446167
DB08844	1175
DB05212	16739648
DB04295	446600
DB15360	449698
DB07394	444853
DB12769	135413518
DB13617	16473
DB16995	11637690
DB16995	54093434
DB16995	9817104
DB03982	447411
DB02563	449118
DB00750	4906
DB03369	13695
DB03176	9863447
DB03690	448653
DB07479	5287834
DB16123	11502996
DB02402	447098
DB01650	637540
DB16062	135422895
DB18106	68185467
DB00137	5281243
DB11616	11296583
DB01180	32681
DB08420	5289192
DB04471	448915
DB14228	151152
DB16404	10364
DB14626	2723722
DB18191	138734912
DB02645	5288150
DB02721	77022
DB06928	6102781
DB16866	3293
DB08031	11987832
DB12569	216466
DB13363	65784
DB15147	46836227
DB02763	123648
DB03871	46936282
DB00550	657298
DB07666	16750059
DB07268	16058637
DB13321	31346
DB12436	6918331
DB12927	71857
DB01144	3038
DB08132	87031
DB01177	42890
DB11670	44229378
DB00981	5983
DB09448	23667636
DB01912	124734
DB07414	135874085
DB01036	443879
DB13156	137229597
DB00848	26879
DB11730	44631912
DB11464	5338
DB13649	31508
DB11687	10172827
DB11806	9863341
DB05467	10295295
DB03565	129148
DB14540	26133
DB00129	6262
DB00129	88747248
DB07294	445460
DB04395	44462678
DB00928	9444
DB01885	439781
DB16097	11531457
DB04842	3396
DB07652	46937086
DB06137	23635314
DB04089	4369103
DB09034	24965990
DB03269	131704236
DB16852	118107483
DB02098	440141
DB12939	102515122
DB12939	456557
DB02813	87901
DB14584	11823650
DB12138	11714580
DB13061	11712649
DB16770	5281670
DB07706	247304
DB08333	135616914
DB06848	25113123
DB12265	68792
DB02603	445967
DB09146	91663255
DB13724	6433427
DB03935	49867144
DB07283	10017976
DB13458	11508377
DB02788	447765
DB06981	24768551
DB07830	16040279
DB12847	4996
DB13388	16682924
DB13388	9840857
DB12874	24889392
DB02324	449489
DB13023	9893658
DB07591	2255489
DB08655	853608
DB01425	135413504
DB01425	43008
DB14094	2734086
DB11960	108144
DB07506	444797
DB05492	5276854
DB08185	46937130
DB04415	5289149
DB02588	131704211
DB09189	31707
DB13524	3778
DB00441	60750
DB04599	2196
DB06872	4369475
DB14793	57406853
DB03815	445724
DB07910	445494
DB16587	73415745
DB07791	24901723
DB15431	89808643
DB02933	188350
DB16056	118009787
DB12819	11358855
DB07081	23661697
DB11318	46891812
DB04878	444020
DB02854	5880
DB14083	2286
DB03605	447368
DB03478	447049
DB07368	199994
DB07182	10172821
DB13221	10715
DB12025	107985
DB07976	15942657
DB04200	119205
DB06750	441923
DB04046	94214
DB02935	8150
DB12458	12313010
DB12458	4266
DB12724	57339445
DB09535	22571
DB03788	448011
DB18034	91824838
DB14085	23973
DB13265	5777
DB12061	6918525
DB08539	10042950
DB08194	2726820
DB06401	154257
DB14474	10953859
DB07620	2799606
DB03603	33037
DB08804	9677
DB06457	123618
DB06370	216468
DB17306	124220552
DB11141	22988
DB05171	11560787
DB12388	71242808
DB12162	119193
DB13874	89683805
DB13847	117587627
DB14660	66359
DB11889	9794203
DB08466	185914
DB17568	89655386
DB01423	54120
DB04167	182230
DB09227	443869
DB08614	5289460
DB14795	78209992
DB17127	11570943
DB18146	275182
DB03813	5288022
DB13939	44200882
DB04528	1493
DB01058	4891
DB01518	62516
DB13138	56848985
DB02442	49867669
DB01461	17036
DB02269	446978
DB03098	1952
DB08335	135908260
DB03854	273
DB15151	54670351
DB12263	11269353
DB13819	8590
DB03933	5289301
DB07285	16129580
DB04384	21945381
DB01718	2681
DB15052	15983287
DB01104	68617
DB04454	6971251
DB04454	439691
DB04728	72394
DB13025	5467
DB11429	251636
DB12221	13789
DB15107	170049
DB00216	77993
DB08653	1150
DB00287	5282226
DB01230	137628477
DB01230	4723
DB00808	3702
DB03588	8333
DB04393	18807
DB12524	45270144
DB01883	5289343
DB05048	10174045
DB02029	4357
DB08739	25102845
DB11846	137319715
DB11846	588
DB07332	449080
DB13609	28446253
DB13609	131411
DB15326	52939580
DB00999	3639
DB00198	65028
DB00270	3784
DB08282	5278688
DB00564	2554
DB04651	6102809
DB07841	735
DB02906	5287884
DB12756	16124208
DB07988	4369080
DB12597	72165228
DB07189	25049750
DB03486	135406506
DB06853	25113614
DB02510	447378
DB08768	92180
DB13443	175540
DB06598	6918408
DB06934	642409
DB01396	441207
DB04607	5330608
DB04886	64972
DB12812	11998575
DB12602	72128
DB11450	4823
DB07533	137349058
DB07533	23647652
DB01827	657081
DB00223	71415
DB09081	3686
DB11344	165675
DB04817	3111
DB11377	6433554
DB14531	19660
DB13490	3087722
DB03121	1372
DB04592	533975
DB06879	46937031
DB03417	6323182
DB02576	7311735
DB09182	252141
DB03163	443231
DB11380	33309
DB14890	11498596
DB00261	135409400
DB03022	657023
DB08391	11955614
DB15493	3246390
DB02238	473
DB02636	1941
DB17804	503982
DB08306	657105
DB07733	6852193
DB12070	45138674
DB16873	5460291
DB03826	76726
DB13376	11439
DB13169	9904
DB02776	14253
DB12445	119032
DB16237	3047770
DB07673	5288102
DB04792	5326926
DB07034	3506204
DB12087	62348
DB01416	6335986
DB06604	9824131
DB04426	445750
DB14671	86793
DB01045	136262914
DB01045	135398735
DB03449	449021
DB07146	11553058
DB08127	15143646
DB06814	4969
DB01487	27453
DB00764	441335
DB00430	636405
DB01664	447195
DB16859	442428
DB09283	5531
DB03262	4369172
DB04082	4629337
DB13310	35805
DB15075	16126905
DB03397	445675
DB02710	151483
DB08568	11314340
DB15440	53630042
DB07659	5288066
DB04849	9933475
DB01470	62309
DB02991	3311
DB02165	6102341
DB02165	129886953
DB02165	445443
DB17614	5351619
DB17614	57509571
DB08411	5496653
DB01357	6291
DB00122	305
DB01637	444637
DB11971	50915138
DB01043	4054
DB00680	34633
DB08672	15991577
DB06729	5335
DB08289	3256857
DB02121	10927
DB00992	157922
DB16561	3913
DB13602	36709
DB07339	23270857
DB09285	72106
DB01780	447573
DB00737	4034
DB11204	4678
DB15073	5311110
DB01744	159055
DB01777	446814
DB08732	16220131
DB02022	777
DB08997	30843
DB02417	1483
DB00644	36523
DB02163	7259
DB15774	6476031
DB03576	3378336
DB00677	5936
DB13756	12314120
DB15495	331783
DB13597	137345967
DB13597	71655
DB02486	15906
DB07735	25134250
DB07408	736027
DB16875	77108121
DB14027	87453228
DB14027	56842233
DB15059	25099191
DB11796	11319217
DB09332	8555
DB11501	13986
DB12443	9910098
DB18081	129202507
DB13812	21850
DB01090	5850
DB07675	447458
DB05713	9939865
DB03510	444818
DB02356	49867147
DB07067	23645698
DB07535	135424789
DB13016	11611800
DB00225	24847884
DB00225	101673418
DB00225	153921
DB13797	450510
DB12310	7427
DB13556	187764
DB02262	967
DB11596	135398559
DB11757	5311037
DB01241	3463
DB02449	444789
DB18294	102416
DB05513	129869
DB05053	24770445
DB03991	65309
DB11701	11397521
DB03165	447358
DB02397	447272
DB02397	40567827
DB01951	445501
DB03710	131704256
DB03710	5289554
DB16761	984333
DB15315	58316387
DB13070	9849616
DB11882	9941957
DB12376	53340666
DB06529	216456
DB00537	2764
DB00537	4011971
DB01580	4631
DB08000	11660035
DB03636	69020
DB03238	96595
DB16024	11967809
DB16024	58606996
DB16024	92132757
DB16024	43835846
DB16024	19190
DB16024	5282412
DB16024	5284572
DB16024	45101199
DB16024	51063122
DB16024	132274068
DB08648	445314
DB07227	216454
DB08246	11840968
DB14845	49831257
DB06967	6914626
DB18706	140830653
DB06855	445847
DB01544	3380
DB08532	46937158
DB01577	10836
DB13445	3047788
DB04331	794323
DB03776	439231
DB00150	6923516
DB00150	6305
DB15574	14896
DB13087	125516
DB08956	257630
DB11915	24795069
DB14803	145994611
DB14925	23628250
DB04460	5289306
DB18268	135565656
DB04734	643798
DB08785	11833
DB07801	24893974
DB16657	72547837
DB02946	449402
DB09546	56840904
DB03860	104772
DB04674	8631
DB13403	4640
DB04647	5287824
DB04033	5388928
DB07857	15602983
DB07965	5288616
DB09232	5282138
DB02256	13712
DB02658	445227
DB14193	548262
DB14193	26633
DB17031	3624
DB12983	5282330
DB12983	8979
DB12983	86280045
DB12983	136077039
DB08473	5894
DB08962	12818200
DB08389	15991588
DB11304	31236
DB00529	3415
DB07239	11572962
DB12642	89497391
DB08095	6540299
DB14184	637511
DB06150	5323
DB07611	8917
DB12538	9876321
DB12994	25168442
DB05351	9578005
DB00855	7048523
DB00855	137
DB07782	1722
DB00967	124087
DB08459	16045340
DB09099	101826531
DB09099	16129706
DB06737	5720
DB12678	44251769
DB12276	176405
DB01629	9427
DB04619	7410
DB15215	6440176
DB08346	24916788
DB07327	446106
DB06992	24808495
DB06680	9577221
DB03338	448173
DB09133	3737
DB17877	104858
DB14654	26391
DB16931	25183127
DB06677	6433095
DB13985	76966897
DB13985	132274234
DB13985	121225499
DB18028	139467635
DB07582	5287977
DB12405	65399
DB02362	978
DB15371	45107289
DB12210	23630026
DB04534	21501
DB13124	5486699
DB04199	657119
DB02989	447486
DB18479	92045025
DB07106	5227
DB03409	7408451
DB03409	7408452
DB08585	25220903
DB01005	3657
DB07896	439940
DB16187	102163126
DB16187	16157840
DB11835	76871863
DB11835	131704321
DB02297	118458
DB13762	9906855
DB11244	10913
DB00323	4659569
DB13642	4904
DB17168	11564168
DB04567	49866829
DB01003	2882
DB08583	135566433
DB17969	145994622
DB09268	5243
DB16229	70980485
DB00604	6917698
DB11833	11438771
DB08291	3581192
DB01919	8063
DB00361	5311497
DB04128	6323394
DB01118	2157
DB01704	446611
DB13994	23581869
DB13538	68749
DB06021	11700696
DB09414	22481479
DB09414	24450
DB03946	72
DB08139	24971312
DB08594	5289428
DB08938	122706784
DB15213	137699399
DB07448	25138289
DB06764	5419
DB09135	3743
DB00814	54677470
DB12562	49843471
DB00798	9898639
DB03658	5287717
DB03256	135484651
DB13983	9818878
DB17235	91754520
DB02860	5311365
DB01698	5280805
DB01296	439213
DB12403	23951
DB11541	56052
DB16069	135511704
DB08794	54685524
DB09028	10235
DB01201	135403821
DB15944	8536
DB05631	130165
DB02409	447260
DB15977	65724
DB13210	23668197
DB01947	5287463
DB07472	444703
DB09383	5284587
DB01974	17753762
DB03362	193344
DB03989	439507
DB12124	10950142
DB08093	5326871
DB00598	3869
DB00934	4011
DB12762	16047979
DB15254	16719221
DB03297	7532
DB15980	188824
DB11741	16662431
DB11625	12675
DB00853	5394
DB05219	44591583
DB08818	24759
DB01839	1030
DB08608	6102761
DB09394	22486802
DB09394	1004
DB08206	135566326
DB11913	10029385
DB14805	52950901
DB08040	123982
DB02338	134821689
DB02338	5884
DB13276	58521
DB08783	25111933
DB13678	21788
DB15551	145994623
DB15011	49841217
DB04767	5289214
DB07921	46937107
DB09479	10176083
DB06261	6433083
DB13405	4047
DB04035	5849540
DB07963	25150856
DB13738	5902
DB08084	4369325
DB14961	86278359
DB14195	7573
DB08475	5289293
DB12985	11538455
DB00879	60877
DB08138	24864079
DB08939	68707
DB07449	46937075
DB18098	66625329
DB07262	9543472
DB02535	2144
DB00799	5381
DB03659	8007
DB13183	131704327
DB06922	16752640
DB07397	25174099
DB13614	28688
DB01699	5288385
DB03733	11
DB12655	25027363
DB02227	448431
DB15832	11427
DB13804	685814
DB07826	465669
DB08847	5810
DB08847	6971053
DB08874	10034073
DB16228	91668194
DB03034	6956329
DB03034	452723
DB09269	999
DB06471	70691449
DB03673	146719
DB03673	7111748
DB00842	4616
DB11154	11023
DB01918	1954
DB04129	161358
DB00395	2576
DB13539	35740
DB01119	3019
DB08265	481709
DB14866	25190990
DB12333	11963628
DB08609	6102762
DB05806	148202
DB11467	16129666
DB11467	101290202
DB01838	128600
DB14123	1254
DB00200	44475014
DB02339	447560
DB14062	6438151
DB07121	6102708
DB13282	8754
DB17490	135914977
DB13679	33036
DB11684	52918385
DB07163	447766
DB11640	5918
DB18588	15488
DB15036	25212148
DB06295	3013050
DB12185	151115
DB15912	11137272
DB15912	24504
DB13739	10250769
DB14995	91844684
DB07022	11304895
DB00878	5353524
DB00878	2713
DB00878	88536661
DB00878	5360566
DB00878	9552079
DB16068	137434175
DB15177	134393443
DB15144	71587637
DB03841	449035
DB11693	6918486
DB02408	448219
DB12924	9863827
DB13653	42884
DB03189	17754081
DB03189	131704233
DB07486	11712628
DB02735	131704218
DB01174	4763
DB03988	17754068
DB01147	6098
DB00134	6137
DB00134	6992087
DB07356	11840917
DB02067	135403827
DB16407	24769759
DB13335	40391
DB04441	8975
DB00599	3000715
DB02675	17754164
DB08819	9868491
DB05616	9846537
DB00415	6249
DB00415	7048611
DB15622	3113817
DB12466	492405
DB06240	148201
DB08388	657061
DB11695	439224
DB11695	6992100
DB08162	3547
DB03227	6093202
DB13655	5497
DB02733	448991
DB00528	65866
DB07238	11561383
DB07636	5288033
DB12804	71750
DB14940	9815453
DB08023	24801862
DB06950	135579320
DB16836	5280441
DB12194	57050
DB13333	8395
DB12539	47318
DB08061	449126
DB02673	5288394
DB02034	51683
DB00167	7043901
DB00167	6306
DB16700	134440946
DB08458	445987
DB07776	10680
DB08724	5289566
DB00413	119570
DB06581	457928
DB14125	5463984
DB17016	59691338
DB03535	122623
DB11115	33919
DB11115	1712019
DB11434	9507
DB11760	135565082
DB18442	51039095
DB02146	5287712
DB07991	16750040
DB01066	9870843
DB07165	46937056
DB12614	9838712
DB06293	86278323
DB12183	11488320
DB02659	221493
DB14993	51039030
DB09324	130313
DB07710	444849
DB02189	65304
DB03735	97184
DB04198	135449281
DB04270	446758
DB01862	656894
DB17756	20039
DB08221	16040281
DB18478	117947705
DB06781	443936
DB02841	5288987
DB07906	10822243
DB11560	53465279
DB03408	123938
DB16299	56644522
DB14038	222284
DB03675	448154
DB16987	73437845
DB07510	23636976
DB04287	446400
DB03067	657141
DB04808	72392
DB00393	4497
DB08263	5288998
DB07050	18794
DB01226	5281042
DB12679	11210478
DB12282	25117126
DB01628	123619
DB04618	4369393
DB16032	6451047
DB04216	5280343
DB00340	4167
DB00454	4058
DB17602	4342
DB03339	42300
DB00728	441290
DB13185	68952
DB06802	151075
DB12739	71354
DB00384	5546
DB18029	6434253
DB08524	5289330
DB06091	11984561
DB00612	2405
DB18176	135338378
DB04496	449303
DB02472	135509108
DB01681	2334
DB00781	49800004
DB07409	16122554
DB15058	10107393
DB01712	46936196
DB04164	129856752
DB06393	128919
DB03896	983
DB01856	385
DB09224	15387
DB08617	24764430
DB15423	131842305
DB08807	44112
DB00192	52195
DB08686	54685311
DB06454	6918388
DB18110	124134768
DB08288	5289045
DB14480	10176265
DB02921	447628
DB06728	6115
DB11171	23443659
DB13844	4832
DB07338	44073
DB13877	9796068
DB03327	444528
DB12727	9554809
DB13233	2081
DB17985	72710839
DB00091	5284373
DB11072	14917
DB11072	16211014
DB18037	138688997
DB02963	5287989
DB14477	2117
DB00802	51263
DB08197	46937132
DB03582	127370
DB09563	449688
DB04316	446049
DB11876	7014883
DB11876	123935
DB12382	10309899
DB01326	456255
DB00006	101041682
DB00006	16129704
DB00006	73952246
DB03239	449394
DB09064	2763
DB08649	20846113
DB00240	5311000
DB03611	5287671
DB06413	9690109
DB00284	9811704
DB12527	10131048
DB15883	6436090
DB03782	4286
DB08156	3161908
DB00950	74685737
DB00950	3348
DB12452	957
DB15230	91757
DB04370	115015
DB04370	7068808
DB08321	9817381
DB11810	135565889
DB03092	5288564
DB01107	4162
DB14820	135565117
DB04457	135398597
DB01512	5463858
DB13132	68827
DB02448	12530
DB03801	17754054
DB04522	57689797
DB04522	68841
DB00581	11333
DB03857	445999
DB03191	447569
DB13420	6016
DB07860	16122635
DB04401	249
DB12235	27125
DB16447	10281
DB08363	4722579
DB16474	9989023
DB13031	23936
DB00293	135400182
DB01151	2995
DB01897	448998
DB16085	46928007
DB04387	444569
DB12877	1385580
DB12877	4615
DB14900	16737780
DB02327	8172
DB03921	447966
DB17678	439279
DB04750	5289081
DB06200	65825
DB14516	923
DB03963	17753880
DB06878	25113126
DB02582	131704210
DB11526	10074640
DB14056	34230
DB05498	9844981
DB12233	124246
DB08365	11691442
DB13727	8966
DB00295	5288826
DB16083	176874
DB17738	135407110
DB02106	5287509
DB07989	5288636
DB03472	447688
DB07362	15602701
DB07188	1283969
DB14570	6238
DB07297	17756743
DB09110	598
DB15885	9793926
DB01260	5311066
DB04872	219077
DB02896	9570
DB06134	24995524
DB03448	449392
DB08436	448968
DB02801	445905
DB14630	122164836
DB14630	153005
DB08927	73333
DB07946	10114365
DB02092	5287939
DB16858	31268
DB14787	44539266
DB04076	790
DB04076	135398638
DB08569	16122642
DB13235	114931
DB14770	118161062
DB07256	24861080
DB07658	5288064
DB00922	3033825
DB12420	9868980
DB02191	11987779
DB02857	135398635
DB02965	9543429
DB18064	132026427
DB06799	4101
DB02239	11579
DB01431	235905
DB00300	5481350
DB13969	61906
DB01020	27661
DB04010	1511
DB13382	65750
DB06395	159326
DB11726	46196517
DB14097	6438744
DB14716	12317881
DB13452	2515
DB04137	135398633
DB02611	448326
DB00471	5281040
DB06842	6603746
DB13527	4921
DB15425	24983461
DB12204	6449876
DB13344	23724951
DB13344	3032553
DB13344	16717606
DB07838	5726921
DB02780	87087973
DB13377	5284636
DB17113	135400185
DB00145	5257127
DB00145	750
DB03827	5287503
DB08307	5289053
DB05389	3000391
DB11490	5284595
DB01121	4753
DB04111	16131414
DB06840	46937028
DB02637	140658388
DB02637	3260017
DB02043	65144
DB08481	135908262
DB08481	136711420
DB08481	135643208
DB12971	3081927
DB06884	9549223
DB04427	5289562
DB01163	40467053
DB01163	36273
DB04936	92092
DB17640	2916
DB14850	56948249
DB08351	24963046
DB04552	4488
DB01022	5284607
DB15414	25191001
DB05095	213053
DB13380	165124
DB02777	445355
DB09213	39912
DB02744	445482
DB04012	446411
DB16236	59634741
DB12796	25184541
DB12557	9869229
DB05785	5287705
DB12017	5282440
DB14772	25067411
DB17693	159599
DB01486	441457
DB15666	62097
DB12422	9577379
DB00920	3827
DB15268	72696796
DB04691	49866943
DB07147	24800833
DB07174	6914629
DB12130	71731823
DB06558	151174
DB01356	28486
DB14632	93055
DB06893	49957
DB02090	17754156
DB03396	448235
DB11443	60605
DB11443	7061800
DB05585	11414799
DB03487	13373305
DB14572	105143
DB09112	24529
DB03045	447720
DB12757	135431074
DB03301	76883
DB02241	5288011
DB12596	9895264
DB01262	451668
DB04870	6918373
DB02907	6120722
DB15479	57346135
DB03664	448894
DB02951	964
DB18400	155207651
DB01397	64738
DB01397	54684589
DB01397	101611440
DB04208	75019
DB09011	10391
DB04606	5326888
DB04887	5743186
DB03357	439616
DB16908	214350
DB15394	92729
DB07360	24880024
DB16109	67008033
DB03470	449517
DB02580	70931
DB18215	15945880
DB04816	2950
DB11376	15443
DB12882	6918405
