Uniprot_id,KEGG,family
O14757,hsa:1111,hsa01001
O14757,hsa:1111,hsa03400
O14764,hsa:2563,hsa00001
O14764,hsa:2563,hsa04040
O14764,hsa:2563,hsa04040
O14788,hsa:8600,hsa00001
O14788,hsa:8600,hsa04052
O14788,hsa:8600,hsa04090
O14788,hsa:8600,hsa04052
O14788,hsa:8600,hsa04090
O14791,hsa:8542,hsa00001
O14832,hsa:5264,hsa00001
O14832,hsa:5264,hsa01000
O14841,hsa:26873,hsa00001
O14841,hsa:26873,hsa01000
O14842,hsa:2864,hsa00001
O14842,hsa:2864,hsa04030
O14842,hsa:2864,hsa04030
O14920,hsa:3551,hsa00001
O14920,hsa:3551,hsa01001
O14920,hsa:3551,hsa01000
O14920,hsa:3551,hsa01001
O14936,hsa:8573,hsa00001
O14936,hsa:8573,hsa01001
O14936,hsa:8573,hsa04131
O14936,hsa:8573,hsa03037
O14936,hsa:8573,hsa01000
O14936,hsa:8573,hsa01001
O14936,hsa:8573,hsa04131
O14936,hsa:8573,hsa03037
O14939,hsa:5338,hsa00001
O14939,hsa:5338,hsa04131
O14939,hsa:5338,hsa01000
O14939,hsa:5338,hsa04131
O14964,hsa:9146,hsa00001
O14964,hsa:9146,hsa04131
O14964,hsa:9146,hsa04131
O14965,hsa:6790,hsa00001
O14965,hsa:6790,hsa01001
O14965,hsa:6790,hsa01009
O14965,hsa:6790,hsa03036
O14965,hsa:6790,hsa01000
O14965,hsa:6790,hsa01001
O14965,hsa:6790,hsa01009
O14965,hsa:6790,hsa03036
O14976,hsa:2580,hsa00001
O14976,hsa:2580,hsa01001
O14976,hsa:2580,hsa04131
O14976,hsa:2580,hsa01000
O14976,hsa:2580,hsa01001
O14976,hsa:2580,hsa04131
O14980,hsa:7514,hsa00001
O14980,hsa:7514,hsa03019
O14980,hsa:7514,hsa03009
O14980,hsa:7514,hsa03016
O14980,hsa:7514,hsa03036
O14980,hsa:7514,hsa03019
O14980,hsa:7514,hsa03009
O14980,hsa:7514,hsa03016
O14980,hsa:7514,hsa03036
O14983,hsa:487,hsa00001
O14983,hsa:487,hsa01000
O15067,hsa:5198,hsa00001
O15067,hsa:5198,hsa01000
O15075,hsa:9201,hsa00001
O15075,hsa:9201,hsa01001
O15075,hsa:9201,hsa01000
O15075,hsa:9201,hsa01001
O15111,hsa:1147,hsa00001
O15111,hsa:1147,hsa01001
O15111,hsa:1147,hsa01000
O15111,hsa:1147,hsa01001
O15146,hsa:4593,hsa00001
O15146,hsa:4593,hsa01001
O15146,hsa:4593,hsa01000
O15146,hsa:4593,hsa01001
O15197,hsa:2051,hsa00001
O15197,hsa:2051,hsa01001
O15197,hsa:2051,hsa01000
O15197,hsa:2051,hsa01001
O15264,hsa:5603,hsa00001
O15264,hsa:5603,hsa01001
O15264,hsa:5603,hsa01000
O15264,hsa:5603,hsa01001
O15342,hsa:8992,hsa00001
O15350,hsa:7161,hsa00001
O15350,hsa:7161,hsa03000
O15350,hsa:7161,hsa03000
O15379,hsa:8841,hsa00001
O15379,hsa:8841,hsa03036
O15379,hsa:8841,hsa01000
O15379,hsa:8841,hsa03036
O15382,hsa:587,hsa00001
O15382,hsa:587,hsa01007
O15382,hsa:587,hsa01000
O15382,hsa:587,hsa01007
O15392,hsa:332,hsa00001
O15392,hsa:332,hsa01002
O15392,hsa:332,hsa03036
O15392,hsa:332,hsa01002
O15392,hsa:332,hsa03036
O15393,hsa:7113,hsa00001
O15393,hsa:7113,hsa01002
O15393,hsa:7113,hsa01000
O15393,hsa:7113,hsa01002
O15399,hsa:2906,hsa00001
O15399,hsa:2906,hsa04040
O15399,hsa:2906,hsa04040
O15528,hsa:1594,hsa00001
O15528,hsa:1594,hsa00199
O15528,hsa:1594,hsa01000
O15528,hsa:1594,hsa00199
O15530,hsa:5170,hsa00001
O15530,hsa:5170,hsa01001
O15530,hsa:5170,hsa04131
O15530,hsa:5170,hsa01000
O15530,hsa:5170,hsa01001
O15530,hsa:5170,hsa04131
O15554,hsa:3783,hsa00001
O15554,hsa:3783,hsa04040
O15554,hsa:3783,hsa04040
O43169,hsa:80777,hsa00001
O43193,hsa:2862,hsa00001
O43193,hsa:2862,hsa04030
O43193,hsa:2862,hsa04030
O43252,hsa:9061,hsa00001
O43252,hsa:9061,hsa01000
O43283,hsa:9175,hsa00001
O43283,hsa:9175,hsa01001
O43283,hsa:9175,hsa01000
O43283,hsa:9175,hsa01001
O43293,hsa:1613,hsa00001
O43293,hsa:1613,hsa01001
O43293,hsa:1613,hsa01000
O43293,hsa:1613,hsa01001
O43306,hsa:112,hsa00001
O43306,hsa:112,hsa01000
O43353,hsa:8767,hsa00001
O43353,hsa:8767,hsa01001
O43353,hsa:8767,hsa01000
O43353,hsa:8767,hsa01001
O43451,hsa:8972,hsa00001
O43451,hsa:8972,hsa01000
O43497,hsa:8913,hsa00001
O43497,hsa:8913,hsa04040
O43497,hsa:8913,hsa04040
O43525,hsa:3786,hsa00001
O43525,hsa:3786,hsa04040
O43525,hsa:3786,hsa04040
O43526,hsa:3785,hsa00001
O43526,hsa:3785,hsa04040
O43526,hsa:3785,hsa04040
O43570,hsa:771,hsa00001
O43570,hsa:771,hsa01000
O43613,hsa:3061,hsa00001
O43613,hsa:3061,hsa04030
O43613,hsa:3061,hsa04030
O43614,hsa:3062,hsa00001
O43614,hsa:3062,hsa04030
O43614,hsa:3062,hsa04030
O43708,hsa:2954,hsa00001
O43708,hsa:2954,hsa01000
O43741,hsa:5565,hsa00001
O43766,hsa:11019,hsa00001
O43766,hsa:11019,hsa01000
O43772,hsa:788,hsa00001
O43772,hsa:788,hsa02000
O43772,hsa:788,hsa02000
O60218,hsa:57016,hsa00001
O60218,hsa:57016,hsa01000
O60266,hsa:109,hsa00001
O60266,hsa:109,hsa01000
O60285,hsa:9891,hsa00001
O60285,hsa:9891,hsa01001
O60285,hsa:9891,hsa01000
O60285,hsa:9891,hsa01001
O60359,hsa:10368,hsa00001
O60359,hsa:10368,hsa04040
O60359,hsa:10368,hsa04040
O60391,hsa:116444,hsa00001
O60391,hsa:116444,hsa04040
O60391,hsa:116444,hsa04040
O60427,hsa:3992,hsa00001
O60427,hsa:3992,hsa01004
O60427,hsa:3992,hsa01000
O60427,hsa:3992,hsa01004
O60488,hsa:2182,hsa00001
O60488,hsa:2182,hsa01004
O60488,hsa:2182,hsa04147
O60488,hsa:2182,hsa01000
O60488,hsa:2182,hsa01004
O60488,hsa:2182,hsa04147
O60494,hsa:8029,hsa00001
O60494,hsa:8029,hsa04147
O60494,hsa:8029,hsa04147
O60502,hsa:10724,hsa00001
O60502,hsa:10724,hsa01000
O60503,hsa:115,hsa00001
O60503,hsa:115,hsa01000
O60568,hsa:8985,hsa00001
O60568,hsa:8985,hsa01003
O60568,hsa:8985,hsa01000
O60568,hsa:8985,hsa01003
O60603,hsa:7097,hsa00001
O60603,hsa:7097,hsa04131
O60603,hsa:7097,hsa04147
O60603,hsa:7097,hsa04054
O60603,hsa:7097,hsa04090
O60603,hsa:7097,hsa00536
O60603,hsa:7097,hsa04131
O60603,hsa:7097,hsa04147
O60603,hsa:7097,hsa04054
O60603,hsa:7097,hsa04090
O60603,hsa:7097,hsa00536
O60656,hsa:54600,hsa00001
O60656,hsa:54600,hsa01003
O60656,hsa:54600,hsa01000
O60656,hsa:54600,hsa01003
O60658,hsa:5151,hsa00001
O60658,hsa:5151,hsa01000
O60674,hsa:3717,hsa00001
O60674,hsa:3717,hsa01001
O60674,hsa:3717,hsa01000
O60674,hsa:3717,hsa01001
O60701,hsa:7358,hsa00001
O60701,hsa:7358,hsa01000
O60706,hsa:10060,hsa00001
O60706,hsa:10060,hsa02000
O60706,hsa:10060,hsa04147
O60706,hsa:10060,hsa02000
O60706,hsa:10060,hsa04147
O60733,hsa:8398,hsa00001
O60733,hsa:8398,hsa03029
O60733,hsa:8398,hsa01000
O60733,hsa:8398,hsa03029
O60760,hsa:27306,hsa00001
O60760,hsa:27306,hsa01000
O60840,hsa:778,hsa00001
O60840,hsa:778,hsa04040
O60840,hsa:778,hsa04040
O60858,hsa:10206,hsa00001
O60858,hsa:10206,hsa04121
O60858,hsa:10206,hsa01000
O60858,hsa:10206,hsa04121
O60894,hsa:10267,hsa00001
O60894,hsa:10267,hsa04030
O60894,hsa:10267,hsa04030
O60895,hsa:10266,hsa00001
O60895,hsa:10266,hsa04030
O60895,hsa:10266,hsa04030
O60896,hsa:10268,hsa00001
O60896,hsa:10268,hsa04030
O60896,hsa:10268,hsa04030
O60939,hsa:6327,hsa00001
O60939,hsa:6327,hsa04040
O60939,hsa:6327,hsa04040
O75116,hsa:9475,hsa00001
O75116,hsa:9475,hsa01001
O75116,hsa:9475,hsa03036
O75116,hsa:9475,hsa01000
O75116,hsa:9475,hsa01001
O75116,hsa:9475,hsa03036
O75185,hsa:9914,hsa00001
O75185,hsa:9914,hsa01000
O75311,hsa:8001,hsa00001
O75311,hsa:8001,hsa04040
O75311,hsa:8001,hsa04040
O75340,hsa:10016,hsa00001
O75340,hsa:10016,hsa02044
O75340,hsa:10016,hsa04990
O75340,hsa:10016,hsa02044
O75340,hsa:10016,hsa04990
O75348,hsa:9550,hsa00001
O75385,hsa:8408,hsa00001
O75385,hsa:8408,hsa01001
O75385,hsa:8408,hsa04131
O75385,hsa:8408,hsa03029
O75385,hsa:8408,hsa01000
O75385,hsa:8408,hsa01001
O75385,hsa:8408,hsa04131
O75385,hsa:8408,hsa03029
O75390,hsa:1431,hsa00001
O75390,hsa:1431,hsa01000
O75460,hsa:2081,hsa00001
O75460,hsa:2081,hsa01001
O75460,hsa:2081,hsa01000
O75460,hsa:2081,hsa01001
O75469,hsa:8856,hsa00001
O75469,hsa:8856,hsa03000
O75469,hsa:8856,hsa03310
O75469,hsa:8856,hsa03000
O75469,hsa:8856,hsa03310
O75600,hsa:23464,hsa00001
O75600,hsa:23464,hsa01007
O75600,hsa:23464,hsa01000
O75600,hsa:23464,hsa01007
O75636,hsa:8547,hsa00001
O75636,hsa:8547,hsa04091
O75636,hsa:8547,hsa04091
O75747,hsa:5288,hsa00001
O75747,hsa:5288,hsa01000
O75762,hsa:8989,hsa00001
O75762,hsa:8989,hsa04040
O75762,hsa:8989,hsa04040
O75838,hsa:10518,hsa00001
O75838,hsa:10518,hsa03037
O75838,hsa:10518,hsa04990
O75838,hsa:10518,hsa03037
O75838,hsa:10518,hsa04990
O75874,hsa:3417,hsa00001
O75874,hsa:3417,hsa01000
O75880,hsa:6341,hsa00001
O75880,hsa:6341,hsa03029
O75880,hsa:6341,hsa03029
O75891,hsa:10840,hsa00001
O75891,hsa:10840,hsa01000
O75897,hsa:27233,hsa00001
O75899,hsa:9568,hsa00001
O75899,hsa:9568,hsa04030
O75899,hsa:9568,hsa04030
O75908,hsa:8435,hsa00001
O75908,hsa:8435,hsa01000
O75911,hsa:9249,hsa00001
O75911,hsa:9249,hsa01000
O75912,hsa:9162,hsa00001
O75912,hsa:9162,hsa01000
O75914,hsa:5063,hsa00001
O75914,hsa:5063,hsa01001
O75914,hsa:5063,hsa01000
O75914,hsa:5063,hsa01001
O75936,hsa:8424,hsa00001
O75936,hsa:8424,hsa01000
O75964,hsa:10632,hsa00001
O76074,hsa:8654,hsa00001
O76074,hsa:8654,hsa01000
O76083,hsa:5152,hsa00001
O76083,hsa:5152,hsa01000
O94788,hsa:8854,hsa00001
O94788,hsa:8854,hsa01000
O94804,hsa:6793,hsa00001
O94804,hsa:6793,hsa01001
O94804,hsa:6793,hsa01000
O94804,hsa:6793,hsa01001
O94925,hsa:2744,hsa00001
O94925,hsa:2744,hsa01000
O95069,hsa:3776,hsa00001
O95069,hsa:3776,hsa04040
O95069,hsa:3776,hsa04040
O95180,hsa:8912,hsa00001
O95180,hsa:8912,hsa04040
O95180,hsa:8912,hsa04040
O95237,hsa:9227,hsa00001
O95237,hsa:9227,hsa01000
O95259,hsa:3756,hsa00001
O95259,hsa:3756,hsa04040
O95259,hsa:3756,hsa04040
O95263,hsa:8622,hsa00001
O95263,hsa:8622,hsa01000
O95264,hsa:9177,hsa00001
O95264,hsa:9177,hsa04040
O95264,hsa:9177,hsa04040
O95298,hsa:4718,hsa00001
O95342,hsa:8647,hsa00001
O95342,hsa:8647,hsa02000
O95342,hsa:8647,hsa04147
O95342,hsa:8647,hsa02000
O95342,hsa:8647,hsa04147
O95363,hsa:10667,hsa00001
O95363,hsa:10667,hsa01007
O95363,hsa:10667,hsa03016
O95363,hsa:10667,hsa01000
O95363,hsa:10667,hsa01007
O95363,hsa:10667,hsa03016
O95477,hsa:19,hsa00001
O95477,hsa:19,hsa02000
O95477,hsa:19,hsa02000
O95622,hsa:111,hsa00001
O95622,hsa:111,hsa01000
O95644,hsa:4772,hsa00001
O95644,hsa:4772,hsa03000
O95644,hsa:4772,hsa03000
O95665,hsa:23620,hsa00001
O95665,hsa:23620,hsa04030
O95665,hsa:23620,hsa04030
O95670,hsa:534,hsa00001
O95718,hsa:2103,hsa00001
O95718,hsa:2103,hsa03000
O95718,hsa:2103,hsa03029
O95718,hsa:2103,hsa03310
O95718,hsa:2103,hsa03000
O95718,hsa:2103,hsa03029
O95718,hsa:2103,hsa03310
O95747,hsa:9943,hsa00001
O95747,hsa:9943,hsa01001
O95747,hsa:9943,hsa01000
O95747,hsa:9943,hsa01001
O95749,hsa:9453,hsa00001
O95749,hsa:9453,hsa01006
O95749,hsa:9453,hsa01000
O95749,hsa:9453,hsa01006
O95819,hsa:9448,hsa00001
O95819,hsa:9448,hsa01001
O95819,hsa:9448,hsa01000
O95819,hsa:9448,hsa01001
O95835,hsa:9113,hsa00001
O95835,hsa:9113,hsa01001
O95835,hsa:9113,hsa01000
O95835,hsa:9113,hsa01001
O95864,hsa:9415,hsa00001
O95864,hsa:9415,hsa01004
O95864,hsa:9415,hsa01000
O95864,hsa:9415,hsa01004
O95865,hsa:23564,hsa00001
O95865,hsa:23564,hsa04147
O95865,hsa:23564,hsa01000
O95865,hsa:23564,hsa04147
O95954,hsa:10841,hsa00001
O95954,hsa:10841,hsa03036
O95954,hsa:10841,hsa04147
O95954,hsa:10841,hsa01000
O95954,hsa:10841,hsa03036
O95954,hsa:10841,hsa04147
O95977,hsa:8698,hsa00001
O95977,hsa:8698,hsa04030
O95977,hsa:8698,hsa04030
O96007,hsa:4338,hsa00001
O96007,hsa:4338,hsa01000
O96013,hsa:10298,hsa00001
O96013,hsa:10298,hsa01001
O96013,hsa:10298,hsa01000
O96013,hsa:10298,hsa01001
O96017,hsa:11200,hsa00001
O96017,hsa:11200,hsa01001
O96017,hsa:11200,hsa03400
O96017,hsa:11200,hsa01000
O96017,hsa:11200,hsa01001
O96017,hsa:11200,hsa03400
P00325,hsa:125,hsa00001
P00325,hsa:125,hsa01000
P00326,hsa:126,hsa00001
P00326,hsa:126,hsa01000
P00338,hsa:3939,hsa00001
P00338,hsa:3939,hsa04147
P00338,hsa:3939,hsa01000
P00338,hsa:3939,hsa04147
P00352,hsa:216,hsa00001
P00352,hsa:216,hsa01000
P00367,hsa:2746,hsa00001
P00367,hsa:2746,hsa04147
P00367,hsa:2746,hsa01000
P00367,hsa:2746,hsa04147
P00374,hsa:1719,hsa00001
P00374,hsa:1719,hsa01000
P00387,hsa:1727,hsa00001
P00387,hsa:1727,hsa01000
P00390,hsa:2936,hsa00001
P00390,hsa:2936,hsa01000
P00395,hsa:4512,hsa00001
P00395,hsa:4512,hsa03029
P00395,hsa:4512,hsa01000
P00395,hsa:4512,hsa03029
P00403,hsa:4513,hsa00001
P00403,hsa:4513,hsa03029
P00403,hsa:4513,hsa03029
P00414,hsa:4514,hsa00001
P00414,hsa:4514,hsa03029
P00414,hsa:4514,hsa03029
P00439,hsa:5053,hsa00001
P00439,hsa:5053,hsa01000
P00441,hsa:6647,hsa00001
P00441,hsa:6647,hsa01000
P00450,hsa:1356,hsa00001
P00450,hsa:1356,hsa04147
P00450,hsa:1356,hsa01000
P00450,hsa:1356,hsa04147
P00480,hsa:5009,hsa00001
P00480,hsa:5009,hsa01000
P00491,hsa:4860,hsa00001
P00491,hsa:4860,hsa01000
P00492,hsa:3251,hsa00001
P00492,hsa:3251,hsa01000
P00505,hsa:2806,hsa00001
P00505,hsa:2806,hsa01007
P00505,hsa:2806,hsa01000
P00505,hsa:2806,hsa01007
P00519,hsa:25,hsa00001
P00519,hsa:25,hsa01001
P00519,hsa:25,hsa01000
P00519,hsa:25,hsa01001
P00533,hsa:1956,hsa00001
P00533,hsa:1956,hsa01001
P00533,hsa:1956,hsa04147
P00533,hsa:1956,hsa01000
P00533,hsa:1956,hsa01001
P00533,hsa:1956,hsa04147
P00558,hsa:5230,hsa00001
P00558,hsa:5230,hsa04147
P00558,hsa:5230,hsa01000
P00558,hsa:5230,hsa04147
P00734,hsa:2147,hsa00001
P00734,hsa:2147,hsa01002
P00734,hsa:2147,hsa04147
P00734,hsa:2147,hsa00536
P00734,hsa:2147,hsa01000
P00734,hsa:2147,hsa01002
P00734,hsa:2147,hsa04147
P00734,hsa:2147,hsa00536
P00736,hsa:715,hsa00001
P00736,hsa:715,hsa01002
P00736,hsa:715,hsa04131
P00736,hsa:715,hsa01000
P00736,hsa:715,hsa01002
P00736,hsa:715,hsa04131
P00738,hsa:3240,hsa00001
P00738,hsa:3240,hsa01002
P00738,hsa:3240,hsa04147
P00738,hsa:3240,hsa01002
P00738,hsa:3240,hsa04147
P00740,hsa:2158,hsa00001
P00740,hsa:2158,hsa01002
P00740,hsa:2158,hsa01000
P00740,hsa:2158,hsa01002
P00742,hsa:2159,hsa00001
P00742,hsa:2159,hsa01002
P00742,hsa:2159,hsa00536
P00742,hsa:2159,hsa01000
P00742,hsa:2159,hsa01002
P00742,hsa:2159,hsa00536
P00747,hsa:5340,hsa00001
P00747,hsa:5340,hsa01002
P00747,hsa:5340,hsa04147
P00747,hsa:5340,hsa01000
P00747,hsa:5340,hsa01002
P00747,hsa:5340,hsa04147
P00748,hsa:2161,hsa00001
P00748,hsa:2161,hsa01002
P00748,hsa:2161,hsa04990
P00748,hsa:2161,hsa01000
P00748,hsa:2161,hsa01002
P00748,hsa:2161,hsa04990
P00749,hsa:5328,hsa00001
P00749,hsa:5328,hsa01002
P00749,hsa:5328,hsa00536
P00749,hsa:5328,hsa01000
P00749,hsa:5328,hsa01002
P00749,hsa:5328,hsa00536
P00750,hsa:5327,hsa00001
P00750,hsa:5327,hsa01002
P00750,hsa:5327,hsa00536
P00750,hsa:5327,hsa01000
P00750,hsa:5327,hsa01002
P00750,hsa:5327,hsa00536
P00751,hsa:629,hsa00001
P00751,hsa:629,hsa01002
P00751,hsa:629,hsa01000
P00751,hsa:629,hsa01002
P00797,hsa:5972,hsa00001
P00797,hsa:5972,hsa01002
P00797,hsa:5972,hsa01000
P00797,hsa:5972,hsa01002
P00813,hsa:100,hsa00001
P00813,hsa:100,hsa01000
P00846,hsa:4508,hsa00001
P00846,hsa:4508,hsa03029
P00846,hsa:4508,hsa03029
P00915,hsa:759,hsa00001
P00915,hsa:759,hsa01000
P00918,hsa:760,hsa00001
P00918,hsa:760,hsa04147
P00918,hsa:760,hsa01000
P00918,hsa:760,hsa04147
P00966,hsa:445,hsa00001
P00966,hsa:445,hsa04147
P00966,hsa:445,hsa01000
P00966,hsa:445,hsa04147
P01011,hsa:12,hsa00001
P01011,hsa:12,hsa01002
P01011,hsa:12,hsa01002
P01023,hsa:2,hsa00001
P01023,hsa:2,hsa01002
P01023,hsa:2,hsa04131
P01023,hsa:2,hsa04147
P01023,hsa:2,hsa01002
P01023,hsa:2,hsa04131
P01023,hsa:2,hsa04147
P01024,hsa:718,hsa00001
P01024,hsa:718,hsa01002
P01024,hsa:718,hsa04131
P01024,hsa:718,hsa04147
P01024,hsa:718,hsa01002
P01024,hsa:718,hsa04131
P01024,hsa:718,hsa04147
P01031,hsa:727,hsa00001
P01031,hsa:727,hsa01002
P01031,hsa:727,hsa01002
P01042,hsa:3827,hsa00001
P01042,hsa:3827,hsa01002
P01042,hsa:3827,hsa04147
P01042,hsa:3827,hsa04052
P01042,hsa:3827,hsa01002
P01042,hsa:3827,hsa04147
P01042,hsa:3827,hsa04052
P01100,hsa:2353,hsa00001
P01100,hsa:2353,hsa03000
P01100,hsa:2353,hsa04131
P01100,hsa:2353,hsa03000
P01100,hsa:2353,hsa04131
P01106,hsa:4609,hsa00001
P01106,hsa:4609,hsa03000
P01106,hsa:4609,hsa03019
P01106,hsa:4609,hsa03000
P01106,hsa:4609,hsa03019
P01116,hsa:3845,hsa00001
P01116,hsa:3845,hsa04131
P01116,hsa:3845,hsa04031
P01116,hsa:3845,hsa04131
P01116,hsa:3845,hsa04031
P01133,hsa:1950,hsa00001
P01133,hsa:1950,hsa04052
P01133,hsa:1950,hsa04052
P01137,hsa:7040,hsa00001
P01137,hsa:7040,hsa03110
P01137,hsa:7040,hsa04052
P01137,hsa:7040,hsa00536
P01137,hsa:7040,hsa03110
P01137,hsa:7040,hsa04052
P01137,hsa:7040,hsa00536
P01138,hsa:4803,hsa00001
P01138,hsa:4803,hsa03110
P01138,hsa:4803,hsa04052
P01138,hsa:4803,hsa03110
P01138,hsa:4803,hsa04052
P01189,hsa:5443,hsa00001
P01189,hsa:5443,hsa04052
P01189,hsa:5443,hsa04052
P01303,hsa:4852,hsa00001
P01303,hsa:4852,hsa04052
P01303,hsa:4852,hsa04052
P01308,hsa:3630,hsa00001
P01308,hsa:3630,hsa04052
P01308,hsa:3630,hsa04052
P01350,hsa:2520,hsa00001
P01350,hsa:2520,hsa04052
P01350,hsa:2520,hsa04052
P01375,hsa:7124,hsa00001
P01375,hsa:7124,hsa04052
P01375,hsa:7124,hsa00536
P01375,hsa:7124,hsa04052
P01375,hsa:7124,hsa00536
P01579,hsa:3458,hsa00001
P01579,hsa:3458,hsa03051
P01579,hsa:3458,hsa04052
P01579,hsa:3458,hsa00536
P01579,hsa:3458,hsa03051
P01579,hsa:3458,hsa04052
P01579,hsa:3458,hsa00536
P01584,hsa:3553,hsa00001
P01584,hsa:3553,hsa04052
P01584,hsa:3553,hsa00536
P01584,hsa:3553,hsa04052
P01584,hsa:3553,hsa00536
P01591,hsa:3512,hsa00001
P01889,hsa:3106,hsa00001
P01889,hsa:3106,hsa04147
P01889,hsa:3106,hsa00537
P01889,hsa:3106,hsa04147
P01889,hsa:3106,hsa00537
P02452,hsa:1277,hsa00001
P02452,hsa:1277,hsa00536
P02452,hsa:1277,hsa00536
P02533,hsa:3861,hsa00001
P02533,hsa:3861,hsa04812
P02533,hsa:3861,hsa04147
P02533,hsa:3861,hsa04812
P02533,hsa:3861,hsa04147
P02538,hsa:3853,hsa00001
P02538,hsa:3853,hsa04812
P02538,hsa:3853,hsa04147
P02538,hsa:3853,hsa04812
P02538,hsa:3853,hsa04147
P02585,hsa:7125,hsa00001
P02585,hsa:7125,hsa04812
P02585,hsa:7125,hsa04812
P02647,hsa:335,hsa00001
P02647,hsa:335,hsa04147
P02647,hsa:335,hsa04147
P02649,hsa:348,hsa00001
P02649,hsa:348,hsa04147
P02649,hsa:348,hsa00536
P02649,hsa:348,hsa04147
P02649,hsa:348,hsa00536
P02652,hsa:336,hsa00001
P02652,hsa:336,hsa04147
P02652,hsa:336,hsa04147
P02655,hsa:344,hsa00001
P02656,hsa:345,hsa00001
P02671,hsa:2243,hsa00001
P02671,hsa:2243,hsa04147
P02671,hsa:2243,hsa00536
P02671,hsa:2243,hsa04147
P02671,hsa:2243,hsa00536
P02675,hsa:2244,hsa00001
P02675,hsa:2244,hsa04147
P02675,hsa:2244,hsa00536
P02675,hsa:2244,hsa04147
P02675,hsa:2244,hsa00536
P02679,hsa:2266,hsa00001
P02679,hsa:2266,hsa04147
P02679,hsa:2266,hsa00536
P02679,hsa:2266,hsa04147
P02679,hsa:2266,hsa00536
P02708,hsa:1134,hsa00001
P02708,hsa:1134,hsa04040
P02708,hsa:1134,hsa04040
P02743,hsa:325,hsa00001
P02743,hsa:325,hsa04091
P02743,hsa:325,hsa04091
P02746,hsa:713,hsa00001
P02746,hsa:713,hsa04131
P02746,hsa:713,hsa04131
P02747,hsa:714,hsa00001
P02747,hsa:714,hsa04131
P02747,hsa:714,hsa04131
P02748,hsa:735,hsa00001
P02749,hsa:350,hsa00001
P02749,hsa:350,hsa04147
P02749,hsa:350,hsa04147
P02750,hsa:116844,hsa00001
P02751,hsa:2335,hsa00001
P02751,hsa:2335,hsa04131
P02751,hsa:2335,hsa04147
P02751,hsa:2335,hsa00536
P02751,hsa:2335,hsa04990
P02751,hsa:2335,hsa04131
