Drugbank_id,Uniprot_id,Score
DB01170,P53350,0.004399678
DB06216,P53350,0.004371969
DB13925,P53350,0.004352431
DB01186,P53350,0.004303957
DB00306,P53350,0.0042754323
DB00264,P53350,0.004259106
DB15873,P53350,0.0042580166
DB00376,P53350,0.0042040097
DB00209,P53350,0.0041295895
DB00211,P53350,0.0041284
DB08806,P53350,0.004115229
DB01591,P53350,0.004104154
DB01537,P53350,0.0040563075
DB14754,P53350,0.004043254
DB00383,P53350,0.0040336465
DB00771,P53350,0.004002963
DB00754,P53350,0.0038841616
DB00917,P53350,0.0038779587
DB01193,P53350,0.0038474076
DB00942,P53350,0.003795689
DB00217,P53350,0.0037152353
DB01191,P53350,0.0037061707
DB00574,P53350,0.0036905594
DB00654,P53350,0.003689535
DB00938,P53350,0.0036894444
DB11660,P53350,0.0036619958
DB00454,P53350,0.003620439
DB00542,P53350,0.0035992365
DB00810,P53350,0.0035701387
DB01274,P53350,0.0035447092
DB00505,P53350,0.003542257
DB00983,P53350,0.0035081324
DB08819,P53350,0.0034969193
DB00332,P53350,0.00345469
DB12248,P53350,0.0034520358
DB01154,P53350,0.0033631374
DB00612,P53350,0.0033357372
DB00187,P53350,0.0032853957
DB04889,P53350,0.0032348807
DB11425,P53350,0.0032149018
DB00429,P53350,0.0031786927
DB12890,P53350,0.00297906
DB04836,P53350,0.0029339837
DB05137,P53350,0.0029297718
DB00723,P53350,0.0029274842
DB01203,P53350,0.0027587905
DB11699,P53350,0.002733544
DB01160,P53350,0.0027168184
DB00706,P53350,0.0026636668
DB01359,P53350,0.002602363
DB01454,P53350,0.002512791
DB00770,P53350,0.0024280676
DB01146,P53350,0.0024132838
DB00986,P53350,0.0023901784
DB06204,P53350,0.002345865
DB00571,P53350,0.002315102
DB00287,P53350,0.0021804688
DB00816,P53350,0.0021513426
DB01001,P53350,0.0021026165
DB01580,P53350,0.0020835607
DB00871,P53350,0.0020771297
DB13139,P53350,0.0020496047
DB11181,P53350,0.002005174
DB00221,P53350,0.0020017996
DB01064,P53350,0.0018255459
DB01214,P53350,0.0017055592
DB01472,P53350,0.0013860664
DB00226,P53350,0.0013412108
DB00195,P53350,0.0013402841
DB09351,P53350,0.0013393813
DB05229,P53350,0.0012954088
DB13940,P53350,0.0012347451
DB00905,P53350,0.0011784439
DB08897,P53350,0.0010772727
DB00725,P53350,0.0009806417
DB00866,P53350,0.0006621489
DB05152,P53350,0.00019557567
DB08808,P53350,0.00015629435
DB01297,P53350,5.4394408e-05
DB00335,P53350,1.1202594e-05
