DrugBank_id,Uniprot_id
DB00230,O00555
DB00230,Q00975
DB00230,O43497
DB00230,Q7Z3S7
DB00230,Q9P0X4
DB00230,Q01668
DB00231,P48169
DB00231,Q9UN88
DB00231,P34903
DB00231,Q99928
DB00231,P28472
DB00231,P18505
DB00231,P47870
DB00231,P14867
DB00231,P78334
DB00231,O00591
DB00231,P18507
DB00231,Q8N1C3
DB00231,P47869
DB00231,Q16445
DB00231,P31644
DB00231,O14764
DB00232,P55017
DB00235,Q14432
DB00237,P14867
DB00237,P47870
DB00237,Q16445
DB00237,P31644
DB00237,P18507
DB00237,P28472
DB00237,Q8N1C3
DB00237,O00591
DB00237,P34903
DB00237,Q9UN88
DB00237,P47869
DB00237,P78334
DB00237,P18505
DB00237,P48169
DB00237,Q99928
DB00237,O14764
DB00241,P48169
DB00241,Q99928
DB00241,Q9UN88
DB00241,P34903
DB00241,O00591
DB00241,P18505
DB00241,Q8N1C3
DB00241,Q16445
DB00241,P47869
DB00241,P31644
DB00241,P28472
DB00241,O14764
DB00241,P78334
DB00241,P18507
DB00241,P14867
DB00241,P47870
DB00243,P35499
DB00243,Q14524
DB00244,P09917
DB00244,P23219
DB00244,P35354
DB00244,P37231
DB00245,P11229
DB00246,P14416
DB00246,P28223
DB00246,P28335
DB00247,P41595
DB00247,P08908
DB00247,P28335
DB00248,P14416
DB00252,Q9Y5Y9
DB00252,Q9UQD0
DB00252,Q9UI33
DB00252,Q01118
DB00252,Q15858
DB00252,Q99250
DB00252,P35499
DB00252,Q14524
DB00252,P35498
DB00252,Q9NY46
DB00253,P04150
DB00254,P22894
DB00254,P03956
DB00254,P45452
DB00254,P09237
DB00255,P03372
DB00261,Q14432
DB00261,Q13370
DB00262,P00390
DB00264,P08588
DB00266,Q9BQB6
DB00268,P14416
DB00268,P35462
DB00268,P21917
DB00269,Q92731
DB00270,Q13698
DB00270,Q01668
DB00270,Q13936
DB00270,O60840
DB00272,P25021
DB00273,Q9NY46
DB00273,Q15858
DB00273,Q99250
DB00273,Q01118
DB00273,P14867
DB00273,Q13003
DB00273,Q13002
DB00273,Q14524
DB00273,Q16099
DB00273,Q16478
DB00273,P39086
DB00273,P35499
DB00273,P42263
DB00273,P47870
DB00273,P42262
DB00273,P48058
DB00273,Q9UI33
DB00273,P00918
DB00273,Q9Y5Y9
DB00273,Q16445
DB00273,P22748
DB00273,P31644
DB00273,P47869
DB00273,P18505
DB00273,P42261
DB00273,Q8N1C3
DB00273,Q9UQD0
DB00273,O14764
DB00273,P34903
DB00273,Q9UN88
DB00273,P35498
DB00273,Q99928
DB00273,P48169
DB00273,P28472
DB00273,P18507
DB00273,O00591
DB00273,P78334
DB00275,P30556
DB00276,Q02880
DB00276,P11388
DB00277,P29275
DB00277,P27815
DB00277,Q08499
DB00277,Q14432
DB00277,Q13370
DB00277,Q07343
DB00277,Q08493
DB00277,P30542
DB00277,P29274
DB00277,P0DMS8
DB00278,P00734
DB00279,P10828
DB00279,P10827
DB00280,Q99250
DB00280,Q9Y5Y9
DB00280,Q9UQD0
DB00280,P35498
DB00280,Q15858
DB00280,Q9UI33
DB00280,Q14524
DB00280,P35499
DB00280,Q01118
DB00280,Q9NY46
DB00281,Q9UQD0
DB00281,Q9NY46
DB00281,Q15858
DB00281,Q99250
DB00281,Q01118
DB00281,P35499
DB00281,Q14524
DB00281,P35498
DB00281,Q9Y5Y9
DB00281,Q9UI33
DB00282,P14324
DB00283,P35367
DB00285,P31645
DB00285,P23975
DB00287,P43088
DB00288,P04150
DB00289,P23975
DB00292,P18505
DB00292,P18507
DB00292,P28472
DB00292,Q16445
DB00292,P31644
DB00292,P48169
DB00292,P14867
DB00292,P47869
DB00292,Q9UN88
DB00292,Q8N1C3
DB00292,Q99928
DB00292,P47870
DB00292,P34903
DB00292,O00591
DB00292,O14764
DB00292,P78334
DB00293,P04818
DB00294,P06401
DB00295,P35372
DB00296,Q9UQD0
DB00296,Q9NY46
DB00296,Q15858
DB00296,Q99250
DB00296,Q01118
DB00296,P35499
DB00296,Q14524
DB00296,P35498
DB00296,Q9UI33
DB00296,Q9Y5Y9
DB00297,P35499
DB00298,P35348
DB00302,P00747
DB00304,P06401
DB00306,P31644
DB00306,P14867
DB00306,P47870
DB00306,Q16445
DB00306,P18507
DB00306,P48169
DB00306,P78334
DB00306,P18505
DB00306,Q8N1C3
DB00306,P28472
DB00306,O14764
DB00306,P47869
DB00306,P34903
DB00306,Q9UN88
DB00306,Q99928
DB00306,O00591
DB00307,P19793
DB00307,P28702
DB00307,P48443
DB00308,Q12809
DB00310,P55017
DB00311,P43166
DB00311,P00915
DB00311,P35218
DB00311,P07451
DB00311,P23280
DB00311,P22748
DB00311,Q9ULX7
DB00311,Q16790
DB00311,P00918
DB00311,Q9Y2D0
DB00311,Q8N1Q1
DB00311,O43570
DB00312,P78334
DB00312,P47869
DB00312,P31644
DB00312,Q9UN88
DB00312,O00591
DB00312,P34903
DB00312,O14764
DB00312,Q16445
DB00312,P18505
DB00312,P48169
DB00312,Q99928
DB00312,P28472
DB00312,P18507
DB00312,P47870
DB00312,P14867
DB00312,Q8N1C3
DB00313,P51649
DB00315,P28222
DB00315,P28221
DB00316,P23219
DB00316,Q8NER1
DB00316,O00519
DB00316,P35354
DB00317,P00533
DB00318,P35372
DB00318,P41143
DB00318,P41145
DB00320,P28221
DB00321,P23975
DB00321,P31645
DB00322,P04818
DB00323,P21964
DB00324,P04150
DB00327,P35372
DB00328,P35354
DB00328,P23219
DB00331,O43676
DB00331,Q9NRX3
DB00331,O15239
DB00331,Q9P0J0
DB00331,Q9UI09
DB00331,O14561
DB00331,P03897
DB00331,P03905
DB00331,O43674
DB00331,Q9Y375
DB00331,O43677
DB00331,Q9Y6M9
DB00331,P03923
DB00331,O95299
DB00331,O00217
DB00331,P03901
DB00331,P56556
DB00331,P03886
DB00331,O95139
DB00331,O00483
DB00331,Q86Y39
DB00331,P17568
DB00331,P03891
DB00331,O75306
DB00331,P43304
DB00331,O43678
DB00331,O43181
DB00331,O75251
DB00331,P51970
DB00331,Q9NX14
DB00331,Q9BU61
DB00331,Q9P032
DB00331,Q8N183
DB00331,Q16795
DB00331,Q16718
DB00331,P56181
DB00331,P49821
DB00331,P28331
DB00331,P19404
DB00331,O96000
DB00331,O43920
DB00331,O95182
DB00331,O95298
DB00331,O95168
DB00331,O75380
DB00331,O75438
DB00331,O75489
DB00331,O95167
DB00331,O95169
DB00331,O95178
DB00331,P03915
DB00332,P20309
DB00333,P35372
DB00334,P35462
DB00334,P21917
DB00334,P28223
DB00334,P28335
DB00334,P14416
DB00335,P08588
DB00337,P62942
DB00338,P20648
DB00338,P51164
DB00340,P28335
DB00340,P11229
DB00341,P35367
DB00342,P35367
DB00343,Q13936
DB00343,O60840
DB00343,Q01668
DB00343,Q13698
DB00344,P31645
DB00344,P23975
DB00346,P35368
DB00346,P25100
DB00346,P35348
DB00347,O95180
DB00347,Q9P0X4
DB00347,O43497
DB00348,P32754
DB00349,P28472
DB00349,P18507
DB00349,P47870
DB00349,P48169
DB00349,P14867
DB00349,Q9UN88
DB00349,P34903
DB00349,Q99928
DB00349,O14764
DB00349,Q8N1C3
DB00349,P18505
DB00349,P78334
DB00349,P47869
DB00349,P31644
DB00349,Q16445
DB00349,O00591
DB00350,Q14654
DB00350,O60706
DB00351,P06401
DB00352,P20839
DB00352,P12268
DB00353,P21728
DB00353,P41595
DB00354,P35367
DB00356,O15554
DB00357,P11511
DB00357,P05108
DB00360,P00439
DB00361,Q13509
DB00361,P68366
DB00361,P0DPH7
DB00361,Q9H4B7
DB00361,P68371
DB00361,Q3ZCM7
DB00361,Q9BQE3
DB00361,P68363
DB00361,Q6PEY2
DB00361,Q13885
DB00361,Q9BVA1
DB00361,Q9BUF5
DB00361,P07437
DB00361,Q71U36
DB00361,P04350
DB00363,P28223
DB00363,P14416
DB00366,P35367
DB00367,P06401
DB00368,P35368
DB00368,P25100
DB00368,P18825
DB00368,P07550
DB00368,P08588
DB00368,P13945
DB00368,P35348
DB00368,P18089
DB00368,P08913
DB00370,P18089
DB00370,P18825
DB00370,P08913
DB00370,P28223
DB00370,P28335
DB00371,P47870
DB00371,P18507
DB00371,P28472
DB00371,P48169
DB00371,Q99928
DB00371,Q9UN88
DB00371,P34903
DB00371,P47869
DB00371,O00591
DB00371,Q8N1C3
DB00371,P18505
DB00371,Q16445
DB00371,P31644
DB00371,P14867
DB00371,O14764
DB00371,P78334
DB00372,P14416
DB00373,P07550
DB00373,P08588
DB00374,P43119
DB00376,P11229
DB00377,P46098
DB00378,P06401
DB00379,P35498
DB00379,Q14524
DB00379,P35499
DB00379,Q99250
DB00379,Q15858
DB00379,Q9NY46
DB00379,Q9UI33
DB00379,Q9UQD0
DB00379,Q01118
DB00379,Q9Y5Y9
DB00380,P11388
DB00380,Q02880
DB00381,Q13698
DB00381,Q13936
DB00381,Q01668
DB00381,O60840
DB00382,P22303
DB00382,P06276
DB00383,P20309
DB00383,P11229
DB00384,P37088
DB00384,P51170
DB00384,P51168
DB00385,P11388
DB00387,P11229
DB00388,P25100
DB00388,P35348
DB00388,P35368
DB00389,P07202
DB00390,P50993
DB00390,P14415
DB00390,P54709
DB00390,P13637
DB00390,P05023
DB00390,P05026
DB00390,Q13733
DB00390,P54710
DB00391,P14416
DB00392,P11229
DB00393,O60840
DB00393,Q13698
DB00393,P08235
DB00393,Q13936
DB00393,Q01668
DB00394,P04150
DB00396,P06401
DB00397,P23975
DB00397,P35348
DB00398,P09619
DB00398,P36888
DB00398,P17948
DB00398,P35916
DB00398,P04049
DB00398,P35968
DB00398,P10721
DB00398,P07949
DB00398,P15056
DB00399,P14324
DB00401,Q13698
DB00401,Q13936
DB00401,Q01668
DB00401,O60840
DB00402,P14867
DB00402,P28472
DB00402,P48169
DB00402,Q99928
DB00402,Q9UN88
DB00402,P34903
DB00402,O00591
DB00402,Q16445
DB00402,P18507
DB00402,Q8N1C3
DB00402,P18505
DB00402,P78334
DB00402,P47869
DB00402,P31644
DB00402,P47870
DB00402,O14764
DB00403,P32238
DB00404,P47870
DB00404,Q99928
DB00404,P28472
DB00404,P48169
DB00404,Q9UN88
DB00404,P18507
DB00404,P34903
DB00404,O00591
DB00404,Q8N1C3
DB00404,P18505
DB00404,P14867
DB00404,O14764
DB00404,Q16445
DB00404,P78334
DB00404,P47869
DB00404,P31644
DB00405,P35367
DB00408,P35462
DB00408,P28335
DB00408,P14416
DB00408,P28223
DB00408,P21917
DB00409,P14416
DB00411,P20309
DB00412,P37231
DB00413,P35462
DB00413,P14416
DB00413,P21917
DB00414,Q14654
DB00414,Q09428
DB00418,P28472
DB00418,P14867
DB00418,P47870
DB00418,P48169
DB00418,P18507
DB00418,Q9UN88
DB00418,P34903
DB00418,Q99928
DB00418,Q16445
DB00418,O00591
DB00418,O14764
DB00418,Q8N1C3
DB00418,P18505
DB00418,P78334
DB00418,P47869
DB00418,P31644
DB00419,Q16739
DB00420,P14416
DB00420,P21917
DB00420,P35462
DB00420,P28223
DB00421,P08235
DB00422,Q01959
DB00422,P23975
DB00423,P00915
DB00425,P14867
DB00425,P18507
DB00425,P18505
DB00427,P35367
DB00433,P14416
DB00434,P35367
DB00435,Q02108
DB00435,P33402
DB00435,O75343
DB00435,Q02153
DB00436,P55017
DB00437,P47989
DB00439,P04035
DB00441,P31350
DB00441,Q7LG56
DB00441,P09884
DB00441,Q9NRF9
DB00441,Q9HCU8
DB00441,Q15054
DB00441,P28340
DB00441,P49005
DB00441,P56282
DB00441,P49643
DB00441,P49642
DB00441,Q14181
DB00441,Q07864
DB00441,P23921
DB00443,P04150
DB00444,P11388
DB00444,Q02880
DB00448,P51164
DB00448,P20648
DB00449,P08913
DB00449,P18089
DB00449,P07550
DB00449,P18825
DB00449,P25100
DB00449,P35368
DB00449,P08588
DB00449,P13945
DB00449,P35348
DB00450,P28223
DB00450,P35462
DB00450,P21917
DB00450,P14416
DB00451,P10827
DB00451,P10828
DB00454,P35372
DB00455,P35367
DB00457,P35348
DB00457,P35368
DB00457,P25100
DB00458,P23975
DB00458,P31645
DB00459,P28702
DB00459,P10276
DB00459,P13631
DB00459,P48443
DB00459,P19793
DB00459,P10826
DB00461,P35354
DB00463,P48169
DB00463,Q16445
DB00463,Q9UN88
DB00463,P34903
DB00463,O00591
DB00463,O14764
DB00463,Q8N1C3
DB00463,P18505
DB00463,P78334
DB00463,P47869
DB00463,P18507
DB00463,P47870
DB00463,P14867
DB00463,P31644
DB00463,P28472
DB00463,Q99928
DB00465,P35354
DB00465,P23219
DB00470,P21554
DB00471,Q9Y271
DB00472,P31645
DB00473,Q14524
DB00473,P35499
DB00473,Q01118
DB00473,Q99250
DB00473,Q15858
DB00473,Q9NY46
DB00473,Q9UI33
DB00473,Q9UQD0
DB00473,Q9Y5Y9
DB00473,P35498
DB00474,P18505
DB00474,O14764
DB00474,O00591
DB00474,P34903
DB00474,Q9UN88
DB00474,Q99928
DB00474,P48169
DB00474,P14867
DB00474,P28472
DB00474,P47869
DB00474,P18507
DB00474,Q16445
DB00474,P31644
DB00474,P47870
DB00474,P78334
DB00474,Q8N1C3
DB00475,Q16445
DB00475,P31644
DB00475,P48169
DB00475,P14867
DB00475,P34903
DB00475,Q99928
DB00475,O00591
DB00475,P28472
DB00475,O14764
DB00475,Q9UN88
DB00475,P18505
DB00475,P78334
DB00475,P18507
DB00475,P47869
DB00475,P47870
DB00475,Q8N1C3
DB00476,P23975
DB00476,P31645
DB00477,P14416
DB00477,P35462
DB00477,P28223
DB00477,P21917
DB00480,Q16531
DB00480,Q13619
DB00480,P62877
DB00480,Q96SW2
DB00481,Q92731
DB00482,P35354
DB00484,P08913
DB00484,P18825
DB00484,P18089
DB00489,Q12809
DB00489,P08588
DB00489,P07550
DB00490,P08908
DB00491,P10253
DB00491,O43451
DB00494,P21964
DB00496,P20309
DB00496,P08172
DB00497,P35372
DB00498,Q9BQB6
DB00499,P10275
DB00500,P23219
DB00500,P35354
DB00501,P25021
DB00502,P14416
DB00502,P35462
DB00502,P21917
DB00502,P28223
DB00503,P20815
DB00503,Q9HB55
DB00503,P24462
DB00503,P08684
DB00504,P41145
DB00504,P35372
DB00505,P20309
DB00505,P11229
DB00508,P14416
DB00509,P10828
DB00509,P10827
DB00511,P13637
DB00511,Q13733
DB00511,P14415
DB00511,P05026
DB00511,P54709
DB00511,P05023
DB00511,P54710
DB00511,P50993
DB00513,P00750
DB00513,P00747
DB00514,Q99720
DB00514,Q12879
DB00519,P12821
DB00521,P08588
DB00521,P13945
DB00521,P07550
DB00523,P28702
DB00523,P13631
DB00523,P10826
DB00523,P10276
DB00523,P19793
DB00523,P48443
DB00524,P55017
DB00527,Q9Y5Y9
DB00527,Q14524
DB00528,O60840
DB00528,Q01668
DB00528,Q13698
DB00528,Q13936
DB00530,P00533
DB00532,Q9Y5Y9
DB00532,Q9UQD0
DB00532,Q9UI33
DB00532,Q9NY46
DB00532,Q15858
DB00532,Q99250
DB00532,Q01118
DB00532,P35499
DB00532,Q14524
DB00532,P35498
DB00533,P35354
DB00536,Q9NSA2
DB00536,P51787
DB00536,Q9UQ05
DB00536,Q14721
DB00536,Q9ULS6
DB00536,Q16322
DB00536,Q6PIU1
DB00536,Q8NCM2
DB00536,Q8TAE7
DB00536,Q8TDN1
DB00536,Q8TDN2
DB00536,Q96KK3
DB00536,Q96L42
DB00536,Q96PR1
DB00536,Q9BQ31
DB00536,Q9ULD8
DB00536,Q9H3M0
DB00536,Q9UJ96
DB00536,Q9NS40
DB00536,Q9UIX4
DB00536,Q9H252
DB00536,Q96RP8
DB00536,O43525
DB00536,P22001
DB00536,O43526
DB00536,P48547
DB00536,Q9NZV8
DB00536,Q92953
DB00536,P22460
DB00536,Q03721
DB00536,Q14003
DB00536,P22459
DB00536,O95259
DB00536,P16389
DB00536,P56696
DB00536,Q12809
DB00536,Q9UK17
DB00536,Q9NR82
DB00536,Q09470
DB00536,P17658
DB00539,P03372
DB00539,Q92731
DB00540,P23975
DB00540,P31645
DB00542,P12821
DB00543,P21917
DB00543,P21728
DB00543,P35462
DB00543,P23975
DB00543,P31645
DB00543,P21918
DB00543,P14416
DB00544,P04818
DB00545,P22303
DB00547,P04150
DB00549,Q9Y271
DB00550,P49895
DB00550,P07202
DB00552,P00813
DB00554,P35354
DB00554,P23219
DB00555,Q9NY46
DB00555,Q9UQD0
DB00555,Q15858
DB00555,Q99250
DB00555,Q01118
DB00555,Q9UI33
DB00555,Q14524
DB00555,P35499
DB00555,Q9Y5Y9
DB00555,P35498
DB00557,P35367
DB00559,P25101
DB00559,P24530
DB00561,O14649
DB00561,Q9NPC2
DB00562,P55017
DB00563,P00374
DB00564,Q9Y5Y9
DB00564,Q9UQD0
DB00564,P35498
DB00564,Q9NY46
DB00564,Q15858
DB00564,P35499
DB00564,Q14524
DB00564,Q9UI33
DB00564,Q99250
DB00564,Q01118
DB00565,P07510
DB00565,P11230
DB00565,P02708
DB00565,Q07001
DB00565,Q04844
DB00568,Q13698
DB00568,P35367
DB00568,O60840
DB00568,Q01668
DB00568,Q13936
DB00569,P01008
DB00570,Q6PEY2
DB00570,Q9BQE3
DB00570,P68363
DB00570,P07437
DB00570,Q3ZCM7
DB00570,Q13885
DB00570,P04350
DB00570,Q71U36
DB00570,Q13509
DB00570,P68366
DB00570,P0DPH7
DB00570,Q9H4B7
DB00570,P68371
DB00570,Q9BVA1
DB00570,Q9BUF5
DB00571,P08588
DB00571,P07550
DB00572,P11229
DB00572,P08172
DB00572,P20309
DB00573,P23219
DB00573,P35354
DB00574,Q99720
DB00574,P28335
DB00574,P28221
DB00575,P18089
DB00575,P08913
DB00575,P18825
DB00579,Q01959
DB00579,P31645
DB00579,P23975
DB00580,P35354
DB00584,P12821
DB00585,P25021
DB00586,P35354
DB00586,P23219
DB00588,P04150
DB00590,P25100
DB00590,P35368
DB00590,P35348
DB00591,P04150
DB00593,Q9P0X4
DB00593,O43497
DB00593,O95180
DB00594,P51170
DB00594,P51168
DB00594,P37088
DB00598,P08588
DB00598,P35348
DB00598,P13945
DB00598,P18089
DB00598,P35368
DB00598,P25100
DB00598,P18825
DB00598,P07550
DB00598,P08913
DB00599,P34903
DB00599,O14764
DB00599,P18507
DB00599,P28472
DB00599,Q16445
DB00599,P31644
DB00599,P47869
DB00599,P78334
DB00599,P18505
DB00599,Q8N1C3
DB00599,P48169
DB00599,Q99928
DB00599,Q9UN88
DB00599,P14867
DB00599,P47870
DB00599,O00591
DB00600,P14679
DB00603,P06401
DB00605,P23219
DB00605,P35354
DB00606,P55017
DB00610,P35368
DB00610,P25100
DB00610,P35348
DB00612,P08588
DB00617,Q9P0X4
DB00617,O43497
DB00617,O95180
DB00619,P00519
DB00619,P11274
DB00619,P10721
DB00619,P09619
DB00620,P04150
DB00621,P10275
DB00622,Q13698
DB00622,Q01668
DB00622,Q13936
DB00622,O60840
DB00623,P14416
DB00624,P10275
DB00628,P28472
DB00628,P34903
DB00628,P48169
DB00628,P14867
DB00628,Q99928
DB00628,Q9UN88
DB00628,O00591
DB00628,P18505
DB00628,Q8N1C3
DB00628,P18507
DB00628,P78334
DB00628,P47870
DB00628,Q16445
DB00628,P47869
DB00628,P31644
DB00628,O14764
DB00630,P14324
DB00631,P31350
DB00631,Q9NRF9
DB00631,P56282
DB00631,P49643
DB00631,Q14181
DB00631,Q07864
DB00631,P49005
DB00631,P28340
DB00631,Q9HCU8
DB00631,P09884
DB00631,Q7LG56
DB00631,P23921
DB00631,P49642
DB00631,Q15054
DB00633,P08913
DB00633,P18825
DB00633,P18089
DB00635,P04150
DB00636,Q07869
DB00637,P35367
DB00640,P29274
DB00640,P0DMS8
DB00640,P29275
DB00640,P30542
DB00641,P04035
DB00642,P22102
DB00642,P00374
DB00642,P04818
DB00645,Q9Y5Y9
DB00645,Q9UQD0
DB00645,P35499
DB00645,Q9NY46
DB00645,P35498
DB00645,Q15858
DB00645,Q99250
DB00645,Q01118
DB00645,Q14524
DB00645,Q9UI33
DB00647,P35372
DB00648,P05108
DB00648,P15538
DB00651,P27815
DB00651,Q08499
DB00651,Q14432
DB00651,Q07343
DB00651,Q08493
DB00652,Q99720
DB00654,P43088
DB00655,P03372
DB00656,P28335
DB00656,P28223
DB00656,P31645
DB00657,P30926
DB00657,P32297
DB00659,P47869
DB00659,Q12879
DB00659,P47870
DB00659,O60391
DB00659,P18507
DB00659,P28472
DB00659,Q05586
DB00659,Q14957
DB00659,Q16445
DB00659,Q8TCU5
DB00659,P31644
DB00659,P48169
DB00659,Q9UN88
DB00659,P34903
DB00659,Q13224
DB00659,P14867
DB00659,O00591
DB00659,O14764
DB00659,Q8N1C3
DB00659,P18505
DB00659,P78334
DB00659,Q99928
DB00659,O15399
DB00661,Q01668
DB00661,O60840
DB00661,Q13698
DB00661,Q13936
DB00665,P10275
DB00668,P13945
DB00668,P07550
DB00668,P18089
DB00668,P35368
DB00668,P25100
DB00668,P18825
DB00668,P08588
DB00668,P08913
DB00668,P35348
DB00669,P28222
DB00669,P28221
DB00670,P11229
DB00672,Q14654
DB00672,Q09428
DB00673,P25103
DB00674,P22303
DB00675,P03372
DB00677,P22303
DB00678,P30556
DB00679,P28335
DB00679,P14416
DB00679,P35462
DB00679,P21917
DB00679,P28223
DB00680,P35498
DB00680,Q14524
DB00680,P35499
DB00680,Q01118
DB00680,Q99250
DB00680,Q15858
DB00680,Q9NY46
DB00680,Q9UQD0
DB00680,Q9Y5Y9
DB00680,Q9UI33
DB00682,Q9BQB6
DB00683,P18507
DB00683,Q8N1C3
DB00683,O14764
DB00683,O00591
DB00683,P34903
DB00683,Q9UN88
DB00683,P18505
DB00683,P28472
DB00683,Q99928
DB00683,P47869
DB00683,P78334
DB00683,Q16445
DB00683,P47870
DB00683,P14867
DB00683,P48169
DB00683,P31644
DB00688,P12268
DB00688,P20839
DB00690,P48169
DB00690,Q99928
DB00690,Q9UN88
DB00690,O00591
DB00690,O14764
DB00690,Q8N1C3
DB00690,P18505
DB00690,Q16445
DB00690,P47869
DB00690,P31644
DB00690,P78334
DB00690,P34903
DB00690,P28472
DB00690,P14867
DB00690,P47870
DB00690,P18507
DB00691,P12821
DB00692,P08913
DB00692,P25100
DB00692,P35348
DB00692,P35368
DB00692,P18825
DB00692,P18089
DB00694,P11388
DB00695,Q13621
DB00696,P35368
DB00696,P18089
DB00696,P28221
DB00696,P08913
DB00696,P18825
DB00696,P25100
DB00696,P35348
DB00697,P18825
DB00697,P08913
DB00697,P18089
DB00700,P08235
DB00703,P22748
DB00703,P00915
DB00703,P00918
DB00703,P43166
DB00704,P41145
DB00704,P41143
DB00704,P35372
DB00706,P35368
DB00706,P25100
DB00706,P35348
DB00708,P35372
DB00710,P14324
DB00712,P23219
DB00712,P35354
DB00714,P14416
DB00714,P21917
DB00714,P35462
DB00715,P31645
DB00717,P06401
DB00719,P35367
DB00721,Q01118
DB00721,Q99250
DB00721,Q15858
DB00721,Q9UQD0
DB00721,Q9UI33
DB00721,Q14524
DB00721,P35498
DB00721,Q9Y5Y9
DB00721,Q9NY46
DB00721,P35499
DB00722,P12821
DB00723,P35348
DB00723,P35368
DB00723,P25100
DB00724,Q9NYK1
DB00726,P25100
DB00726,P35368
DB00726,P35367
DB00726,P28223
DB00726,P23975
DB00726,P14416
DB00726,P28335
DB00726,P35348
DB00727,Q02108
DB00727,Q02153
DB00727,O75343
DB00727,P33402
DB00728,P02708
DB00728,Q07001
DB00728,Q04844
DB00728,P07510
DB00728,P11230
DB00731,Q09428
DB00731,Q14654
DB00733,P22303
DB00734,P28223
DB00734,P28335
DB00734,P14416
DB00736,P51164
DB00736,P20648
DB00737,P35367
DB00740,Q14524
DB00740,P35498
DB00740,Q01118
DB00740,Q99250
DB00740,Q15858
DB00740,P35499
DB00740,Q9UI33
DB00740,Q9UQD0
DB00740,Q9Y5Y9
DB00740,Q9NY46
DB00741,P04150
DB00744,P09917
DB00745,Q01959
DB00747,P11229
DB00748,P35367
DB00749,P35354
DB00750,P35499
DB00750,Q14524
DB00750,Q01118
DB00750,P35498
DB00750,Q99250
