GENE PRODUCT ID,GO TERM
P07948,GO:0070062
P07949,GO:0005886
P07949,GO:0030424
P07949,GO:0010008
P07949,GO:0043235
P07949,GO:0098797
P08069,GO:0005886
P08069,GO:0030424
P08069,GO:0016020
P08069,GO:0043231
P08069,GO:0005899
P08069,GO:0035867
P08069,GO:0043235
P08069,GO:1902911
P08581,GO:0005886
P08581,GO:0009925
P08581,GO:0009986
P08581,GO:0016020
P08581,GO:0043235
P08631,GO:0005884
P08631,GO:0005886
P08631,GO:0005764
P08631,GO:0005829
P08631,GO:0005901
P08631,GO:0005925
P08631,GO:0009898
P08631,GO:0043231
P08922,GO:0005886
P08922,GO:0016020
P08922,GO:0043235
P09619,GO:0005886
P09619,GO:0005634
P09619,GO:0005737
P09619,GO:0005794
P09619,GO:0005925
P09619,GO:0016020
P09619,GO:0016324
P09619,GO:0043231
P09619,GO:0043235
P09769,GO:0005856
P09769,GO:0015629
P09769,GO:0032587
P09769,GO:0005886
P09769,GO:0005576
P09769,GO:0005829
P09769,GO:0016235
P09769,GO:0034774
P09769,GO:0070062
P0C1S8,GO:0005634
P0C1S8,GO:0005737
P0C1S8,GO:0005654
P0C1S8,GO:0005829
P0C1S8,GO:0005886
P10721,GO:0005886
P10721,GO:0001650
P10721,GO:0005615
P10721,GO:0043235
P11309,GO:0005737
P11309,GO:0005634
P11309,GO:0005654
P11309,GO:0005730
P11309,GO:0005829
P11362,GO:0005886
P11362,GO:0005576
P11362,GO:0016020
P11362,GO:0043235
P11802,GO:0005634
P11802,GO:0005737
P11802,GO:0005654
P11802,GO:0005730
P11802,GO:0005829
P11802,GO:0031965
P11802,GO:0097128
P11802,GO:0097129
P11802,GO:0097130
P11802,GO:0000307
P11802,GO:0000785
P12931,GO:0005886
P12931,GO:0005654
P12931,GO:0005737
P12931,GO:0005739
P12931,GO:0005743
P12931,GO:0005764
P12931,GO:0005770
P12931,GO:0005829
P12931,GO:0005901
P12931,GO:0005925
P12931,GO:0030054
P12931,GO:0045121
P12931,GO:0048471
P12931,GO:0070062
P14616,GO:0005886
P14616,GO:0030424
P14616,GO:0005899
P14616,GO:0043235
P15056,GO:0005739
P15056,GO:0005829
P15056,GO:0005886
P15056,GO:0043231
P15735,GO:0005829
P15735,GO:0005964
P16234,GO:0005886
P16234,GO:0005634
P16234,GO:0005654
P16234,GO:0005737
P16234,GO:0005789
P16234,GO:0005794
P16234,GO:0005929
P16234,GO:0016020
P16234,GO:0030054
P16234,GO:0032991
P16234,GO:0043235
P16591,GO:0015629
P16591,GO:0015630
P16591,GO:0030027
P16591,GO:0030054
P16591,GO:0005886
P16591,GO:0005634
P16591,GO:0005737
P16591,GO:0005829
P16591,GO:0009898
P16591,GO:0000785
P17612,GO:0005930
P17612,GO:0005634
P17612,GO:0005737
P17612,GO:0005829
P17612,GO:0001669
P17612,GO:0005654
P17612,GO:0005759
P17612,GO:0005813
P17612,GO:0005886
P17612,GO:0016607
P17612,GO:0044853
P17612,GO:0048471
P17612,GO:0070062
P17612,GO:0097546
P17612,GO:0005952
P17612,GO:0034704
P17948,GO:0005886
P17948,GO:0005615
P17948,GO:0005925
P17948,GO:0015629
P17948,GO:0043235
P19525,GO:0005634
P19525,GO:0005737
P19525,GO:0005654
P19525,GO:0005829
P19525,GO:0005840
P19525,GO:0016020
P19525,GO:0048471
P19784,GO:0031519
P19784,GO:0005634
P19784,GO:0005829
P19784,GO:0005654
P19784,GO:0005956
P20794,GO:0005634
P20794,GO:0005737
P20794,GO:0005929
P20794,GO:0001750
P20794,GO:0001917
P20794,GO:0005813
P20794,GO:0030496
P20794,GO:0072686
P21127,GO:0005634
P21127,GO:0005737
P21127-1,GO:0000307
P21709,GO:0005886
P21709,GO:0043235
P21802,GO:0062023
P21802,GO:0005886
P21802,GO:0005634
P21802,GO:0005737
P21802,GO:0005938
P21802,GO:0009986
P21802,GO:0016020
P21802,GO:0060076
P21802,GO:0043235
P21860,GO:0005886
P21860,GO:0009925
P21860,GO:0005615
P21860,GO:0016323
P21860,GO:0038143
P21860,GO:0043235
P22455,GO:0005911
P22455,GO:0005886
P22455,GO:0005783
P22455,GO:0005794
P22455,GO:0030133
P22455,GO:0043235
P22607,GO:0005925
P22607,GO:0005886
P22607,GO:0005783
P22607,GO:0005794
P22607,GO:0030133
P22607,GO:0043235
P22694,GO:0005634
P22694,GO:0005829
P22694,GO:0005654
P22694,GO:0005813
P22694,GO:0070062
P22694,GO:0097546
P22694,GO:0005952
P23443,GO:0005654
P23443,GO:0005737
P23443,GO:0005739
P23443,GO:0005829
P23443-5,GO:0005654
P23458,GO:0005737
P23458,GO:0005829
P23458,GO:0005886
P23458,GO:0009898
P23458,GO:0031234
P23458,GO:0005634
P23458,GO:0005768
P23458,GO:0005925
P24723,GO:0005737
P24723,GO:0005829
P24723,GO:0005886
P24723,GO:0070062
P24941,GO:0005634
P24941,GO:0005737
P24941,GO:0005654
P24941,GO:0005768
P24941,GO:0005813
P24941,GO:0005829
P24941,GO:0015030
P24941,GO:0097123
P24941,GO:0097124
P24941,GO:0097134
P24941,GO:0097135
P24941,GO:0000307
P27037,GO:0005886
P27037,GO:0005737
P27037,GO:0034673
P27037,GO:0043235
P27037,GO:0048179
P27361,GO:0005634
P27361,GO:0005737
P27361,GO:0005635
P27361,GO:0005654
P27361,GO:0005739
P27361,GO:0005769
P27361,GO:0005770
P27361,GO:0005788
P27361,GO:0005794
P27361,GO:0005829
P27361,GO:0005856
P27361,GO:0005886
P27361,GO:0005901
P27361,GO:0005925
P27448,GO:0005737
P27448,GO:0005886
P27448,GO:0005829
P27448,GO:0030425
P27448,GO:0070062
P28482,GO:0005634
P28482,GO:0005737
P28482,GO:0005576
P28482,GO:0005654
P28482,GO:0005739
P28482,GO:0005769
P28482,GO:0005770
P28482,GO:0005788
P28482,GO:0005794
P28482,GO:0005829
P28482,GO:0005856
P28482,GO:0005886
P28482,GO:0005901
P28482,GO:0005925
P28482,GO:0035578
P28482,GO:0072686
P28482,GO:1904813
P29317,GO:0005886
P29317,GO:0005925
P29317,GO:0009986
P29317,GO:0030027
P29317,GO:0031256
P29317,GO:0070160
P29317,GO:0043235
P29320,GO:0005886
P29320,GO:0030425
P29320,GO:0005654
P29320,GO:0005769
P29320,GO:0005829
P29320,GO:0015629
P29320,GO:0031965
P29322,GO:0005886
P29322,GO:0030425
P29322,GO:0043005
P29323,GO:0005886
P29323,GO:0030425
P29323,GO:0005576
P29323,GO:0005654
P29323,GO:0005829
P29323,GO:0030424
P29323,GO:0098794
P29376,GO:0005886
P29376,GO:0016020
P29376,GO:0043235
P29597,GO:0005829
P29597,GO:0005886
P29597,GO:0009898
P29597,GO:0019897
P29597,GO:0031234
P29597,GO:0005634
P29597,GO:0005737
P29597,GO:0042022
P29597,GO:0070062
P29597,GO:0072536
P30291,GO:0005634
P30291,GO:0005737
P30291,GO:0005654
P30291,GO:0005730
P30530,GO:0005886
P30530,GO:0005615
P30530,GO:0009986
P30530,GO:0015629
P30530,GO:0043231
P30530,GO:0070062
P30530,GO:0043235
P31152,GO:0005634
P31152,GO:0005737
P31152,GO:0005654
P31152,GO:0005829
P31749,GO:0005737
P31749,GO:0005758
P31749,GO:0016020
P31749,GO:0005634
P31749,GO:0005654
P31749,GO:0005829
P31749,GO:0005886
P31749,GO:0005938
P31749,GO:0015630
P31749,GO:0030027
P31749,GO:0031982
P31749,GO:0032991
P31751,GO:0005634
P31751,GO:0005654
P31751,GO:0005829
P31751,GO:0005886
P31751,GO:0005938
P31751,GO:0032587
P31751,GO:0043231
P32298,GO:0005737
P32298,GO:0005829
P32298,GO:0005886
P32298,GO:0097381
P33981,GO:0000776
P33981,GO:0005634
P33981,GO:0005737
P33981,GO:0005819
P33981,GO:0016020
P35590,GO:0005886
P35590,GO:0043235
P35916,GO:0005886
P35916,GO:0005654
P35916,GO:0005829
P35916,GO:0043235
P35968,GO:0005886
P35968,GO:0005768
P35968,GO:0005769
P35968,GO:0005783
P35968,GO:0005794
P35968,GO:0030054
P35968,GO:0045121
P35968,GO:0097443
P35968,GO:0043235
P36507,GO:0005576
P36507,GO:0005634
P36507,GO:0005739
P36507,GO:0005769
P36507,GO:0005770
P36507,GO:0005778
P36507,GO:0005783
P36507,GO:0005794
P36507,GO:0005829
P36507,GO:0005874
P36507,GO:0005911
P36507,GO:0005925
P36507,GO:0009898
P36507,GO:0048471
P36888,GO:0005886
P36888,GO:0005783
P36888,GO:0010008
P36888,GO:0043235
P36888-1,GO:0005783
P36894,GO:0005901
P36894,GO:0005886
P36894,GO:0009897
P36894,GO:0016020
P36894,GO:0043235
P36894,GO:1990712
P36896,GO:0005886
P36896,GO:0005829
P36896,GO:0009986
P36896,GO:0043235
P36896,GO:0048179
P36897,GO:0005886
P36897,GO:0005634
P36897,GO:0005768
P36897,GO:0005923
P36897,GO:0009986
P36897,GO:0045121
P36897,GO:0070021
P36897,GO:0043235
P36897,GO:0048179
P37023,GO:0005886
P37023,GO:0009986
P37023,GO:0070724
P37173,GO:0005886
P37173,GO:0005829
P37173,GO:0005901
P37173,GO:0009897
P37173,GO:0016020
P37173,GO:0045121
P37173,GO:0070021
P37173,GO:0043235
P41240,GO:0005886
P41240,GO:0005737
P41240,GO:0005829
P41240,GO:0070062
P41743,GO:0005634
P41743,GO:0005654
P41743,GO:0005829
P41743,GO:0005886
P41743,GO:0015630
P41743,GO:0045171
P41743,GO:0070062
P41743,GO:0070160
P41743,GO:0120157
P42336,GO:0005737
P42336,GO:0005886
P42336,GO:0005829
P42336,GO:0005943
P42336,GO:0014704
P42336,GO:0048471
P42336,GO:0005942
P42336,GO:0005944
P42338,GO:0005737
P42338,GO:0005886
P42338,GO:0005634
P42338,GO:0005654
P42338,GO:0005730
P42338,GO:0005829
P42338,GO:0005943
P42338,GO:0030496
P42338,GO:0043231
P42338,GO:0005942
P42345,GO:0016605
P42345,GO:0005634
P42345,GO:0005737
P42345,GO:0005765
P42345,GO:0005829
P42345,GO:0005654
P42345,GO:0005764
P42345,GO:0012505
P42345,GO:0016020
P42345,GO:0031931
P42345,GO:0031932
P42345,GO:0045335
P42345,GO:0005635
P42679,GO:0005886
P42679,GO:0005829
P42680,GO:0005886
P42680,GO:0005829
P42680,GO:0005856
P42681,GO:0005886
P42681,GO:0005634
P42681,GO:0005654
P42681,GO:0005730
P42681,GO:0005737
P42681,GO:0005829
P42684,GO:0005886
P42684,GO:0005829
P42684,GO:0015629
P42685,GO:0005886
P42685,GO:0005576
P42685,GO:0005634
P42685,GO:0005654
P42685,GO:0005829
P42685,GO:0035578
P42685,GO:0035580
P42685,GO:0070062
P43403,GO:0045121
P43403,GO:0005886
P43403,GO:0031234
P43403,GO:0005737
P43403,GO:0005829
P43403,GO:0042101
P43405,GO:0005737
P43405,GO:0005886
P43405,GO:0005634
P43405,GO:0005829
P43405,GO:0032009
P43405,GO:0032991
P43405,GO:0042101
P45983,GO:0005634
P45983,GO:0005737
P45983,GO:0005654
P45983,GO:0005829
P45983,GO:0030424
P45983,GO:0045202
P45983,GO:0097441
P45984,GO:0005634
P45984,GO:0005737
P45984,GO:0005654
P45984,GO:0005829
P45984,GO:0005886
P45984,GO:0016607
P45985,GO:0005829
P46734,GO:0005737
P46734,GO:0005654
P46734,GO:0005829
P46734,GO:0016020
P48729,GO:0005847
P48729,GO:0045095
P48729,GO:0005634
P48729,GO:0005813
P48729,GO:0005819
P48729,GO:0005829
P48729,GO:0005929
P48729,GO:0016020
P48729,GO:0016607
P48729,GO:0030877
P48729,GO:0036064
P48730,GO:0005634
P48730,GO:0005876
P48730,GO:0005654
P48730,GO:0005794
P48730,GO:0005813
P48730,GO:0005819
P48730,GO:0005829
P48730,GO:0005886
P48730,GO:0033116
P48730,GO:0036064
P48730,GO:0048471
P48736,GO:0005737
P48736,GO:0005886
P48736,GO:0005829
P48736,GO:0005943
P48736,GO:0016020
P48736,GO:0005944
P49137,GO:0005634
P49137,GO:0005737
P49137,GO:0005654
P49137,GO:0005813
P49137,GO:0005829
P49137,GO:0070062
P49137-1,GO:0005654
P49137-1,GO:0005813
P49336,GO:0005634
P49336,GO:0000307
P49336,GO:0005654
P49336,GO:0005730
P49336,GO:1990508
P49336,GO:0016592
P49336,GO:0032991
P49674,GO:0005634
P49674,GO:0005654
P49674,GO:0005737
P49674,GO:0005829
P49759,GO:0005634
P49760,GO:0005634
P49760,GO:0005654
P49760,GO:0016604
P49761,GO:0005634
P49761,GO:0005654
P49761,GO:0016020
P49761,GO:0045111
P49840,GO:0005634
P49840,GO:0005737
P49840,GO:0005829
P49840,GO:0030424
P49840,GO:0030877
P49840,GO:0043025
P49840,GO:0097440
P49840,GO:1990635
P49841,GO:0005634
P49841,GO:0005737
P49841,GO:0005829
P49841,GO:0030424
P49841,GO:0098978
P49841,GO:0005654
P49841,GO:0005813
P49841,GO:0005886
P49841,GO:0030425
P49841,GO:0030877
P49841,GO:1990909
P50613,GO:0005634
P50613,GO:0005737
P50613,GO:0000307
P50613,GO:0001650
P50613,GO:0005654
P50613,GO:0005829
P50613,GO:0005886
P50613,GO:0000439
P50613,GO:0005675
P50613,GO:0070516
P50613,GO:0070985
P50750,GO:0005634
P50750,GO:0005654
P50750,GO:0008024
P50750,GO:0016020
P50750,GO:0016605
P50750,GO:0036464
P50750,GO:0008023
P50750,GO:0070691
P51451,GO:0005886
P51451,GO:0005829
P51617,GO:0005634
P51617,GO:0005737
P51617,GO:0005886
P51617,GO:0009986
P51617,GO:0005654
P51617,GO:0005811
P51617,GO:0005829
P51617,GO:0010008
P51617,GO:0032991
P51812,GO:0005654
P51812,GO:0005737
P51812,GO:0005730
P51812,GO:0005829
P51813,GO:0005886
P51813,GO:0005654
P51813,GO:0005829
P51813,GO:0032587
P51817,GO:0005634
P51817,GO:0005654
P51817,GO:0005737
P51955,GO:0000776
P51955,GO:0005634
P51955,GO:0005737
P51955,GO:0005813
P51955,GO:0005654
P51955,GO:0005829
P51955,GO:0032991
P51956,GO:0005634
P51957,GO:0005737
P51957,GO:0005829
P52333,GO:0005829
P52333,GO:0019897
P52333,GO:0031234
P52333,GO:0005768
P52333,GO:0005886
P52564,GO:0005737
P52564,GO:0005829
P52564,GO:0005654
P52564-1,GO:0005654
P52564-1,GO:0005829
P53350,GO:0005876
P53350,GO:0000776
P53350,GO:0000922
P53350,GO:0005634
P53350,GO:0005737
P53350,GO:0005813
P53350,GO:0005654
P53350,GO:0005819
P53350,GO:0005829
P53350,GO:0015630
P53350,GO:0030496
P53350,GO:0051233
P53350,GO:0000940
P53355,GO:0005634
P53355,GO:0005737
P53355,GO:0005886
P53355,GO:0015629
P53355,GO:1990722
P53667,GO:0005634
P53667,GO:0005737
P53667,GO:0043005
P53667,GO:0098794
P53667,GO:0098978
P53667,GO:0005829
P53667,GO:0016607
P53667,GO:0030027
P53671,GO:0005634
P53671,GO:0005737
P53671,GO:0005813
P53671,GO:0072686
P53778,GO:0005634
P53778,GO:0005737
P53778,GO:0005654
P53778,GO:0005829
P53779,GO:0005634
P53779,GO:0005737
P53779,GO:0005654
P53779,GO:0005739
P53779,GO:0005829
P53779,GO:0005886
P54646,GO:0005634
P54646,GO:0005737
P54646,GO:0005654
P54646,GO:0005794
P54646,GO:0005829
P54646,GO:0010494
P54646,GO:0016607
P54646,GO:0030424
P54646,GO:0030425
P54646,GO:0031588
P54646,GO:0043025
P54753,GO:0005886
P54753,GO:0030425
P54753,GO:0005576
P54753,GO:0005829
P54756,GO:0005886
P54756,GO:0030425
P54756,GO:0005791
P54756,GO:0009897
P54756,GO:0030424
P54756,GO:0043025
P54756,GO:0048471
P54760,GO:0005886
P54760,GO:0005576
P54760,GO:0005829
P54760,GO:0070062
P54760,GO:0043235
P54762,GO:0005886
P54762,GO:0030425
P54762,GO:0005576
P54762,GO:0005783
P54762,GO:0005829
P54762,GO:0031901
P54762,GO:0070062
P54764,GO:0005886
P54764,GO:0030425
P54764,GO:0005737
P54764,GO:0030424
P54764,GO:0031901
P54764,GO:0043197
P54764,GO:0043198
P57058,GO:0005737
P57059,GO:0005634
P57059,GO:0005737
P57078,GO:0005737
P68400,GO:0031519
P68400,GO:0005634
P68400,GO:0005829
P68400,GO:0016605
P68400,GO:0005654
P68400,GO:0005886
P68400,GO:0005956
P68400,GO:0070822
P68400-1,GO:0005654
P78356,GO:0005886
P78356,GO:0005634
P78356,GO:0005654
P78356,GO:0005776
P78356,GO:0005829
P78362,GO:0005634
P78362,GO:0005737
P78362,GO:0005654
P78362,GO:0005730
P78362,GO:0005829
P78362,GO:0016607
P78362,GO:0000785
P78368,GO:0005634
P78368,GO:0005886
P78368,GO:0005829
P78368,GO:0016020
P80192,GO:0005575
Q00526,GO:0005634
Q00526,GO:0005737
Q00526,GO:0000307
Q00532,GO:0005634
Q00532,GO:0005654
Q00532,GO:0035869
Q00532,GO:0043231
Q00532,GO:0070062
Q00535,GO:0005874
Q00535,GO:0005634
Q00535,GO:0005737
Q00535,GO:0000307
Q00535,GO:0005654
Q00535,GO:0005829
Q00535,GO:0005886
Q00535,GO:0014069
Q00535,GO:0016020
Q00535,GO:0016533
Q00535,GO:0030054
Q00535,GO:0030424
Q00535,GO:0030425
Q00535,GO:0030426
Q00535,GO:0031594
Q00535,GO:0043005
Q00535,GO:0043025
Q00536,GO:0008021
Q00536,GO:0005634
Q00536,GO:0005737
Q00536,GO:0000307
Q00536,GO:0005829
Q00536,GO:0005886
Q00536,GO:0009898
Q00536,GO:0015630
Q00537,GO:0005634
Q00537,GO:0005737
Q02156,GO:0005794
Q02156,GO:0005737
Q02156,GO:0005783
Q02156,GO:0005829
Q02156,GO:0005886
Q02156,GO:0043231
Q02156,GO:0045111
Q02156,GO:0048471
Q02156,GO:0071944
Q02750,GO:0005634
Q02750,GO:0005739
Q02750,GO:0005769
Q02750,GO:0005770
Q02750,GO:0005783
Q02750,GO:0005794
Q02750,GO:0005829
Q02750,GO:0005886
Q02750,GO:0005925
Q02763,GO:0001725
Q02763,GO:0005884
Q02763,GO:0005886
Q02763,GO:0005902
Q02763,GO:0005911
Q02763,GO:0009925
Q02763,GO:0009986
Q02763,GO:0016323
Q02763,GO:0016324
Q02763,GO:0034451
Q02763,GO:0045121
Q02763,GO:0043235
Q02779,GO:0005737
Q04759,GO:0005829
Q04759,GO:0005886
Q04759,GO:0016235
Q04759,GO:0034451
Q04771,GO:0005886
Q04771,GO:0048179
Q04771,GO:0070724
Q04912,GO:0005886
Q04912,GO:0009986
Q04912,GO:0043235
Q05397,GO:0005886
Q05397,GO:0005925
Q05397,GO:0043197
Q05397,GO:0001725
Q05397,GO:0005634
Q05397,GO:0005737
Q05397,GO:0005829
Q05397,GO:0005856
Q05397,GO:0036064
Q05397,GO:0043231
Q05655,GO:0005576
Q05655,GO:0005634
Q05655,GO:0005654
Q05655,GO:0005737
Q05655,GO:0005783
Q05655,GO:0005829
Q05655,GO:0005886
Q05655,GO:0035578
Q05655,GO:0036019
Q05655,GO:0070062
Q06187,GO:0005886
Q06187,GO:0005634
Q06187,GO:0005737
Q06187,GO:0005829
Q06187,GO:0045121
Q06418,GO:0005886
Q06418,GO:0005634
Q06418,GO:0005635
Q06418,GO:0005789
Q06418,GO:0009986
Q06418,GO:0043235
Q07002,GO:0005575
Q07002,GO:0005634
Q07002,GO:0005737
Q07912,GO:0005886
Q07912,GO:0005634
Q07912,GO:0005737
Q07912,GO:0005768
Q07912,GO:0005905
Q07912,GO:0016020
Q07912,GO:0030136
Q07912,GO:0043231
Q07912,GO:0097268
Q07912,GO:0070436
