GENE PRODUCT DB	GENE PRODUCT ID	GO TERM	GO NAME	GO ASPECT
UniProtKB	O00444	GO:0005829	cytosol	C
UniProtKB	O00444	GO:0005829	cytosol	C
UniProtKB	O00444	GO:0005829	cytosol	C
UniProtKB	O00444	GO:0005829	cytosol	C
UniProtKB	O00444	GO:0005829	cytosol	C
UniProtKB	O00444	GO:0005829	cytosol	C
UniProtKB	O00444	GO:0005829	cytosol	C
UniProtKB	O00444	GO:0005829	cytosol	C
UniProtKB	O00444	GO:0005829	cytosol	C
UniProtKB	O00444	GO:0005829	cytosol	C
UniProtKB	O00444	GO:0005829	cytosol	C
UniProtKB	O00444	GO:0005829	cytosol	C
UniProtKB	O00444	GO:0005829	cytosol	C
UniProtKB	O00444	GO:0005829	cytosol	C
UniProtKB	O00444	GO:0005829	cytosol	C
UniProtKB	O00444	GO:0005829	cytosol	C
UniProtKB	O00444	GO:0098536	deuterosome	C
UniProtKB	O00444	GO:0098536	deuterosome	C
UniProtKB	O00444	GO:0120098	procentriole	C
UniProtKB	O00444	GO:0120099	procentriole replication complex	C
UniProtKB	O00506	GO:0005794	Golgi apparatus	C
UniProtKB	O00506	GO:0005737	cytoplasm	C
UniProtKB	O00506	GO:0005737	cytoplasm	C
UniProtKB	O00506	GO:0070062	extracellular exosome	C
UniProtKB	O00506	GO:0090443	FAR/SIN/STRIPAK complex	C
UniProtKB	O00750	GO:0005737	cytoplasm	C
UniProtKB	O00750	GO:0005886	plasma membrane	C
UniProtKB	O00750	GO:0005654	nucleoplasm	C
UniProtKB	O00750	GO:0005829	cytosol	C
UniProtKB	O00750	GO:0005829	cytosol	C
UniProtKB	O00750	GO:0005829	cytosol	C
UniProtKB	O00750	GO:0005886	plasma membrane	C
UniProtKB	O00750	GO:0043231	intracellular membrane-bounded organelle	C
UniProtKB	O00750	GO:0005942	phosphatidylinositol 3-kinase complex	C
UniProtKB	O14578	GO:0005829	cytosol	C
UniProtKB	O14578	GO:0005829	cytosol	C
UniProtKB	O14578	GO:0005829	cytosol	C
UniProtKB	O14578	GO:0005829	cytosol	C
UniProtKB	O14578	GO:0005829	cytosol	C
UniProtKB	O14578	GO:0005829	cytosol	C
UniProtKB	O14578	GO:0005829	cytosol	C
UniProtKB	O14578	GO:0016020	membrane	C
UniProtKB	O14730	GO:0005829	cytosol	C
UniProtKB	O14730	GO:0005829	cytosol	C
UniProtKB	O14730	GO:0030688	preribosome, small subunit precursor	C
UniProtKB	O14730	GO:0030688	preribosome, small subunit precursor	C
UniProtKB	O14730	GO:0030688	preribosome, small subunit precursor	C
UniProtKB	O14733	GO:0005634	nucleus	C
UniProtKB	O14733	GO:0005737	cytoplasm	C
UniProtKB	O14733	GO:0005829	cytosol	C
UniProtKB	O14733	GO:0005829	cytosol	C
UniProtKB	O14733	GO:0005829	cytosol	C
UniProtKB	O14733	GO:0005829	cytosol	C
UniProtKB	O14757	GO:0000781	chromosome, telomeric region	C
UniProtKB	O14757	GO:0005634	nucleus	C
UniProtKB	O14757	GO:0000794	condensed nuclear chromosome	C
UniProtKB	O14757	GO:0005615	extracellular space	C
UniProtKB	O14757	GO:0005634	nucleus	C
UniProtKB	O14757	GO:0005634	nucleus	C
UniProtKB	O14757	GO:0005634	nucleus	C
UniProtKB	O14757	GO:0005654	nucleoplasm	C
UniProtKB	O14757	GO:0005654	nucleoplasm	C
UniProtKB	O14757	GO:0005654	nucleoplasm	C
UniProtKB	O14757	GO:0005654	nucleoplasm	C
UniProtKB	O14757	GO:0005654	nucleoplasm	C
UniProtKB	O14757	GO:0005654	nucleoplasm	C
UniProtKB	O14757	GO:0005654	nucleoplasm	C
UniProtKB	O14757	GO:0005654	nucleoplasm	C
UniProtKB	O14757	GO:0005654	nucleoplasm	C
UniProtKB	O14757	GO:0005654	nucleoplasm	C
UniProtKB	O14757	GO:0005737	cytoplasm	C
UniProtKB	O14757	GO:0005813	centrosome	C
UniProtKB	O14757	GO:0005829	cytosol	C
UniProtKB	O14757	GO:0043231	intracellular membrane-bounded organelle	C
UniProtKB	O14757	GO:0000785	chromatin	C
UniProtKB	O14757	GO:0032991	protein-containing complex	C
UniProtKB	O14920	GO:0005737	cytoplasm	C
UniProtKB	O14920	GO:0005737	cytoplasm	C
UniProtKB	O14920	GO:0005829	cytosol	C
UniProtKB	O14920	GO:0005829	cytosol	C
UniProtKB	O14920	GO:0005829	cytosol	C
UniProtKB	O14920	GO:0005829	cytosol	C
UniProtKB	O14920	GO:0005829	cytosol	C
UniProtKB	O14920	GO:0005829	cytosol	C
UniProtKB	O14920	GO:0005829	cytosol	C
UniProtKB	O14920	GO:0005829	cytosol	C
UniProtKB	O14920	GO:0005829	cytosol	C
UniProtKB	O14920	GO:0005829	cytosol	C
UniProtKB	O14920	GO:0005829	cytosol	C
UniProtKB	O14920	GO:0005829	cytosol	C
UniProtKB	O14920	GO:0005829	cytosol	C
UniProtKB	O14920	GO:0005829	cytosol	C
UniProtKB	O14920	GO:0005829	cytosol	C
UniProtKB	O14920	GO:0005829	cytosol	C
UniProtKB	O14920	GO:0005829	cytosol	C
UniProtKB	O14920	GO:0005829	cytosol	C
UniProtKB	O14920	GO:0005829	cytosol	C
UniProtKB	O14920	GO:0005829	cytosol	C
UniProtKB	O14920	GO:0005829	cytosol	C
UniProtKB	O14920	GO:0005829	cytosol	C
UniProtKB	O14920	GO:0005829	cytosol	C
UniProtKB	O14920	GO:0005829	cytosol	C
UniProtKB	O14920	GO:0005829	cytosol	C
UniProtKB	O14920	GO:0005829	cytosol	C
UniProtKB	O14920	GO:0005829	cytosol	C
UniProtKB	O14920	GO:0005829	cytosol	C
UniProtKB	O14920	GO:0005829	cytosol	C
UniProtKB	O14920	GO:0005829	cytosol	C
UniProtKB	O14920	GO:0005829	cytosol	C
UniProtKB	O14920	GO:0005829	cytosol	C
UniProtKB	O14920	GO:0005829	cytosol	C
UniProtKB	O14920	GO:0005829	cytosol	C
UniProtKB	O14920	GO:0005829	cytosol	C
UniProtKB	O14920	GO:0005829	cytosol	C
UniProtKB	O14920	GO:0005829	cytosol	C
UniProtKB	O14920	GO:0005829	cytosol	C
UniProtKB	O14920	GO:0005829	cytosol	C
UniProtKB	O14920	GO:0005829	cytosol	C
UniProtKB	O14920	GO:0005829	cytosol	C
UniProtKB	O14920	GO:0005829	cytosol	C
UniProtKB	O14920	GO:0005829	cytosol	C
UniProtKB	O14920	GO:0008385	IkappaB kinase complex	C
UniProtKB	O14920	GO:0009898	cytoplasmic side of plasma membrane	C
UniProtKB	O14920	GO:0008385	IkappaB kinase complex	C
UniProtKB	O14920	GO:0008385	IkappaB kinase complex	C
UniProtKB	O14920	GO:0035631	CD40 receptor complex	C
UniProtKB	O14936	GO:0005604	basement membrane	C
UniProtKB	O14936	GO:0005886	plasma membrane	C
UniProtKB	O14936	GO:0005911	cell-cell junction	C
UniProtKB	O14936	GO:0016323	basolateral plasma membrane	C
UniProtKB	O14936	GO:0005652	nuclear lamina	C
UniProtKB	O14936	GO:0005730	nucleolus	C
UniProtKB	O14936	GO:0005737	cytoplasm	C
UniProtKB	O14936	GO:0005829	cytosol	C
UniProtKB	O14936	GO:0005829	cytosol	C
UniProtKB	O14936	GO:0005829	cytosol	C
UniProtKB	O14936	GO:0005886	plasma membrane	C
UniProtKB	O14936	GO:0005911	cell-cell junction	C
UniProtKB	O14936	GO:0005925	focal adhesion	C
UniProtKB	O14936	GO:0015629	actin cytoskeleton	C
UniProtKB	O14936	GO:0016363	nuclear matrix	C
UniProtKB	O14936	GO:0042734	presynaptic membrane	C
UniProtKB	O14936	GO:0060170	ciliary membrane	C
UniProtKB	O14936	GO:0005604	basement membrane	C
UniProtKB	O14936	GO:0005652	nuclear lamina	C
UniProtKB	O14936	GO:0005730	nucleolus	C
UniProtKB	O14965	GO:0005876	spindle microtubule	C
UniProtKB	O14965	GO:0000776	kinetochore	C
UniProtKB	O14965	GO:0031616	spindle pole centrosome	C
UniProtKB	O14965	GO:0051233	spindle midzone	C
UniProtKB	O14965	GO:0005634	nucleus	C
UniProtKB	O14965	GO:0005634	nucleus	C
UniProtKB	O14965	GO:0005654	nucleoplasm	C
UniProtKB	O14965	GO:0005654	nucleoplasm	C
UniProtKB	O14965	GO:0005654	nucleoplasm	C
UniProtKB	O14965	GO:0005813	centrosome	C
UniProtKB	O14965	GO:0005813	centrosome	C
UniProtKB	O14965	GO:0005813	centrosome	C
UniProtKB	O14965	GO:0005813	centrosome	C
UniProtKB	O14965	GO:0005813	centrosome	C
UniProtKB	O14965	GO:0005813	centrosome	C
UniProtKB	O14965	GO:0005813	centrosome	C
UniProtKB	O14965	GO:0005813	centrosome	C
UniProtKB	O14965	GO:0005819	spindle	C
UniProtKB	O14965	GO:0005819	spindle	C
UniProtKB	O14965	GO:0005829	cytosol	C
UniProtKB	O14965	GO:0005829	cytosol	C
UniProtKB	O14965	GO:0005829	cytosol	C
UniProtKB	O14965	GO:0005829	cytosol	C
UniProtKB	O14965	GO:0005829	cytosol	C
UniProtKB	O14965	GO:0005829	cytosol	C
UniProtKB	O14965	GO:0005829	cytosol	C
UniProtKB	O14965	GO:0005829	cytosol	C
UniProtKB	O14965	GO:0005829	cytosol	C
UniProtKB	O14965	GO:0005829	cytosol	C
UniProtKB	O14965	GO:0005829	cytosol	C
UniProtKB	O14965	GO:0005829	cytosol	C
UniProtKB	O14965	GO:0005829	cytosol	C
UniProtKB	O14965	GO:0005829	cytosol	C
UniProtKB	O14965	GO:0005829	cytosol	C
UniProtKB	O14965	GO:0015630	microtubule cytoskeleton	C
UniProtKB	O14965	GO:0016323	basolateral plasma membrane	C
UniProtKB	O14965	GO:0030496	midbody	C
UniProtKB	O14965	GO:0031616	spindle pole centrosome	C
UniProtKB	O14965	GO:0036064	ciliary basal body	C
UniProtKB	O14965	GO:0048471	perinuclear region of cytoplasm	C
UniProtKB	O14965	GO:0072686	mitotic spindle	C
UniProtKB	O14965	GO:0097431	mitotic spindle pole	C
UniProtKB	O14965	GO:0032133	chromosome passenger complex	C
UniProtKB	O14976	GO:0005737	cytoplasm	C
UniProtKB	O14976	GO:0031982	vesicle	C
UniProtKB	O14976	GO:0043231	intracellular membrane-bounded organelle	C
UniProtKB	O14976	GO:0005794	Golgi apparatus	C
UniProtKB	O14976	GO:0005794	Golgi apparatus	C
UniProtKB	O14976	GO:0005829	cytosol	C
UniProtKB	O14976	GO:0005829	cytosol	C
UniProtKB	O14976	GO:0005829	cytosol	C
UniProtKB	O14976	GO:0005829	cytosol	C
UniProtKB	O14976	GO:0005829	cytosol	C
UniProtKB	O14976	GO:0005829	cytosol	C
UniProtKB	O14976	GO:0016020	membrane	C
UniProtKB	O14976	GO:0030136	clathrin-coated vesicle	C
UniProtKB	O14976	GO:0031982	vesicle	C
UniProtKB	O14976	GO:0043231	intracellular membrane-bounded organelle	C
UniProtKB	O15075	GO:0005886	plasma membrane	C
UniProtKB	O15111	GO:0005737	cytoplasm	C
UniProtKB	O15111	GO:0005654	nucleoplasm	C
UniProtKB	O15111	GO:0005737	cytoplasm	C
UniProtKB	O15111	GO:0005737	cytoplasm	C
UniProtKB	O15111	GO:0005829	cytosol	C
UniProtKB	O15111	GO:0005829	cytosol	C
UniProtKB	O15111	GO:0005829	cytosol	C
UniProtKB	O15111	GO:0005829	cytosol	C
UniProtKB	O15111	GO:0005829	cytosol	C
UniProtKB	O15111	GO:0005829	cytosol	C
UniProtKB	O15111	GO:0005829	cytosol	C
UniProtKB	O15111	GO:0005829	cytosol	C
UniProtKB	O15111	GO:0005829	cytosol	C
UniProtKB	O15111	GO:0005829	cytosol	C
UniProtKB	O15111	GO:0005829	cytosol	C
UniProtKB	O15111	GO:0005829	cytosol	C
UniProtKB	O15111	GO:0005829	cytosol	C
UniProtKB	O15111	GO:0005829	cytosol	C
UniProtKB	O15111	GO:0005829	cytosol	C
UniProtKB	O15111	GO:0005829	cytosol	C
UniProtKB	O15111	GO:0005829	cytosol	C
UniProtKB	O15111	GO:0005829	cytosol	C
UniProtKB	O15111	GO:0005829	cytosol	C
UniProtKB	O15111	GO:0005829	cytosol	C
UniProtKB	O15111	GO:0005829	cytosol	C
UniProtKB	O15111	GO:0005829	cytosol	C
UniProtKB	O15111	GO:0005829	cytosol	C
UniProtKB	O15111	GO:0005829	cytosol	C
UniProtKB	O15111	GO:0005829	cytosol	C
UniProtKB	O15111	GO:0005829	cytosol	C
UniProtKB	O15111	GO:0005829	cytosol	C
UniProtKB	O15111	GO:0005829	cytosol	C
UniProtKB	O15111	GO:0005829	cytosol	C
UniProtKB	O15111	GO:0005829	cytosol	C
UniProtKB	O15111	GO:0005829	cytosol	C
UniProtKB	O15111	GO:0005829	cytosol	C
UniProtKB	O15111	GO:0005829	cytosol	C
UniProtKB	O15111	GO:0005829	cytosol	C
UniProtKB	O15111	GO:0005829	cytosol	C
UniProtKB	O15111	GO:0005829	cytosol	C
UniProtKB	O15111	GO:0005829	cytosol	C
UniProtKB	O15111	GO:0005829	cytosol	C
UniProtKB	O15111	GO:0005829	cytosol	C
UniProtKB	O15111	GO:0005829	cytosol	C
UniProtKB	O15111	GO:0005829	cytosol	C
UniProtKB	O15111	GO:0005829	cytosol	C
UniProtKB	O15111	GO:0005829	cytosol	C
UniProtKB	O15111	GO:0005829	cytosol	C
UniProtKB	O15111	GO:0005829	cytosol	C
UniProtKB	O15111	GO:0005829	cytosol	C
UniProtKB	O15111	GO:0008385	IkappaB kinase complex	C
UniProtKB	O15111	GO:0009898	cytoplasmic side of plasma membrane	C
UniProtKB	O15111	GO:0008385	IkappaB kinase complex	C
UniProtKB	O15111	GO:0008385	IkappaB kinase complex	C
UniProtKB	O15111	GO:0035631	CD40 receptor complex	C
UniProtKB	O15146	GO:0005886	plasma membrane	C
UniProtKB	O15146	GO:0005886	plasma membrane	C
UniProtKB	O15146	GO:0031594	neuromuscular junction	C
UniProtKB	O15146	GO:0045211	postsynaptic membrane	C
UniProtKB	O15146	GO:0043235	receptor complex	C
UniProtKB	O15146	GO:0043235	receptor complex	C
UniProtKB	O15197	GO:0005886	plasma membrane	C
UniProtKB	O15197	GO:0030425	dendrite	C
UniProtKB	O15197	GO:0005576	extracellular region	C
UniProtKB	O15197	GO:0005829	cytosol	C
UniProtKB	O15197	GO:0005886	plasma membrane	C
UniProtKB	O15197	GO:0005886	plasma membrane	C
UniProtKB	O15197	GO:0005886	plasma membrane	C
UniProtKB	O15197	GO:0005886	plasma membrane	C
UniProtKB	O15197	GO:0005886	plasma membrane	C
UniProtKB	O15197	GO:0005886	plasma membrane	C
UniProtKB	O15197	GO:0005886	plasma membrane	C
UniProtKB	O15197	GO:0005886	plasma membrane	C
UniProtKB	O15197	GO:0005886	plasma membrane	C
UniProtKB	O15197	GO:0005886	plasma membrane	C
UniProtKB	O15197	GO:0005886	plasma membrane	C
UniProtKB	O15197	GO:0005886	plasma membrane	C
UniProtKB	O15197	GO:0005886	plasma membrane	C
UniProtKB	O15197	GO:0005886	plasma membrane	C
UniProtKB	O15197	GO:0005886	plasma membrane	C
UniProtKB	O15197	GO:0005886	plasma membrane	C
UniProtKB	O15197	GO:0005886	plasma membrane	C
UniProtKB	O15197	GO:0005886	plasma membrane	C
UniProtKB	O15197	GO:0005886	plasma membrane	C
UniProtKB	O15197	GO:0005886	plasma membrane	C
UniProtKB	O15197	GO:0005886	plasma membrane	C
UniProtKB	O15197	GO:0005886	plasma membrane	C
UniProtKB	O15197	GO:0005886	plasma membrane	C
UniProtKB	O15197	GO:0005886	plasma membrane	C
UniProtKB	O15197	GO:0005886	plasma membrane	C
UniProtKB	O15197	GO:0005886	plasma membrane	C
UniProtKB	O15197	GO:0005886	plasma membrane	C
UniProtKB	O15197	GO:0005886	plasma membrane	C
UniProtKB	O15197	GO:0005886	plasma membrane	C
UniProtKB	O15197	GO:0005886	plasma membrane	C
UniProtKB	O15197	GO:0005886	plasma membrane	C
UniProtKB	O15264	GO:0005634	nucleus	C
UniProtKB	O15264	GO:0005737	cytoplasm	C
UniProtKB	O15264	GO:0005829	cytosol	C
UniProtKB	O15264	GO:0005829	cytosol	C
UniProtKB	O15530	GO:0005737	cytoplasm	C
UniProtKB	O15530	GO:0005829	cytosol	C
UniProtKB	O15530	GO:0005829	cytosol	C
UniProtKB	O15530	GO:0005829	cytosol	C
UniProtKB	O15530	GO:0005829	cytosol	C
UniProtKB	O15530	GO:0005829	cytosol	C
UniProtKB	O15530	GO:0005886	plasma membrane	C
UniProtKB	O15530	GO:0005886	plasma membrane	C
UniProtKB	O15530	GO:0005886	plasma membrane	C
UniProtKB	O15530	GO:0005886	plasma membrane	C
UniProtKB	O15530	GO:0005886	plasma membrane	C
UniProtKB	O15530	GO:0005886	plasma membrane	C
UniProtKB	O15530	GO:0005886	plasma membrane	C
UniProtKB	O15530	GO:0005886	plasma membrane	C
UniProtKB	O15530	GO:0005886	plasma membrane	C
UniProtKB	O15530	GO:0005886	plasma membrane	C
UniProtKB	O15530	GO:0005886	plasma membrane	C
UniProtKB	O15530	GO:0005886	plasma membrane	C
UniProtKB	O15530	GO:0005886	plasma membrane	C
UniProtKB	O15530	GO:0005886	plasma membrane	C
UniProtKB	O15530	GO:0005886	plasma membrane	C
UniProtKB	O15530	GO:0005886	plasma membrane	C
UniProtKB	O15530	GO:0005886	plasma membrane	C
UniProtKB	O15530	GO:0005886	plasma membrane	C
UniProtKB	O15530	GO:0005886	plasma membrane	C
UniProtKB	O15530	GO:0005886	plasma membrane	C
UniProtKB	O15530	GO:0005886	plasma membrane	C
UniProtKB	O15530	GO:0005886	plasma membrane	C
UniProtKB	O15530	GO:0005886	plasma membrane	C
UniProtKB	O15530	GO:0005886	plasma membrane	C
UniProtKB	O15530	GO:0005886	plasma membrane	C
UniProtKB	O15530	GO:0005886	plasma membrane	C
UniProtKB	O15530	GO:0005886	plasma membrane	C
UniProtKB	O15530	GO:0005886	plasma membrane	C
UniProtKB	O15530	GO:0005886	plasma membrane	C
UniProtKB	O15530	GO:0005886	plasma membrane	C
UniProtKB	O15530	GO:0005886	plasma membrane	C
UniProtKB	O15530	GO:0005886	plasma membrane	C
UniProtKB	O15530	GO:0005886	plasma membrane	C
UniProtKB	O15530	GO:0005886	plasma membrane	C
UniProtKB	O15530	GO:0005886	plasma membrane	C
UniProtKB	O15530	GO:0005886	plasma membrane	C
UniProtKB	O15530	GO:0005886	plasma membrane	C
UniProtKB	O15530	GO:0042995	cell projection	C
UniProtKB	O43283	GO:0016020	membrane	C
UniProtKB	O43293	GO:0005634	nucleus	C
UniProtKB	O43293	GO:0005737	cytoplasm	C
UniProtKB	O43293	GO:0005634	nucleus	C
UniProtKB	O43293	GO:0005634	nucleus	C
UniProtKB	O43293	GO:0005654	nucleoplasm	C
UniProtKB	O43293	GO:0005829	cytosol	C
UniProtKB	O43318	GO:0005737	cytoplasm	C
UniProtKB	O43318	GO:0005737	cytoplasm	C
UniProtKB	O43318	GO:0005737	cytoplasm	C
UniProtKB	O43318	GO:0005829	cytosol	C
UniProtKB	O43318	GO:0005634	nucleus	C
UniProtKB	O43318	GO:0005829	cytosol	C
UniProtKB	O43318	GO:0005829	cytosol	C
UniProtKB	O43318	GO:0005829	cytosol	C
UniProtKB	O43318	GO:0005829	cytosol	C
UniProtKB	O43318	GO:0005829	cytosol	C
UniProtKB	O43318	GO:0005829	cytosol	C
UniProtKB	O43318	GO:0005829	cytosol	C
UniProtKB	O43318	GO:0005829	cytosol	C
UniProtKB	O43318	GO:0005829	cytosol	C
UniProtKB	O43318	GO:0005829	cytosol	C
UniProtKB	O43318	GO:0005829	cytosol	C
UniProtKB	O43318	GO:0005829	cytosol	C
UniProtKB	O43318	GO:0005829	cytosol	C
UniProtKB	O43318	GO:0005829	cytosol	C
UniProtKB	O43318	GO:0005829	cytosol	C
UniProtKB	O43318	GO:0005829	cytosol	C
UniProtKB	O43318	GO:0005829	cytosol	C
UniProtKB	O43318	GO:0005829	cytosol	C
UniProtKB	O43318	GO:0005829	cytosol	C
UniProtKB	O43318	GO:0005829	cytosol	C
UniProtKB	O43318	GO:0005829	cytosol	C
UniProtKB	O43318	GO:0005829	cytosol	C
UniProtKB	O43318	GO:0005829	cytosol	C
UniProtKB	O43318	GO:0005829	cytosol	C
UniProtKB	O43318	GO:0005829	cytosol	C
UniProtKB	O43318	GO:0005829	cytosol	C
UniProtKB	O43318	GO:0005829	cytosol	C
UniProtKB	O43318	GO:0005829	cytosol	C
UniProtKB	O43318	GO:0005829	cytosol	C
UniProtKB	O43318	GO:0005829	cytosol	C
UniProtKB	O43318	GO:0005829	cytosol	C
UniProtKB	O43318	GO:0005829	cytosol	C
UniProtKB	O43318	GO:0005829	cytosol	C
UniProtKB	O43318	GO:0005829	cytosol	C
UniProtKB	O43318	GO:0005886	plasma membrane	C
UniProtKB	O43318	GO:0010008	endosome membrane	C
UniProtKB	O43318	GO:0010008	endosome membrane	C
UniProtKB	O43318	GO:0010008	endosome membrane	C
UniProtKB	O43318	GO:0010008	endosome membrane	C
UniProtKB	O43318	GO:0010008	endosome membrane	C
UniProtKB	O43318	GO:0140672	ATAC complex	C
UniProtKB	O43353	GO:0005886	plasma membrane	C
UniProtKB	O43353	GO:0005737	cytoplasm	C
UniProtKB	O43353	GO:0005829	cytosol	C
UniProtKB	O43353	GO:0005829	cytosol	C
UniProtKB	O43353	GO:0005829	cytosol	C
UniProtKB	O43353	GO:0005829	cytosol	C
UniProtKB	O43353	GO:0005829	cytosol	C
UniProtKB	O43353	GO:0005829	cytosol	C
UniProtKB	O43353	GO:0005829	cytosol	C
UniProtKB	O43353	GO:0005829	cytosol	C
UniProtKB	O43353	GO:0005829	cytosol	C
UniProtKB	O43353	GO:0005829	cytosol	C
UniProtKB	O43353	GO:0005829	cytosol	C
UniProtKB	O43353	GO:0005829	cytosol	C
UniProtKB	O43353	GO:0005829	cytosol	C
UniProtKB	O43353	GO:0005829	cytosol	C
UniProtKB	O43353	GO:0005856	cytoskeleton	C
UniProtKB	O43353	GO:0031982	vesicle	C
UniProtKB	O43353	GO:0032991	protein-containing complex	C
UniProtKB	O43353	GO:0032991	protein-containing complex	C
UniProtKB	O43353	GO:0032991	protein-containing complex	C
UniProtKB	O43353	GO:0032991	protein-containing complex	C
UniProtKB	O60285	GO:0001650	fibrillar center	C
UniProtKB	O60285	GO:0005634	nucleus	C
UniProtKB	O60285	GO:0005654	nucleoplasm	C
UniProtKB	O60285	GO:0005654	nucleoplasm	C
UniProtKB	O60285	GO:0005654	nucleoplasm	C
UniProtKB	O60285	GO:0005654	nucleoplasm	C
UniProtKB	O60285	GO:0005737	cytoplasm	C
UniProtKB	O60285	GO:0015630	microtubule cytoskeleton	C
UniProtKB	O60331	GO:0005886	plasma membrane	C
UniProtKB	O60331	GO:0001931	uropod	C
UniProtKB	O60331	GO:0005654	nucleoplasm	C
UniProtKB	O60331	GO:0005829	cytosol	C
UniProtKB	O60331	GO:0005829	cytosol	C
UniProtKB	O60331	GO:0005829	cytosol	C
UniProtKB	O60331	GO:0005829	cytosol	C
UniProtKB	O60331	GO:0005829	cytosol	C
UniProtKB	O60331	GO:0005829	cytosol	C
UniProtKB	O60331	GO:0005925	focal adhesion	C
UniProtKB	O60331	GO:0010008	endosome membrane	C
UniProtKB	O60674	GO:0005829	cytosol	C
UniProtKB	O60674	GO:0019897	extrinsic component of plasma membrane	C
UniProtKB	O60674	GO:0031234	extrinsic component of cytoplasmic side of plasma membrane	C
UniProtKB	O60674	GO:0031234	extrinsic component of cytoplasmic side of plasma membrane	C
UniProtKB	O60674	GO:0005634	nucleus	C
UniProtKB	O60674	GO:0005634	nucleus	C
UniProtKB	O60674	GO:0005654	nucleoplasm	C
UniProtKB	O60674	GO:0005654	nucleoplasm	C
UniProtKB	O60674	GO:0005737	cytoplasm	C
UniProtKB	O60674	GO:0005829	cytosol	C
UniProtKB	O60674	GO:0005829	cytosol	C
UniProtKB	O60674	GO:0005829	cytosol	C
UniProtKB	O60674	GO:0005829	cytosol	C
UniProtKB	O60674	GO:0005829	cytosol	C
UniProtKB	O60674	GO:0005829	cytosol	C
UniProtKB	O60674	GO:0005829	cytosol	C
UniProtKB	O60674	GO:0005829	cytosol	C
UniProtKB	O60674	GO:0005829	cytosol	C
UniProtKB	O60674	GO:0005829	cytosol	C
UniProtKB	O60674	GO:0005829	cytosol	C
UniProtKB	O60674	GO:0005829	cytosol	C
UniProtKB	O60674	GO:0005829	cytosol	C
UniProtKB	O60674	GO:0005829	cytosol	C
UniProtKB	O60674	GO:0005829	cytosol	C
UniProtKB	O60674	GO:0005829	cytosol	C
