CID,CanonicalSMILES
16749271,C1CC(N(C1)S(=O)(=O)C2=CC3=C(C=C2)N(C(=O)C3=C(C#N)C#N)CC4=CC=C(C=C4)Br)COC5=CN=CC=C5
16750524,COC1=CC=CC(=C1)C(=O)CS(=O)(=O)C2=CC=CC=C2
16756505,CC1=CC(=C(C(=C1)C)C(=O)NC(CNC(=O)COC2CC(N(C2)C(=O)OCC3=CC=CC=C3)CNC4=CC=CC=N4)C(=O)O)C
16756621,CC1=CC(=C(C(=C1)C)C(=O)NC(CNC(=O)COC2CC(N(C2)C(=O)OCC3=CC=CC=C3)CNC4=NC=CC(=C4)OC)C(=O)O)C
16756622,CC1=CC(=C(C(=C1)C)C(=O)NC(CNC(=O)COC2CC(N(C2)C(=O)CC(C)(C)C)CNC3=NC=CC(=C3)OC)C(=O)O)C
16756623,CC1(CCCCC1)C(=O)NC(CNC(=O)COC2CC(N(C2)C(=O)OCC3=CC=CC=C3)CNC4=NC=CC(=C4)OC)C(=O)O
16756955,CC1(CCCCC1)C(=O)NC(CNC(=O)COC2CC(N(C2)C(=O)CC(C)(C)C)CNC3=CC=CC=N3)C(=O)O
16756957,CC1(CCCCC1)C(=O)NC(CNC(=O)COC2CC(N(C2)C(=O)CC(C)(C)C)CNC3=NC=CC(=C3)OC)C(=O)O
16757577,C1COCCN1C2=NC(=NC3=C2SC=C3)C4=CC(=CC=C4)O.Cl
16778344,C1CN(CC2=C1SC=C2)S(=O)(=O)C3=CC=CC(=C3)C(=O)O
17748220,CC1(OC2COC3(C(C2O1)OC(O3)(C)C)CNC(=S)NC4=C(C=C(C=C4)S(=O)(=O)N)F)C
17748274,CC(C1CCC(CC1)N(C)C(=O)C)C(C(=O)N2CCC(C2)F)N.Cl
17748275,CC1=C(C=C(C=C1)NC(=O)C2=CC(=CC=C2)OC(C(F)F)(F)F)OC3=C(C=CC=N3)C4=NC(=NC=N4)NC
17753031,C1CN2C(=NN=C2C(F)(F)F)CN1C(=O)CC(CC3=CC(=C(C=C3F)Cl)F)N
17753800,C1=CC=C(C(=C1)C2=CC(=CC(=C3NC4=C(N3)C=C(C=C4)C(=N)N)C2=O)C(CC(=O)[O-])C(=O)[O-])F
17754438,C1=CC2=C(C=CC(=C2)CN3C4=NC(=CN=C4N=N3)C5=CN(N=C5)CCO)N=C1
17755052,CS(=O)(=O)N1CCN(CC1)CC2=CC3=C(S2)C(=NC(=N3)C4=C5C=NNC5=CC=C4)N6CCOCC6
17758019,C1=CC(=C(C=C1NC2=C3C=C(C=C(C3=NC=C2C#N)Br)NCC4=NNN=C4)Cl)F
17758020,CN(C)CCCN1C=C(N=N1)CNC2=CC3=C(C(=CN=C3C(=C2)Br)C#N)NC4=CC(=C(C=C4)F)Cl
17758239,CCCC1=C(NC=N1)CNC2=CC3=C(C(=CN=C3C(=C2)Cl)C#N)NC4=CC(=C(C=C4)F)Cl
17758240,C1=CC(=C(C=C1NC2=C3C=C(C=C(C3=NC=C2C#N)F)NCC4=CN=CN4)Cl)F
17758574,CN1C=C(N=C1)CNC2=CC3=C(C(=CN=C3C(=C2)Br)C#N)NC4=CC(=C(C=C4)F)Cl
17759555,C1=CC(=C(C=C1NC2=C3C=C(C=C(C3=NC=C2C#N)Cl)NCC4=CN=CN4)Cl)F
17759787,C1=CC=[N+](C(=C1)CNC2=CC3=C(C(=CN=C3C(=C2)Cl)C#N)NC4=CC(=C(C=C4)F)Cl)[O-]
17816357,CC1=NC(=C(S1)C2=CC=CC=C2)C3=CC=C(C=C3)S(=O)(=O)N
18096680,C1CC(=O)N(C1)C2=CC=C(C=C2)S(=O)(=O)N3CCC4=CC=CC=C4C3
18395048,CC(C)COC1C(C(=O)N1)NC(=O)C(CC2=CC=CC=C2)NC(=O)OCC3=CC=CC=C3
18407230,C1CC(=O)C2=C1C=C(C=C2)C3=CN=CC=C3
18441735,C1CCC(C(C1)N2CCC3(CC2)C(=O)NCN3C4=CC=CC=C4)(C5=CC=CC=C5)O
18617318,CC1=NOC(=C1Br)NS(=O)(=O)C2=CC=CC=C2Br
18617322,CC1=NOC(=C1Br)NS(=O)(=O)C2=CC=CC=C2Cl
18660522,CC1=C(ON=C1C)NS(=O)(=O)C2=CC=CC=C2C3=CC=C(C=C3)C4=NC=NC=C4
18672441,C1CCN(C1)CCCOC2=CC=C(C=C2)C3=CC=C(C=C3)C#N
18675062,CC1CCCC(N1CCCCN2C3=CC=CC=C3OC(C2=O)C4=CC(=CC=C4)C(=N)N)C
18780230,CN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=CN=CC=C4
18969732,CC1(C(=C(C1=NO)C2=CC=CC=C2)C3=CC=C(C=C3)S(=O)(=O)C)C
19078659,C1CN(CCC1C(=O)[O-])C2=NC3=C(C=C(C=C3)Cl)C(=N2)NCC4=CC5=C(C=C4)OCO5
19366655,N=S(=O)(O)O
19614516,CC1CCCN(C1)S(=O)(=O)C2=CC=C(C=C2)N3CCCC3=O
20109894,CCN1C=C(C2=CC=CC=C21)C3=NNC(=C3)C(=O)O
20631502,CC(C)CNC(=O)C1=CC(=C(C=C1)C2=C(C=C(C=C2)C3=CSC=C3CN)C(=O)NC4=CC=C(C=C4)C(=N)N)C(=O)O
20631902,CNCC(C1=CC2=CC=CC=C2C=C1)C(C3=CC=CC=C3)O
20641745,C1CN(C(=O)CN1S(=O)(=O)C2=CC3=CC=CC=C3C=C2)CC(=O)NC(CCCN=C(N)N)C(=O)C4=NC=CS4
20760195,COC1=CC=C(C=C1)N2C3=C(C(=N2)C(=O)N)N=CN(C3=O)C4=C(C=C(C=C4)C5=CC=CC=C5CN6CCCC6)F
20801160,CC(C)N1CCC(CC1)NC(=O)C2=CC3=CC=CC=C3N2CC4=CC5=C(S4)C=C(C=C5)Cl
20817425,CC(=O)N1CCC(CC1)N2CCC(CC2)N3C4=NC=NC(=C4C(=N3)C5=CC(=C(C=C5)NC(=O)C6=C(C=C(C=C6)C(F)(F)F)F)OC)N
20843251,CC(CCC1=CC=CC=C1)NC2=C(C(=NC(=C2F)OC3=CC=CC=C3C(=O)O)OC4=CC=CC(=C4)C(=N)N)F
20937276,CC1CCCCN1S(=O)(=O)C2=CC=C(C=C2)N3CCCC3=O
21020209,CCCCCCCCCCCCC1=CC2=CN(C(=O)N=C2O1)C3CCC(O3)CO
21054400,CN1C(=O)C2=C(C=N1)N=C(N2CC3=CC=CC=C3C#N)N4CCCC(C4)N
21092408,C1CN(CC2=CC=CC=C21)CCCCNS(=O)(=O)C3=CC=CC4=C3N=CC=C4
21129772,C1=CC=C(C=C1)C(C2=CC=CC=C2)C(=O)NC(CCCN=C(N)N)C(=O)NCC3=CC=C(C=C3)O
21197765,C1CC1NC2=NS(=O)(=O)C3=CC(=C(C=C3N2)Cl)Cl
21198692,C1=CC=C(C=C1)COC2=CC3=C(C=C2)C=C(C=C3)CC4=CC=CC=C4C=CC(=O)O
21250176,CC(C)(C1=CC2=C(C=C1)N(C(=O)C(=N2)CC3=CC=C(C=C3)C(=N)N)C)C(=O)N4CCCC4
21250293,CC(C)(C1=CC2=C(C=C1)N(C(=O)C(=N2)CC3=CC=C(C=C3)C(=N)N)C)C(=O)N4CCCCC4
21250386,CC(C)(C1=CC2=C(C=C1)N(C(=O)C(=N2)CC3=CC=C(C=C3)C(=N)N)C)C(=O)N(C)C
21250416,CCOC(=O)C1(CC1)C2=CC3=C(C=C2)N(C(=O)C(=N3)CC4=CC=C(C=C4)C(=N)N)C
21250427,CN1C2=C(C=C(C=C2)C3(CC3)C(=O)N4CCCC4CO)N=C(C1=O)CC5=CC=C(C=C5)C(=N)N
21250434,CC(C)(C1=CC2=C(C=C1)N(C(=O)C(=N2)CC3=CC=C(C=C3)C(=N)N)C)C(=O)N4CCNCC4
21250518,CCOC(=O)C(C)(C)C1=CC2=C(C=C1)N(C(=O)C(=N2)CC3=CC=C(C=C3)C(=N)N)C
21336495,C1CC(CCC1CNCC2=CC=NC3=CC=CC=C23)CNS(=O)(=O)C4=CC=CC=C4[N+](=O)[O-]
21699977,C1=CC(=CC=C1C#N)C2=CC=C(C=C2)OCCN(C=O)O
21877253,CN(C1=CC2=C(C=C1)C(=NN2)C=CC3=CC=CC=C3)C4=CC=CC(=C4)N
21877478,C1=CC=C(C=C1)C=CC2=NNC3=C2C=CC(=C3)OC4=CC(=CC=C4)Br
21883501,C#CC1=CC2=C(C=C1)OC(C(=C2)C(=O)O)C(F)(F)F
22049997,CC1=C(C=C(C=C1)C(=O)NC)N2C(=CC(=C(C2=O)Br)OCC3=C(C=C(C=C3)F)F)C
22052336,CCOC1=C(C(=CC(=C1)C(=O)NCC2CCN(CC2)C3=CC=NC=C3)OCCC4=C(C=C(C=C4)Cl)Cl)Br
22103385,CC1=C(ON=C1C)NS(=O)(=O)C2=CC=CC=C2C3=CC=C(C=C3)C4=NN=CO4
22103589,CC1=C(ON=C1C)NS(=O)(=O)C2=CC=CC=C2C3=CC=C(C=C3)C4=NC=CN4
22103743,CC1=C(ON=C1C)NS(=O)(=O)C2=CC=CC=C2C3=CC=C(C=C3)C4=NC=CS4
22103797,CC1=C(ON=C1C)NS(=O)(=O)C2=CC=CC=C2C3=CC=C(C=C3)C4=NC=CN4C
22273644,CC1=CC2=CC(=CN=C2N1)NC3=NC=NN4C3=C(C(=C4)C5=NN=C(O5)C)C(C)C
22336133,CC#CC1=CC(=C(C=C1)C2=C(C=C(C=C2)C(=O)NCC(C)C)C(=O)O)C(=O)NC3=CC=C(C=C3)C(=N)N
22336142,CC(C)CNC(=O)C1=CC(=C(C=C1)C2=C(C=C(C=C2)CC3=CC=CS3)C(=O)NC4=CC=C(C=C4)C(=N)N)C(=O)O
22336146,CC(C)CNC(=O)C1=CC(=C(C=C1)C2=C(C=C(C=C2)C3=C(C=CO3)CO)C(=O)NC4=CC=C(C=C4)C(=N)N)C(=O)O
22336172,CC(C)CNC(=O)C1=CC(=C(C=C1)C2=C(C=C(C=C2)C3=C(SC=C3)CO)C(=O)NC4=CC=C(C=C4)C(=N)N)C(=O)O
22337167,COC1=C(C=C(C=C1)C2=NN(C(=O)C3C2CC=CC3)CCCCCBr)OC
22337182,COC1=C(C=C(C=C1)C2=NNC(=O)C3C2CC=CC3)OC
22346679,CC(=O)N1CCC(CC1)N2CCC(CC2)N3C4=NC=NC(=C4C(=N3)C5=CC(=C(C=C5)NC(=O)C6=CC7=CC=CC=C7N6C)OC)N
22346947,COC1=C(C=CC(=C1)C2=NN(C3=NC=NC(=C23)N)C4CCNCC4)NC(=O)C5=C(C=C(C=C5)C(F)(F)F)F
22421276,C1=CC(=CC(=C1)Cl)COC2=CC=C(C=C2)CCN.Cl
22562341,COC1=NN2C(=C(C(=N2)C3=CC=C(C=C3)F)C4=CC=C(C=C4)S(=O)(=O)C)C=C1
22574214,C1=CC(=CC(=C1)F)C(=O)C(=O)C2=CC(=CC=C2)F
22574224,C1=CC(=C(C(=C1)F)F)C(=O)C(=O)C2=C(C(=CC=C2)F)F
22594331,C1C=C(CC(C2=CC=CC=C21)CC(=O)O)CNC(=O)CCCNC3=NC=CS3
22643554,CC1=CC(=CC(=C1)Cl)C2=NC(=CN2C3=CC=C(C=C3)S(=O)(=O)N)C(F)(F)F
22733860,COC1=C(C=CC=C1O)C(=O)C2CCN(CC2)CCC3=CC=C(C=C3)F
22736235,C1CC(CC1N2C=C(C3=C(N=CN=C32)N)C4=CC=C(C=C4)OC5=CC=CC=C5)O
22911990,CS(=O)(=O)C1=CC=C(C=C1)C2=C(N=C(S2)C3=CC=CC=C3Cl)C4=CC=CS4
22912028,CS(=O)(=O)C1=CC=C(C=C1)C2=C(N=C(S2)CC3=CC=CC=C3)C4=CC=C(C=C4)F
22912091,CS(=O)(=O)C1=CC=C(C=C1)C2=C(N=C(S2)C3=CC=CC=C3Cl)C4=CC=CC=C4F
22912115,CS(=O)(=O)C1=CC=C(C=C1)C2=C(N=C(S2)C3=CC=CC=C3Cl)C4=CC(=CC=C4)F
22912151,CS(=O)(=O)C1=CC=C(C=C1)C2=C(N=C(S2)CCC3=CC=CC=C3)C4=CC=C(C=C4)F
22912186,CS(=O)(=O)C1=CC=C(C=C1)C2=C(N=C(S2)C3=CC=CC=C3Cl)C4=C(C=C(C=C4)F)F
22912244,CS(=O)(=O)C1=CC=C(C=C1)C2=C(N=C(S2)C3=CC=CC=C3Cl)C4=CSC=C4
22912306,CS(=O)(=O)C1=CC=C(C=C1)C2=C(N=C(S2)C3=CC=CC=C3Cl)C4=CC=CC=C4
23017979,CC1=NC2=CC=CC=C2C(=C1)COC3=CC=C(C=C3)S(=O)(=O)CC(C=C4CCOCC4)N(C=O)O
23018008,CC1=NC2=CC=CC=C2C(=C1)COC3=CC=C(C=C3)S(=O)(=O)CC(C4CCC(=O)CC4)N(C=O)O
23288645,COC1=CC(=CC=C1)OC2=C(C=C(C=C2OCCO)C(=O)NC3=CC=CC=C3)NS(=O)(=O)C4=CC=C(C=C4)SC
23395723,CN1C=C(C=N1)CC2=CN(C(=NC2=O)SCC3=CC=C(C=C3)F)CC(=O)N(CC4=CC=C(C=C4)C5=CC=C(C=C5)C(F)(F)F)CC(=O)O
23395772,CN1C=C(C=N1)CC2=CN(C(=NC2=O)SCC3=CC=C(C=C3)F)CC(=O)N(CCN(C)C)CC4=CC=C(C=C4)C5=CC=C(C=C5)C(F)(F)F
23445468,CC1=NOC(=C1Br)NS(=O)(=O)C2=C(SC=C2)C(=O)NC3=NNC(=O)C=C3
23445498,CC1=CC(=C(C=C1)C2=C(SC=C2)S(=O)(=O)NC3=C(C(=NO3)C)Br)C
23449981,COC(=O)C1=C(CC2CCC1O2)C3=CC=C(C=C3)Br
23582824,C1=CC2=NC=CC(=C2C=C1C=C3C(=O)NC(=O)S3)C4=CC=NC=C4
23627212,CC1=C(C=CC2=C1C=CN2)NC3=C(C=NC=C3C#N)C4=CC5=C(O4)C=CC(=C5)CN6CCN(CC6)C
23634102,COC1=CC=C(C=C1)N2C=NC3=C(C2=O)SC4=NC=CC(=C34)NCC#C
23635399,CN(C1=CC=CC=C1)C(=O)OC2=CC=C(C=C2)OC3=NC=C(C=C3)Cl
23635515,CC1=CC=CC=C1N(C)C(=O)OC2=CC=C(C=C2)OC3=NC=C(C=C3)C(F)(F)F
23635632,CN(C1=CC=CC=C1Cl)C(=O)OC2=CC=C(C=C2)OC3=NC=C(C=C3)C(F)(F)F
23635633,CN(C1=CC=C(C=C1)OC)C(=O)OC2=CC=C(C=C2)OC3=NC=C(C=C3)C(F)(F)F
23635893,C1CCN(C1)C(=O)OC2=CC=C(C=C2)OC3=NC=C(C=C3)C(F)(F)F
23635895,C1CCN(CC1)C(=O)OC2=CC=C(C=C2)OC3=NC=C(C=C3)C(F)(F)F
23636020,CN(C1=CC(=CC=C1)Cl)C(=O)OC2=CC=C(C=C2)OC3=NC=C(C=C3)C(F)(F)F
23636021,CN(C1=CC=CC=C1OC)C(=O)OC2=CC=C(C=C2)OC3=NC=C(C=C3)C(F)(F)F
23642310,COCCOC1=CC=CC=C1N2CCN(CC2)C(=O)C3(CCCN(C3CC=C)C(=O)C4=C(C=CN=C4)C(F)(F)F)OC5=CC=C(C=C5)C(F)(F)F
23643351,CCN(CC1=CC=CC=C1)CC2=CC=C(C=C2)C3=CC4=CC(=C(C=C4OC3=O)OC)OC
23643975,CN1CCC(C1CO)C2=C(C=C(C3=C2OC(=CC3=O)C4=CC=CC=C4Cl)O)O.Cl
23644662,C(F)(F)(F)S(=O)(=O)NO
23644740,COC1=CC=CC(=C1)C(=O)NC(CCC2CCCCC2)C(=O)NC(CN3CCC4=C3C=CC(=C4)F)COCC5=CC=CC=C5
23644745,C1CC2C(C1)C3CC2C(C3OC(=O)C4=CC(=C(C(=C4)O)C(=O)C5=C(C=CC=C5O)C(=O)O)O)NC(=O)C6=CC=C(C=C6)O
23645280,CC1=CC=CC=C1NC(=O)OC2=CC3=C(C=C2)OC4C3(CCO4)C
23645284,CC1=CC=CC=C1NC(=O)OC2=CC3=C(C=C2)OC4CC3(CO4)C
23645371,C1CC(N(C1)C(=O)C(CC2=CC=CC=C2)N)C#N
23645395,CN1C=C(C=CC1=O)C2=CC=C(C=C2)C(C(C(=O)N3CCC(C3)F)[NH3+])C(=O)N(C)C.C(=O)(C(F)(F)F)[O-]
23645397,CN(C)C(=O)C(C1=CC=C(C=C1)C2=CN3C=NN=C3C=C2)C(C(=O)N4CCC(C4)F)[NH3+].C(=O)(C(F)(F)F)[O-]
23645398,CN(C)C(=O)C(C1=CC=C(C=C1)C2=CN3C(=NC=N3)C=C2)C(C(=O)N4CCC(C4)F)[NH3+].C(=O)(C(F)(F)F)[O-]
23645399,CN(C)C(=O)C(C1=CC=C(C=C1)C2=CC3=NC=NN3C=C2)C(C(=O)N4CCC(C4)F)[NH3+].C(=O)(C(F)(F)F)[O-]
23645400,CN(C)C(=O)C(C1=CC=C(C=C1)C2=NC3=CC=NN3C=C2)C(C(=O)N4CCC(C4)F)[NH3+].C(=O)(C(F)(F)F)[O-]
23645403,CC1=C(C=CC2=NC=NN12)C3=CC=C(C=C3)C(C(C(=O)N4CCC(C4)F)[NH3+])C(=O)N(C)C.C(=O)(C(F)(F)F)[O-]
23645405,CN(C)C(=O)C(C1=CC=C(C=C1)C2=CN3C(=NC=N3)C=C2)C(C(=O)N4CC(C4)F)[NH3+].C(=O)(C(F)(F)F)[O-]
23645406,CN(C)C(=O)C(C1=CC=C(C=C1)C2=CN3C(=NC=N3)C=C2)C(C(=O)N4CCCC4)[NH3+].C(=O)(C(F)(F)F)[O-]
23645407,CN(C)C(=O)C(C1=CC=C(C=C1)C2=CN3C(=NC=N3)C=C2)C(C(=O)N4CCC(C4)(F)F)[NH3+].C(=O)(C(F)(F)F)[O-]
23645408,CN(C)C(=O)C(C1=CC=C(C=C1)C2=CC3=NC=NN3C=C2)C(C(=O)N4CCC(C4)(F)F)[NH3+].C(=O)(C(F)(F)F)[O-]
23645409,CN(C)C(=O)C(C1=CC=C(C=C1)C2=NC3=CC=NN3C=C2)C(C(=O)N4CCC(C4)(F)F)[NH3+].C(=O)(C(F)(F)F)[O-]
23645415,CC(C1=CC=C(C=C1)C2=CN(C(=O)C=C2)C)C(C(=O)N3CCC(C3)F)[NH3+].C(=O)(C(F)(F)F)[O-]
23645457,CC(C1=CC=C(C=C1)C2=CC=C(C=C2)F)C(C(=O)N3CCC(C3)F)[NH3+].C(=O)(C(F)(F)F)[O-]
23645539,C(C(C(F)(F)S(=O)(=O)NO)(F)F)(C(F)(F)F)(F)F
23645540,C(C(C(C(C(F)(F)S(=O)(=O)NO)(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)(F)F
23645542,C1=CC(=CC=C1[N+](=O)[O-])S(=O)(=O)NO
23645543,C1=CC(=CC(=C1)S(=O)(=O)NO)[N+](=O)[O-]
23645544,C1=CC=C(C(=C1)[N+](=O)[O-])S(=O)(=O)NO
23645545,C1=CC(=C(C=C1S(=O)(=O)NO)Cl)[N+](=O)[O-]
23645546,COC1=C(C=C(C=C1)S(=O)(=O)NO)N
23645547,C1(=C(C(=C(C(=C1F)F)S(=O)(=O)NO)F)F)F
23645581,C1CC(CCC1C(C(=O)N2CCC(C2)F)N)NS(=O)(=O)C3=C(C=C(C=C3)F)F
23645678,C1C2CC2N(C1C#N)C(=O)C(C34CC5CC(C3)(CC(C5)(C4)O)O)N
23645704,CC(C1=NC(=NO1)C2=C(C=C(C=C2)NS(=O)(=O)C)Cl)C(C(=O)N3CCCC3)N
23645705,CC(C1=NC(=NO1)C2=C(C=C(C=C2)S(=O)(=O)C)F)C(C(=O)N3CCCC3)N
23645721,CC(C1=NC(=NO1)C2=C(C=C(C=C2)S(=O)(=O)C)Cl)C(C(=O)N3CCC(C3)F)N
23645932,C1CN(CC2=C1C(=NN2)C(F)(F)F)C(=O)CC(CC3=C(C=CC(=C3)F)F)N
23645933,CN1C2=C(CCN(C2)C(=O)CC(CC3=C(C=CC(=C3)F)F)N)C(=N1)C(F)(F)F
23645936,C1CN(CC2=NOC(=C21)C(F)(F)F)C(=O)CC(CC3=C(C=CC(=C3)F)F)N
23646002,CN(C)C(=O)C1=CC2=C(C=C1)C(=C3C=C4C=C(C=CC4=N3)CN5CCOCC5)NN2
23646025,C1CC(N(C1)C(=O)C(CC(=O)N2CCC3=CC=CC=C3C2)N)C#N
23646026,C1CC(N(C1)C(=O)C(CC(=O)N2CCN(CC2)C(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F)N)C#N
23646142,C#CC1CCC(N1C(=O)CNC23CC4CC(C2)CC(C4)(C3)O)C#N
23646231,C1=CC=C(C=C1)CC(C2=CSC3=C2C=C(C=C3)C(=N)N)C(=O)NC4=CC=C(C=C4)N5C=NC6=CC=CC=C65.C(=O)(C(F)(F)F)O
23646312,CC1=NC2=C(C(=O)N1C3=CC=C(C=C3)C4=CC=CC=C4CN(C)C)N(N=C2C(F)(F)F)C5=CC6=C(C=C5)ON=C6N
23646315,C1CN(CC1O)CC2=CC=CC=C2C3=CC=C(C=C3)N4CNC5=C(C4=O)N(N=C5C(F)(F)F)C6=CC7=C(C=C6)ON=C7N
23646329,CCC(C)C(C(=O)NC(CCCN=C(N)N)C(=O)C1=NC=CS1)NC(=O)C(CC(C)C)NC(=O)NCC2=CC(=C(C=C2)Cl)Cl
23646444,CC1C(=O)NCCCN1C(=O)CC(CC2=C(C=CC(=C2)F)F)N
23646449,CCC1C(=O)NCCCN1C(=O)CC(CC2=CC(=C(C=C2F)F)F)N
23646451,C1CNC(=O)C(N(C1)C(=O)CC(CC2=CC(=C(C=C2F)F)F)N)CC3=CC=CC=N3
23646452,C1CNC(=O)C(N(C1)C(=O)CC(CC2=CC(=C(C=C2F)F)F)N)CN3C=CC=N3
23646483,CC(C)(C(=O)NC1C2CC3CC1CC(C3)(C2)C(=O)O)OC4=CC=C(C=C4)Cl
23646487,CC(C)(C(=O)NC1C2CC3CC1CC(C3)(C2)C(=O)NCC4=CC=C(C=C4)C(=O)NS(=O)(=O)C)OC5=CC=C(C=C5)Cl
23646489,CC(C)(C(=O)NC1C2CC3CC1CC(C3)(C2)C(=O)NCC4=CC=C(C=C4)S(=O)(=O)N)OC5=CC=C(C=C5)Cl
23646499,C1=CC(=CC(=C1)[N+](=O)[O-])C2=CC(=CC(=C3NC4=C(N3)C=C(C=C4)C(=N)N)C2=O)CC(=O)O
23646512,CN1C(=O)C2=C(C=N1)N=C(N2CC3=CC=CC(=C3)CC#N)N4CCCC(C4)N
23646514,C1CC(CN(C1)C2=NC3=C(N2CC4=CC=CC=C4C(F)(F)F)C(=O)C5=CC=CC=C5C3=O)N
23646519,CN1C(=O)C2=C(C(=O)N1C)N(C(=N2)N3CCCC(C3)N)CC4=CC=CC=C4C#N
23646733,COC1=CC(=C(C(=C1)C2=CC3=CC(=C(C=C3N2)Cl)C(=N)N)O)C4=CC=CC=C4
23646734,CN(C)C(=O)C1=CC(=C(C(=C1)C2=CC3=CC(=C(C=C3N2)Cl)C(=N)N)O)C4=CC=CC=C4
23646780,C1=CC=C2C(=C1)C=C(C(=C2O)O)C(=O)NC3=CN=C(C=C3)[NH+]=C(N)N
23647114,CCN1CCCN(C(C1=O)C)C(=O)CC(CC2=C(C=CC(=C2)F)F)N
23647115,CC1C(=O)N(CCCN1C(=O)CC(CC2=C(C=CC(=C2)F)F)N)CC(=O)OC
23647116,CC1C(=O)N(CCCN1C(=O)CC(CC2=C(C=CC(=C2)F)F)N)CC(=O)O
23647117,CC1C(=O)N(CCCN1C(=O)CC(CC2=C(C=CC(=C2)F)F)N)C3CC3
23647118,CC1C(=O)N(CCCN1C(=O)CC(CC2=CC(=C(C=C2F)F)F)N)C
23647119,CC1C(=O)N(CCCN1C(=O)CC(CC2=CC(=C(C=C2F)F)F)N)CCO
23647121,CC1C(=O)N(CCCN1C(=O)CC(CC2=CC(=C(C=C2F)F)F)N)CC(F)(F)F
23647122,CC1C(=O)N(CCCN1C(=O)CC(CC2=CC(=C(C=C2F)F)F)N)C3CC3
23647123,CC1CNC(=O)C(N(C1)C(=O)CC(CC2=CC(=C(C=C2F)F)F)N)C
23647125,CCC1C(=O)NCC(CN1C(=O)CC(CC2=CC(=C(C=C2F)F)F)N)C
23647126,CCC1C(=O)NCC(CN1C(=O)CC(CC2=CC(=C(C=C2F)F)F)N)C
23647127,CC1CNC(=O)C(N(C1)C(=O)CC(CC2=CC(=C(C=C2F)F)F)N)CC(F)(F)F
23647130,CC1CCN(C(C(=O)N1)CC2=CC=CC=N2)C(=O)CC(CC3=CC(=C(C=C3F)F)F)N
23647132,CCC1CCN(C(C(=O)N1)C)C(=O)CC(CC2=CC(=C(C=C2F)F)F)N
23647136,C1CN2C(=NN=C2C(F)(F)F)CN1C(=O)CC(CC3=C(C=CC(=C3)Cl)F)N
23647311,C1CC(CN(C1)C2=NC3=CC=CC=C3C(=O)N2CC4=CC=CC=C4C#N)N
23647312,C1CC(CN(C1)C2=NC3=C(C=CC=C3Cl)C(=O)N2CC4=CC=CC=C4C#N)N
23647313,COC1=CC=CC2=C1N=C(N(C2=O)CC3=CC=CC=C3C#N)N4CCCC(C4)N
23647314,C1CC(CN(C1)C2=NC3=CC(=C(C=C3C(=O)N2CC4=CC=CC=C4C#N)F)N5CCOCC5)N
23647573,C#CC1=C(C=C(C=N1)OCC(CC2=CNC3=CC=CC=C32)N)C4=CC5=C(C=C4)C=NC=C5
23647691,CN(C)C(=O)C(C1=CC=C(C=C1)C2=CC=C(C=C2)F)C(C(=O)N3CCC(C3)F)[NH3+]
23647692,CC(C1=CC=C(C=C1)C2=CC=C(C=C2)F)C(C(=O)N3CCC(C3)F)[NH3+]
23647693,CN(C)C(=O)C(C1=CC=C(C=C1)C2=CN3C(=NC=N3)C=C2)C(C(=O)N4CCC(C4)F)[NH3+]
23647698,CC1=CC=C(C=C1)C(=O)N(C)C2=CC=C(C=C2)C(C(C(=O)N3CCC(C3)F)[NH3+])C(=O)N(C)C
23647700,CN(C)C(=O)C(C1=CC=C(C=C1)N(C)C(=O)C2=CC=C(C=C2)F)C(C(=O)N3CCC(C3)F)[NH3+]
23647721,CN(C)C(=O)C(C1CCC(CC1)N(C)C(=O)C2=CC(=CC=C2)F)C(C(=O)N3CCC(C3)F)[NH3+]
23647726,CC(C1CCC(CC1)N(C)C(=O)C2=CC=C(C=C2)OC)C(C(=O)N3CCC(C3)F)[NH3+]
23647728,CC(=O)N(C)C1CCC(CC1)C(C(C(=O)N2CCC(C2)F)[NH3+])C(=O)N(C)C
23648260,C1=CC(=CN=C1)COC(=O)NCC2=CC=C(C=C2)C(=O)NC3=C(C=CC(=C3)C4=CC=CS4)N
23648277,CS(=O)(=O)CC(C(=O)NC1(CC1)C#N)NC(C2=CC=C(C=C2)Br)C(F)(F)F
23648310,CC1=CC(=CC=C1)C(=O)NC(CC(C)C)C(=O)NCCNC2=CC=C(C=C2)OC
23648314,CC1=CC(=CC=C1)C(=O)NC(CCC2CCCCC2)C(=O)NCCNC3=CC=C(C=C3)OC
23648317,CC1=CC(=CC=C1)C(=O)NC(CC2=CC=C(C=C2)Cl)C(=O)NCCNC3=CC=C(C=C3)OC
23648318,CC1=CC(=CC=C1)C(=O)NC(CC2=CC(=CC=C2)Cl)C(=O)NCCNC3=CC=C(C=C3)OC
23648320,CC1=CC=C(C=C1)CC(C(=O)NCCNC2=CC=C(C=C2)OC)NC(=O)C3=CC=CC(=C3)C
23648321,CC1=CC(=CC=C1)C(=O)NC(CC2=CC=C(C=C2)C(F)(F)F)C(=O)NCCNC3=CC=C(C=C3)OC
23648322,CC1=CC(=CC=C1)C(=O)NC(CC2=CC=C(C=C2)OC)C(=O)NCCNC3=CC=C(C=C3)OC
